$	dollarni tashkil etadi	dollar
కళలు	san&#39;at	activities
కళా	san&#39;at	art
కళాకారుడు	rassom	artist
కళాకారులు	rassomlar	cine stars
కళాప్రపూర్ణ	kalaprapurna	kalaprapurna
కళాశాల	kollej	collage
కళాశాలలు	kollejlar	colleges
కళాశాలలో	kollej	college
కళింగ	shrike	was a kingdom in orissa which was invaded by king ashoka.
కళ్యాణ	nikoh	marriage
కళ్యాణం	kalyanam	marriage
కళ్యాణి	kalyani	kalyani
కళ్యాణ్	kalyan	kalyan
కళ్లు	ko&#39;zlar	eyes
కళ్ళు	ko&#39;zlar	eyes
కవి	shoir	poet
కవిగా	shoir	as a writer
కవితలు	she&#39;riyat	poems
కవితా	kavitha	poem
కవిత్వం	she&#39;riyat	poem
కవుల	shoirlar	poets
కవులకు	sayohat uchun grantlar	poet
కవులు	shoirlar	poets
కష్టం	qiyin	tough
కష్టంగా	qiyin	tough
కష్టాలు	qiyinchiliklar	problems
కా	ga	of
కాంగో	kongo	congo
కాంగ్రెసు	kongress	congress
కాంగ్రెసును	kongress	kangress
కాంగ్రెసులో	kongress	in congress
కాంగ్రెస్	kongress	congress
కాంగ్రేసు	kongress	congress
కాంచన	xazina	kanchana
కాండ	magistral	chapter
కాండం	borib taqaladi	root
కాండము	poyasi	kandom
కాంతి	yorug&#39;lik	light
కాంతిని	yorug&#39;lik	light
కాంప్లెక్స్	kompleks	complex
కాక	bundan tashqari	not only
కాకతీయ	kakatiya	kakatiya
కాకతీయుల	tamilnadu	kakatiyas
కాకతీయులు	tamilnadu	name of the rulers who ruled india in 9th century
కాకపోతే	agar	if not
కాకస్	kavkaz	coccus
కాకి	qarg&#39;a	crow
కాకినాడ	kakinada	kakinada ( a place in india)
కాకినాడలో	bosmalar	in kakinada
కాకుండా	bundan tashqari	without
కాగా	the	that
కాగానే	qachon	after becoming
కాగితం	qog&#39;oz	paper
కాటన్	paxta	cotton
కాణిపాకం	kanipakam	kaanipakkam
కాథలిక్	katolik	catholic
కాదని	bu	reject
కాదా	shunaqami yoki yo&#39;qmi	not
కాదు	quloq	not this
కానవస్తాయి	kanavastayi	has seen
కానవే	konveydan	see
కాని	ammo	but
కానీ	ammo	but
కానుక	sovg&#39;a	gift
కానుకగా	sovg&#39;a	as a gift
కాన్పూర్	kanpur	kanpur (a place in india)
కాన్సర్	saraton	cancer
కాపాడి	daraxtlar	saving
కాపాడుతుంది	himoya qiling	saves
కాపాడే	qutqarish	protecting
కాపీ	nusxalash	coffee
కాపురం	mumkin	living with spouce
కాప్సిడ్	capsid	capsid
కాఫీ	qahva	coffee
కాబట్టి	shunday qilib	since
కాబూల్	kobul	kabul
కామ	shahvoniylik	erotic
కామన్వెల్త్	hamdo&#39;stlik	common wealth
కామన్స్	umumiy qoidalar	comence
కామసూత్ర	jigarrang	kama sutra
కామారెడ్డి	kamareddy	kamareddy
కామేశ్వరరావు	kamesvararavu	kameshwara rao
కాయ	quruq	unripe fruit
కాయలు	yong&#39;oqlar	raw fruits
కారం	chilli	chilli
కారకాలు	omillar	reasons
కారణం	sabab	reason
కారణంగా	tufayli	reason
కారణంగానే	chunki	reason
కారణమని	ayblamoq	reason
కారణము	sabab	reason
కారణాల	sabablari	reasons
కారణాలను	sabablari	reasons
కారణాలు	sabablari	reasons
కారాకోరం	qorakoram	karakoram its a name
కారు	avtomobil	car
కారులు	avtomobil	cars
కార్	avtomobil	car
కార్డేటా	chordate	chordata(one group of animals)
కార్తీక	kartik	a holy month for hindus in andhra
కార్పస్	korpus	carpus
కార్పొరేషన్	korporatsiya	corporation
కార్బన్	uglerod	carbon
కార్మిక	mehnat	labour
కార్మికులు	ishchilar	workers
కార్య	funktsiya	work
కార్యకలాపాలను	operatsiyalar	office works
కార్యకలాపాలు	operatsiyalar	activities
కార్యక్రమం	dastur	program
కార్యక్రమంలో	hodisa	in the program
కార్యక్రమాన్ని	dastur	program
కార్యక్రమాల	hodisalar	programmes
కార్యక్రమాలకు	hodisalar	programs
కార్యక్రమాలను	hodisalar	programmes(daily programmes0
కార్యక్రమాలలో	hodisalar	in programs
కార్యక్రమాలు	voqealar	programmes
కార్యదర్శి	kotiba	executive
కార్యనిర్వాహక	ijrochi	executive
కార్యములు	havoriylar	work
కార్యాచరణ	faoliyat	execution
కార్యాల	operatsiyalar	tasks
కార్యాలయ	idora	office
కార్యాలయం	idora	office
కార్యాలయాలు	ofislar	offices
కార్లు	avtomobillar	cars
కార్ల్	karl	karl
కాల	atama	season
కాలం	davr	time
కాలంగా	davr	generation
కాలంనాటి	zamonaviy	from that time
కాలంనుండి	beri	that time
కాలంలో	davomida	in these times
కాలంలోని	vaqt	in the time of
కాలంలోనే	vaqt	in the season
కాలక్రమంలో	vaqt o&#39;tgan sari,	in history
కాలక్రమేణా	yillar davomida,	with times
కాలజ్ఞానం	bashoratlar	knowledge of future
కాలనీ	mustamlaka	colony
కాలపు	vaqt	period
కాలము	vaqt	time
కాలమునాటి	davr	in times of
కాలములో	omon qolish uchun	in period
కాలములోనే	davr	in this era
కాలానికి	vaqt	to the times
కాలానికే	keyin	time
కాలాన్ని	davr	time of
కాలాలలో	vaqt	in seasons
కాలాలు	davrlar	periods or time
కాలాల్లో	vaqt	periods
కాలి	galle	kaali
కాలిన	kuyishlar	burn
కాలిఫోర్నియా	kaliforniya	california
కాలు	oyoq	legs
కాలువ	kanal	canal
కాలువలు	drenajlar	canals
కాలుష్య	ifloslanish	pollution
కాలుష్యం	ifloslanish	pollution
కాలుష్యానికి	ifloslanish	to pollution
కాలుష్యాన్ని	ifloslanish	pollution
కాలెండరు	taqvim	calander
కాలేజి	kollej	collage
కాలేజీ	kollej	college
కాలేజ్	kollej	college
కాలేదు	mumkin	not over
కాలేయం	jigar	glands
కాల్పనిక	badiiy adabiyot	ficticious
కాల్షియం	kaltsiy	calcium
కాళహస్తి	kalahasthi	kalahasthi
కాళిదాసు	kalidasa	kalidas
కాళ్ళ	oyoqlari	of legs
కాళ్ళు	oyoqlari	legs
కావచ్చు	mumkin	might be
కావచ్చును	balki	can become
కావటం	bu	kaavatam
కావడం	bo&#39;lish	because
కావడంతో	bo&#39;lish	hence
కావడానికి	kimga	to become
కావలసి	kimga	required
కావలసిన	istayman	needed
కావలి	onalar	kavali
కావలిసిన	istalgan	required
కావల్సిన	talablar	needed
కావాలంటే	agar kerak bo&#39;lsa	if needed
కావాలని	orzu	wantingly
కావాలి	ehtiyoj	want
కావు	emas	will not happen
కావున	shunday qilib	that is why
కావేరి	xavfsizlik	kaveri
కావ్య	she&#39;riyat	lesson
కావ్యం	she&#39;riyat	poem
కావ్యము	she&#39;riyat	poem
కావ్యాన్ని	epik	poem
కావ్యాలు	she&#39;riyat	poems
కాశి	kashi	kasi, (its a place)
కాశ్మీరు	kashmir	kashmir
కాషాయ	apelsin	safron
కాసు	yolg‘iz	kasu
కాస్త	ko&#39;proq	some
కాస్పియన్	kaspiy	caspian
కాస్మిక్	kosmik	cosmic
కి	kimga	for that, for this
కింగ్	qirol	king
కింగ్డం	qirollik	kingdom
కింగ్‌డమ్	qirollik	kingdom
కింద	ostida	down
కిందకు	pastga	down
కింది	quyidagi	down
కిన్నెరసాని	kinnerasani	kinnersani river
కిరణాలు	nurlar	light (sun light)
కిరణ్	kiran	kiran
కిరీటం	toj	crown
కిలో	kg	kilo
కిలోమీటరు	km	kilometer
కిలోమీటర్ల	km	kilo meters
కివి	quloq	kiwi
కీ	kalit	key
కీటకాలు	hasharotlar	insects
కీర్తన	zabur	hymn
కీర్తనలు	zabur	poems
కీర్తి	shon-sharaf	prestige
కీర్తిస్తూ	ulug&#39;lash	praising
కీలక	kalit	main role
కీలకమైన	muhim	important
కీలు	tugmalar	joint
కు	kimga	for
కుంకుమ	safron	kumkum
కుందేలు	quyon	rabbit
కుందేళ్ళు	quyonlar	rabbits
కుంబ్లే	kumble	name of a person
కుంభ	kova	aquarius
కుక్	ovqat pishiring	cook
కుక్క	it	dog
కుక్కలు	itlar	dogs
కుజుడు	mars	jupiter
కుజుని	mars	mars
కుటీర	dacha	small scale
కుటుంబం	oila	family
కుటుంబంలో	oila	in the family
కుటుంబము	oila	family
కుటుంబములో	oila	in family
కుటుంబరావు	kutumbaravu	kutumba rao
కుటుంబానికి	oila	to family
కుటుంబాన్ని	oila	family
కుటుంబాలకు	oilalar	families
కుటుంబాలు	oilalar	families
కుడా	ko&#39;rfaz	also
కుడి	to&#39;g&#39;ri	right
కుడివైపు	to&#39;g&#39;ri	rightside
కుతుబ్	qutb	kutub
కుమార	qumor	kumara
కుమారి	kumari	miss
కుమారుడు	o&#39;g&#39;il	son
కుమారుడైన	o&#39;g&#39;il	son only
కుమారులు	o&#39;g&#39;illari	sons
కుమార్	qumor	kumar
కుమార్తె	qizim	daughter
కుమార్తెలు	qizlari	daughters
కురు	guru	kuru empire
కురుక్షేత్ర	kurukshetra	kurukshetra
కురుస్తుంది	qor	falling
కుల	kula	kula
కులం	kasta	caste
కులాల	sc	casts
కులాలు	jamiyatlar	casts
కులీ	quli	kuli
కూచిపూడి	kuchipudi	kuchipudi
కూటమి	koalitsiya	coilation
కూడ	shuningdek,	also
కూడదు	qilma	do not
కూడలి	chorraha	junction
కూడలిగా	chorrahalar	as junction
కూడా	shuningdek	also
కూడాను	shuningdek	them also
కూడి	good	together
కూడిన	va	mixed
కూడినది	bog&#39;langan	contained
కూడుకుని	ishtirok etadi	in addition
కూడుకొని	uyushgan	added
కూతురు	qizim	kooturu
కూర	qarri	curry
కూరగాయల	sabzavot	vegetabels
కూరగాయలు	sabzavotlar	vegetables
కూరలు	sabzavotlar	currys
కూర్చుని	o&#39;tiring	sat
కూర్పు	tarkibi	adding
కృతులు	ishlash	tunes
కృత్రిమ	sun&#39;iy	artificial
కృషి	qishloq xo&#39;jaligi	hardwork
కృష్ణ	qorong&#39;i	krishna
కృష్ణదేవరాయలు	krishna deva raya	krishnadevaraya
కృష్ణమూర్తి	krishnamurthy	krishnamurthy (a person's name)
కృష్ణశాస్త్రి	krsnasastri	krishna sastri
కృష్ణా	krishna	krishna
కృష్ణానది	krishna	river krishna
కృష్ణుడు	krishna	krishnudu (name)
కృష్ణుని	krishna	krishna
కె	k	k
కెంపు	qizil	kempu
కెనడా	kanada	canada
కెనడాకు	kanada	to canada
కెనడాలో	kanada	canada
కెనడియన్	kanada	canadian
కెప్టెన్	kapitan	captain
కెమెరా	kamera	camera
కెరటం	to&#39;lqin	wave
కెర్నలు	yadro	kernel
కెర్నల్	yadro	virus
కెర్నెల్	yadro	kernel
కెర్నెల్‌కు	yadro	cornel
కెవిశ్వనాధ్	kevisvanadx	k. vishwanath
కే	k	k
కేంద్ర	uyushma	central
కేంద్రం	markaz	central
కేంద్రంగా	markaz	keendhramgaa
కేంద్రంలో	markaz	center
కేంద్రక	yadro	main
కేంద్రపాలిత	uyushma	union teritory
కేంద్రము	markaz	central
కేంద్రముగా	markaz	center of
కేంద్రమైన	markaz	center for
కేంద్రానికి	markaz	to centre
కేంద్రాన్ని	markaz	government
కేంద్రాలలో	markazlar	in the centres
కేంద్రాలు	markazlar	offices
కేంద్రాల్లో	stantsiyalar	in the centers
కేంద్రీకృతం	markazlashtirilgan	centralised
కేంద్రీకృతమై	konsentrlangan	focussed/ centered/ concentrated
కేంద్రీయ	markaziy	kendriya
కేంబ్రిడ్జ్	kembrij	cambridge
కేక్	kek	cake
కేటాయించిన	belgilangan	allocated
కేతు	ketu	kethu (name)
కేతువు	ketuvu	kethu
కేథలిక్	katolik	catholic
కేబుల్	kabel	cable
కేరళ	kerala	kerala
కేరళలో	kerala	in kerala
కేరళలోని	kerala	in kerala
కేరియోటైప్	karyotip	karyotype
కేవలం	shunchaki	alone,simple
కేవలము	shunchaki	atleast
కేసరి	kesari	sweet
కైమోగ్రాఫ్	kaimograf	health device,century,invented
కైరో	qohira	kairo
కైవసం	yuqoriga	capture
కొంచం	biroz	a little
కొంచెం	ko&#39;proq	a little
కొండ	tepalik	hill
కొండగట్టు	kondagattu	kondagattu
కొండపల్లి	kondapalli	kondapalli
కొండపై	tepalik	on the hill
కొండల	tepaliklar	hills
కొండలకు	tog&#39;lar	to hills
కొండలు	tepaliklar	mountain
కొండవీటి	kondaveeti	kondaveeti
కొండవీడు	kondavidu	kondaveedu
కొంత	biroz	little
కొంతకాలం	hozircha	for a while
కొంతభాగం	biroz	book
కొంతమంది	biroz	few
కొంతవరకు	biroz	to some extent
కొందరి	biroz	few people
కొందరు	biroz	some
కొట్టడం	kaltaklash	beat
కొట్టి	kaltaklash	beat
కొట్టు	taqillat	shop
కొడవటిగంటి	kodavatiganti	kodavatiganti
కొడుకు	o&#39;g&#39;il	son
కొడుకులు	o&#39;g&#39;illari	sons
కొత్త	yangi	new
కొత్తగా	yangi	new
కొత్తగూడెం	kotagudem	kothagudem
కొద్ది	kam	little
కొద్దికాలం	qisqa	few days
కొద్దిపాటి	biroz	some time
కొద్దిమంది	biroz	few people
కొద్దీ	ko&#39;proq	few
కొనసాగాయి	davomi	contious
కొనసాగించాడు	davomi	continuing
కొనసాగించారు	davomi	running
కొనసాగింది	davomi	continued
కొనసాగుతుంది	davom eting	will continue
కొనసాగుతోంది	davomi	maintained
కొనసాగే	davom eting	continuation
కొని	xarid qiling	buy
కొనుగోలు	xarid qiling	purchasing
కొన్నాళ్ళు	bir vaqt	some days
కొన్ని	biroz	some
కొన్నిసార్లు	ba&#39;zan	some times
కొబ్బరి	kokos	coconut
కొరకు	uchun	for
కొరత	kamchilik	scarcity
కొరియా	koreya	korea
కొలంబియా	kolumbiya	columbia
కొలత	o&#39;lchov	measurement
కొలతల	o&#39;lchovlar	measurements
కొలను	hovuz	pond
కొలమానం	o&#39;lchov	mesure
కొలువు	o&#39;lchash	repository
కొలువులో	portfel	in team
కొలుస్తారు	o&#39;lchangan	measure
కొల్లాపూర్	kolxapur	kollapur
కొల్లేరు	kolleru	kolleru lake
కొవ్వు	yog &#39;	colastral
కొవ్వూరు	kovvuru	kovvur
కో	co.	co
కోఆపరేషన్	hamkorlik	cooperation
కోట	qal&#39;a	fort
కోటకు	qal&#39;a	to the fort
కోటను	fort	palace
కోటలు	fortslar	fort
కోటలో	qal&#39;a	in fort
కోటి	coty	crore
కోటిపల్లి	kotipalli	kotipalli
కోట్	iqtibos	quote
కోట్ల	crore	crores
కోట్లు	crore	crore
కోడలు	kelin	daughter in law
కోడి	cody	hen
కోడు	pochta indeksi	code
కోడ్	kod	code
కోత	qalamchalar	kotha
కోతి	maymun	monkey
కోదండరామి	kodandarami	kodandaram
కోనేరు	koneru	koneru
కోపం	jahl	angry
కోపర్నికస్	kopernik	copernicus
కోబాల్	cobol	cobol
కోమటి	komati	komati group
కోయలు	koyas	tribal
కోరగా	so‘radi	wish
కోరాడు	- deb so‘radi	requested
కోరారు	- deb so‘radi	demanded
కోరి	kory	wished
కోరింది	so‘radi	requested
కోరిక	istak	desire
కోరికలను	tortishlar	wishes
కోరికలు	ehtiroslar	desires
కోరిన	so‘radi	ask
కోరుతూ	izlamoqda	received
కోర్టు	sud	court
కోర్టులు	sudlar	courts
కోర్ట్	sud	court
కోలీవుడ్	kollywood	kollywood
కోల్కతా	kolkata	kolkata
కోల్పోయి	yo&#39;qotish	lossed by
కోల్పోయిన	yo&#39;qotilgan	lost
కోళ్ళు	qovoq	hens
కోవెల	koil	temple
కోసం	uchun	for
కోసము	a uchun	for
కోసమే	uchun	only for
కోసి	kesish	cut
కోస్తా	kosta	coastal
కౌన్సిల్	kengash	counsel
క్యాథలిక్	katolik	catholic
క్యాన్సర్	saraton	cancer
క్యాన్సర్‌	saraton	cancer
క్యాప్టెన్	kapitan	captain
క్యాలెండర్	taqvim	calendar
క్యుబెక్	kvebek	cubek
క్యూబా	kuba	quebaa
క్రమ	harakat	consistent
క్రమం	buyurtma	regularly
క్రమంగా	sekin-asta	gradually
క్రమంలో	qilish uchun	in this process
క్రమశిక్షణ	intizom	discipiline
క్రాస్	kesib o&#39;tish	cross
క్రింద	quyida	down
క్రిందకు	pastga	down
క్రింది	quyidagi	down
క్రిందికి	pastga	down
క్రికెట్	kriket	cricket
క్రికెట్‌లో	kriket	in cricket
క్రితం	oldin	ago
క్రితమే	oldin	in the past
క్రిమి	hasharot	pests
క్రియా	harakat	hard worker
క్రిస్టఫర్	kristofer	cristafer
క్రిస్టమస్	rojdestvo	christmas
క్రిస్టియన్	xristian	christian
క్రీ	kri	kri
క్రీడ	sport	game
క్రీడల	sport	games
క్రీడలకు	sport	games
క్రీడలను	sport	games
క్రీడలలో	sport	in sports
క్రీడలు	sport	games
క్రీడా	sport	game
క్రీడాకారుడు	pleyer	sportsman
క్రీడాకారులు	aktyorlar	sportsmen
క్రీడాప్రాంగణం	sport	play ground
క్రీపూ	avv	b.c
క్రీపూవ	kripuva	b.c
క్రీశ	miloddan avvalgi	anno domini
క్రీశవ	krisava	ks
క్రీస్తు	masih	christ
క్రీస్తుపూర్వం	miloddan avvalgi	before christ
క్రీస్తుశకం	ad	anno domino
క్రైస్తవ	xristian	christian
క్రైస్తవం	xristianlik	christianity
క్రైస్తవులు	xristianlar	christians
క్రొత్త	yangi	new
క్రోకడైలస్	krokadailalar	crocodilus
క్రౌన్	toj	crown
క్లబ్	klub	club
క్లుప్తంగా	qisqacha	shortly
క్లోమము	jinsiy olat	pancreas
క్వాంటం	kvant	quantum
క్విట్	chiqing	quit
క్షణం	moment	minute or second
క్షయ	sil kasalligi	leaprosy
క్షిపణి	raketa	missile
క్షీణించింది	rad etildi	destroyed
క్షుణ్ణంగా	yaxshilab	carefully
క్షేత్ర	maydon	territory
క్షేత్రం	maydon	place
క్షేత్రంలో	dalada	in the field
క్షేత్రము	maydon	kshythramu
క్షేత్రయ్య	kshetrayya	kshethraiah
క్షేత్రాల	bloklar	centers
క్షేత్రాలు	maydonlar	religious places
ఖ	gavin	kha
ఖండం	kanton	part
ఖండంలో	qit&#39;a	in the continent
ఖండంలోని	qit&#39;a	in the continent
ఖండము	chiziqlar	country
ఖండాంతర	kontinental	continental
ఖండాల	qit&#39;alar	khandala
ఖండాలు	kantonlar	continents
ఖండాల్లో	qit&#39;alar	in islands
ఖగోళ	astronomiya	astronomy
ఖచ్చితముగా	ishonch hosil qilish uchun,	complsory
ఖచ్చితమైన	aniq	exactly
ఖడ్గం	qilich	swor
ఖనిజ	mineral	mines
ఖనిజాల	minerallar	of mines
ఖనిజాలు	minerallar	treasures
ఖమ్మం	xammom	khammam
ఖరీదు	qimmat	rate
ఖరీదైన	qimmat	costly
ఖర్చుతో	qimmat	expense
ఖర్జూరం	sanalar	dates
ఖాతా	hisob	account
ఖాన్	xon	khan
ఖాళీ	bo&#39;sh	empty
ఖిల్జీ	xoji	khilji
ఖిల్లా	killa	tombs
ఖుర్‌ఆన్	qur&#39;on	quran
ఖైదీ	mahbus	prisoner
ఖ్యాతి	obro&#39;	famous
గ	h	as
గంగ	ganga	ganges
గంగను	ganganu	ganges
గంగమ్మ	gangamma	gangamma
గంగా	ganga	ganga
గంగానది	ganga	ganga river
గంగానదిలో	ganga	ganga river
గంగూలీ	ganguly	ganguly
గంట	soat	hour
గంటకు	bir soatda	for hour
గంటల	soatlar	hours
గంటలకు	pm	for hours
గంటలు	soatlar	hours
గంధకము	oltingugurt	sulphur
గంధర్వ	gandharva	gandharva
గచ్చ	zamin	plants
గజపతి	gajapathi	gajapathi
గజాననుడు	gajananudu	ganesh (hindus god)
గట్టి	bino	strong
గట్టిగా	kuchli	strongly
గట్టిఫెరె	gattiphere	gattifare
గడచిన	oxirgisi	contioue
గడి	chegarasi	box
గడించిన	taniqli	gadinchina
గడికి	hujayra	blank
గడిచింది	edi	over
గడిపాడు	sarflangan	spent
గడియారం	soat	watch
గడిలో	hujayra	box
గడువు	topshirish muddati; tugatish muddati	deadline
గడ్డి	grass	grass
గణం	ko&#39;rish	group
గణతంత్ర	respublika	republic
గణతంత్రం	respublika	republic
గణన	hisoblash	calculation
గణనీయంగా	muhim ahamiyatga ega	remarkably
గణనీయమైన	muhim	great
గణపతిదేవుడు	ganapatidevudu	ganapati devudu
గణపతిని	ganapatini	ganapathi's
గణము	qalinligi	group
గణాంక	buxgalteriya hisobi	count
గణాంకాలు	statistika	ganaankaalu
గణాలు	qabilalar	group
గణిత	matematika	mathematics
గణితం	matematika	mathematics
గణితము	matematika	maths
గణేశ	ganesha	lord ganesh
గత	oxirgisi	past
గతంలో	ilgari	past
గతి	taqdir	position
గదా	katha	it
గది	xona	room
గదిలో	mehmonxona	in room
గద్వాల	gadval	gadwal (place)
గనుక	chunki	that is why
గనుల	minalar	fueture
గనులు	minalar	mines
గమనించండి	eslatma	obeserving
గమనించవచ్చు	e&#39;tibor bering	observe
గమనించి	e&#39;tibor bering	observe
గమనించిన	kuzatildi	observed
గమనిక	eslatma	note
గమనికలు	izohlar	directions
గరిక	somon	garika
గరిష్ట	maksimal	maximum
గరుడ	garuda	garuda
గర్భం	homiladorlik	pregnancy
గర్భంలో	bachadon	imn pregnancy
గర్భాశయం	tuxumdon	pregnency
గల	the	have
గలది	qulflanmagan	has
గలదు	joylashgan	having
గలవాడు	kishi	he has
గలవు	beam	there
గలిగిన	sotishga qodir bo&#39;ling	available
గల్ఫ్	ko&#39;rfaz	gulf
గళ్ళు	toddy	boxes
గవర్నమెంట్	hukumat	government
గవర్నరు	gubernator	governer
గవర్నర్	gubernator	governer
గవాస్కర్	gavaskar	gavaskar
గాంచింది	edi	become
గాంచిన	eng mashhur	as
గాంచినది	ma&#39;lum	it became
గాంధి	gandi	gandhi
గాంధీ	gandi	gandhi
గాంధీకి	gandi	tor ghandhi
గాంధీజీ	gandhiji	gandhiji
గాంధీని	gandi	gandhi is
గాక	may	not only but also
గాజు	shisha	glass
గాజువాక	gajuwaka	gajuvaaka
గాధ	to&#39;piq	story
గాధలు	hikoyalar	stories
గానం	qo&#39;shiq aytmoqda	sung/ sang
గాని	yoki	or
గానీ	yoki	or
గాను	qilish uchun	as
గానూ	chiqdi	also
గానే	sifatida	as
గాబ్రో	gabro	gobro
గాయం	shikastlanish	injuri
గాయకుడు	xonanda	singer
గాయకులు	xonandalar	singers
గాయత్రి	gayatri	gayathri
గాయత్రీ	gayatri	gayatri
గారి	gari	garu
గారితో	bilan	sir
గార్డెన్	bog &#39;	garden
గార్డెన్స్	bog&#39;lar	gardens
గాలి	shamol	air
గాలిని	shamol	air
గాలిలో	havoda	in the air
గాలులు	shamollar	winds
గింజలు	yong&#39;oqlar	seeds
గిట్ట	tuyoq	palm
గిడుగు	gag	gidugu
గిద్దలూరు	giddalur	gidaloor
గినియా	gvineya	guinea
గిన్నీస్	ginnes	guinness
గిన్నె	kosa	blackberry
గిరి	giri	circular line
గిరిజన	qabila	indian aboriginals
గీత	stripe	gita (a religious book)
గీతం	madhiya	song
గీతా	geeta	getha
గీతాంజలి	rahmat	geethanjali
గీతాలు	karollar	geetaalu
గీసిన	chizilgan	drawn
గుంటూరు	guntur	guntur
గుంటూరులో	guntur	in guntur
గుండా	orqali	through
గుండు	otish	bullet
గుండె	yurak	heart
గుండెదడ	palpitatsiya	palpitation
గుండ్రంగా	dumaloq	round shaped
గుంపు	guruh	group
గుంపుగా	guruh	groupwise
గుజరాతీ	gujarati	gujarati
గుజరాత్	gujarat	gujarat
గుట్ట	promontory	place
గుడి	ichish	temple
గుడికి	cherkov	to temple
గుడిపాటి	gudipati	gudipati (first name)
గుడిలో	cherkov	in temple
గుడివాడ	gudivada	gudivada
గుడులు	undan farqli o&#39;laroq	caves
గుడ్	yaxshi	good
గుడ్డు	tuxum	egg
గుడ్లు	tuxum	eggs
గుణ	guna	attribute
గుణం	mulk	characteristic
గుత్తి	guldasta	guthi
గుప్తుల	gupta	guptas
గుమ్మడి	qovoqchalar	gummadi(first name)
గురించి	haqida	about
గురించిన	haqida	description
గురించీ	haqida	about
గురు	guru	teacher
గురుడు	yupiter	saturn
గురుత్వాకర్షణ	gravitatsiya	law of attraction
గురువు	o&#39;qituvchi	teacher
గురువుల	magistrlar	masters
గురువులు	gurus	techers
గుర్తించ	belgilangan	known
గుర్తించటం	tan oling	identifying
గుర్తించడం	dog&#39;	to determine the
గుర్తించడానికి	belgilash	to recognize
గుర్తించదగిన	e&#39;tiborga loyiq	identifiable
గుర్తించబడింది	tanilgan	discovered, finding out
గుర్తించవచ్చు	topildi	identifiable
గుర్తించారు	aniqlangan	considered
గుర్తించి	tan olish	recognizing
గుర్తించిన	aniqlangan	identified
గుర్తించే	identifikatsiya	recognition
గుర్తింపబడిన	aniqlangan	recognized
గుర్తింపు	identifikatsiya	recognition
గుర్తింపుగా	tanib olish	remembrance
గుర్తిస్తారు	ma&#39;lum	recognize
గుర్తు	belgilash	symbol
గుర్తుగా	belgilash	in memory of
గుర్తులు	belgilar	symbols
గుర్రం	ot	horse
గుర్రాన్ని	ot	horse
గుర్రాలు	otlar	horses
గులాబి	atirgul	rose
గుహ	g&#39;or	cave
గుహలు	g&#39;orlar	caves
గుహలో	g&#39;or	in the cave
గూగుల్	google	google
గూడూరు	gudur	gudur
గూడెం	hamlet	rural
గూఢచారి	josuslik	violent
గూర్చి	haqida	about
గృహ	uy	house
గృహం	uy	home
గృహాణ	grhana	home
గృహాలు	uylar	houses
గెరిల్లా	partizanlar	gorilla
గెలిచిన	g&#39;alaba	win
గెలీలియో	galileo	galileo
గేట్	darvoza	gate
గేట్స్	darvozalar	gates
గేయ	qo&#39;shiq so&#39;zlari	prose
గేయం	she&#39;r	song
గేయాలు	izlar	songs
గేలక్సీ	galaktika	galaxy
గేలక్సీల	gelaksila	of galaxies
గేలక్సీలు	gelaksilu	galaxies
గైడ్	qo&#39;llanma	guide
గొంతు	tomoq og&#39;rigi	throught
గొప్ప	ajoyib	great
గొప్పగా	ajoyib	great
గొప్పతనం	buyuklik	braveness
గొలుసు	zanjir	chain
గొల్ల	golla	shepherd
గొల్లపూడి	yoshlik	gollapudhi
గోడ	devor	wall
గోడల	devorlari	walls
గోడలు	devorlari	godalu
గోతిక్	gotika	gothic
గోదావరి	godavari	godavari
గోదావరీ	godavari	godavari- name of a river in india
గోధుమ	jigarrang	wheat
గోన	gona	gona
గోపన్న	gopanna	gopanna
గోపాల	gopal	gopala
గోపాల్	gopal	gopal
గోపి	gopi	gopi
గోపురం	minora	tower
గోపురాలు	gumbazlar	towers
గోరా	gora	gora
గోర్బచెవ్	gorbacev	name of a communist party leader
గోలి	globus	bullet
గోలు	maqsad	goal
గోల్కొండ	golconda	golconda
గోల్డెన్	oltin	golden
గోల్డ్	oltin	gold
గోల్ఫ్	golf	golf
గోవా	goa	goa
గోవింద	govinda	govinda
గోవు	sigir	cow
గౌటు	artrit	gout
గౌతమ	gautama	goutham
గౌతమీపుత్ర	gautamiputra	gowthamiputhra
గౌరవ	hurmat	respected
గౌరవం	hurmat	respect
గౌరవాన్ని	hurmat	respect
గౌరవిస్తారు	hurmatga sazovor	respect
గ్యాంగ్	guruh	gang
గ్యాస్	gaz	gas
గ్యాస్‌ను	gaz	gas
గ్రంథం	kitob	book
గ్రంథము	risola	kamasutra
గ్రంథాలయం	kutubxona	library
గ్రంథాలు	maqolalar	grandas
గ్రంధం	kitob	book
గ్రంధంలో	ichida	its where the written messages are passed, they are used in olden days
గ్రంధము	kitob	big book (like ramayana and mahabarata)
గ్రంధస్తం	yozib olish	book
గ్రంధాలయం	kutubxona	library
గ్రంధాలలో	matnlar	in books
గ్రంధాలు	maqolalar	epics
గ్రంధి	bezi	glands
గ్రంధులు	bezlar	glands
గ్రహ	asteroidlar	planet
గ్రహం	grem	planet
గ్రహణం	tutilish	eclipse
గ్రహణాలు	tutilishlar	eclipses
గ్రహము	sayyora	planet
గ్రహములు	sayyoralar	satilite
