$	usd	dollar
izbore	vēlēšanas	elections
izbori	vēlēšanas	elections
izborima	vēlēšanas	elections
izdaje	nodevība	publishes
izdaju	nodot	betrayal
izdanja	izdevumos	editions
izdanje	izdevums	edition
izdanju	izdevums	release
izdao	izdots	released
izdat	izdots	issued
izdata	izdots	published
izdavanja	izsniegšana	publishing
izdavač	izdevējs	publisher
izdvaja	singli	separates
izdvajaju	izcelties	stand out
izdvojiti	izcelt	set aside
izet	izet	izet
izetbegović	izetbegović	izetbegovic
izgled	izskats	appearance
izgleda	liekas	look
izgovara	izrunā	pronounced
izgovor	attaisnojums	excuse
izgovora	attaisnojums	pronunciation
izgradio	celta	built
izgradnja	būvniecība	building
izgradnje	būvniecība	building
izgradnji	būvniecība	construction
izgradnjom	būvniecība	building
izgradnju	būvniecība	building
izgrađen	būvēts	built
izgrađena	būvēts	built
izgrađene	būvēts	built
izgrađeni	būvēts	were built
izgrađenih	būvēts	built
izgrađuje	būvē	building
izgubila	pazaudēts	lost
izgubili	pazaudēts	lost
izgubio	pazaudēts	lost
izgubiti	zaudēt	to lose
izjavio	paziņoja	said
izjašnjavaju	paziņo	declare
izlaska	izeja	coming-out
izlasku	iet ārā	leaving
izlaz	izlaide	exit
izlaza	izlaide	output
izlazak	iet ārā	exit
izlaze	nāc ārā	published
izlazi	izejas	emerge
izletišta	piknika vietas	picnic areas
izletište	piknika vieta	outing
izložbe	izstādes	exibitions
izloženi	pakļauti	exposed
izlučivanje	ekskrēcija	excreation
izlučuje	izdalās	excreted
izmedju	starp	between
izmedu	starp	between
izmet	ekskrementi	feces
između	starp	between
izmjena	mainīt	change
izmjene	izmaiņas	modifications
izmjerena	izmērīts	measured
iznad	virs	above
iznimno	izņēmuma kārtā	extremely
iznos	summa	amount
iznose	summas	amounts
iznosi	summas	amounts
iznosio	izvilka	amounted
iznosu	summa	amount
izomeraza	izomerāze	isomerases
izrade	veidošana	development
izradu	veidošana	development
izrael	izraēla	israel
izraela	izraēla	israel
izravno	tieši	directly
izraz	izteiksme	expression
izraza	izteiksme	expressions
izrazi	izteicieni	termns
izraziti	izteikt	express
izrazito	skaidri	very
izračunavanje	aprēķins	calculation
izražaja	izteiksme	expression
izražava	izsaka	expresses
izražen	izteikts	expose
izražena	izteikts	researched
izražene	izteikts	expressed
izričito	tieši	expressly
izuzetak	izņēmums	exceptions
izuzetne	ārkārtējs	extraordinary
izuzetno	ārkārtējs	exceptionally
izuzev	izņemot	except
izučava	studijas	study
izučavaju	viņi mācās	study
izučavanje	studēt	studying
izvan	ārpusē	out of
izvanredne	ārkārtējs	extraordinary
izvedbe	izpildījums	performance
izveden	izņemts	derived
izvedena	izpildīts	performed
izvedeni	atvasināts	executed
izveli	izpildīts	performed
izvesti	izņemt	perform
izvire	atsperes	springs
izvještaj	ziņot	report
izvještaju	ziņot	report
izvlačenje	zīmējums	extraction
izvode	izpildīt	performe
izvodi	atvasinājumi	derivates
izvodili	izpildīts	performed
izvor	avots	source
izvora	avoti	sources
izvore	avoti	sources
izvori	avoti	sources
izvorima	avoti	sources
izvorni	oriģināls	origin
izvorno	sākotnēji	originally
izvoz	eksportēt	export
izvoze	eksports	export
izvoznik	eksportētājs	exporter
izvozu	eksportēt	export
izvođač	darbuzņēmējs	performer
izvođača	izpildītāji	contractors
izvođači	izpildītāji	performers
izvođenja	izpildījums	perform
izvođenje	izpildījums	performance
izvršava	izpilda	executes
izvršavanja	izpildīšana	expresion
izvršavanje	izpildīšana	implementation
izvršavati	izpildīt	execute
izvršen	izpildīts	executed
izvršenje	izpildīšana	execution
izvrši	izpildīt	execute
izvršila	izpildīts	executed
izvršio	izdarīts	do
izvršiti	izpildīt	commit
izvršna	izpilddirektors	executive
izvršnu	izpilddirektors	executive
ići	iet	go
išao	gāja	go
išla	gāja	went
ja	jā	i
jablanica	ābele	jablanica
jabuka	ābolu	apple
jabuke	āboli	apples
jackson	džeksons	jackson
jacques	žaks	jacques,first name,french origin
jaden	nabadzīgs	jaden
jadrana	adrijas jūra	adriatic
jadransko	adrijas jūra	adriatic
jadranskog	adrijas jūra	adriatic
jagoda	zemeņu	strawberry
jagode	strawberrys	strawberries
jahić	braucējs	jahic
jaja	olas	eggs
jajca	olas	jajce (town in bosnia, jajce = egg)
jajce	olu	jajce (place, otherwise jajce=egg)
jajcu	olu	jajce
jajna	olas	ovary
jajne	olas	egg
jajnici	olnīcas	ovaries
jajnika	olnīcas	ovary
jajovod	olvads	oviduct
jajovoda	olvadi	oviduct
jak	kā	strong
jaka	stipra	strong
jake	stipra	strong
jakih	stipra	strong
jakim	stipra	strong
jako	kā	very
jakog	stipra	strong
jakov	jakovs	james
jakova	jakovs	jacob
james	džeimss	james
jane	džeina	jane
janja	jērs	janja
janković	јанковић	jankovic
januar	janvārī	january
januara	janvārī	january
januaru	janvārī	january
japan	japāna	japan
japana	japāna	japan
japanski	japāņu	japanese
japanu	japāņu	japan
jasna	skaidrs	jasna
jasno	skaidrs	clearly
java	java	java
javi	zvana	java
javiti	ziņot	occur
javlja	ziņojumi	occurs
javljaju	viņi ziņo	occur
javna	publiski	public
javne	publiski	public
javni	publiski	public
javnih	publiski	public
javno	publiski	public
javnog	publiski	public
javnom	publiski	public
javnost	sabiedrībai	public
javnosti	sabiedrībai	public
jazz	džezs	jazz
jača	stiprāka	stronger
jače	stiprāks	stronger
jači	stiprāka	stronger
jačina	spēks	strength
jd	jd	jd - jerome david sallinger
je	ir	is
jean	jean	jean
jedan	viens	one of
jedina	tikai	only
jedine	vienīgie	only
jedini	vienīgais	only
jedinica	vienība	units
jedinicama	vienības	units
jedinice	vienības	unit
jedinici	vienība	units
jedinjenja	savienojumi	compounds
jedinki	indivīdi	units
jedino	tikai	only
jedinstva	vienotība	unity
jedinstven	unikāls	unique
jedinstvena	unikāls	unique
jedinstveni	unikāls	unique
jedinstveno	unikāls	unique
jedinstvenog	unikāls	unique
jedinstvenu	unikāls	only
jedinstvo	vienotība	unity
jedinu	vienīgais	only
jedna	viens	one of
jednak	vienāds	identical
jednaka	vienāds	equal
jednake	vienāds	equal
jednaki	vienāds	equal
jednako	vienādi	equally
jednakost	vienlīdzība	eqaulity
jednakosti	vienlīdzība	equality
jednačina	vienādojums	equation
jedne	viens	one
jedni	viens	one
jednim	viens	one of
jedno	viens	only
jednog	viens	one
jednoj	viens	one
jednom	vienreiz	once
jednostavan	vienkārši	simple
jednostavna	vienkārši	simple
jednostavne	vienkārši	simple
jednostavni	vienkārši	simple
jednostavnije	vienkāršāk	simply
jednostavno	vienkārši	simple
jednu	viens	one
jedu	viņi ēd	eat
jedva	tik tikko	barely
jela	trauki	fir
jelena	briedis	jelena
jer	jo	because
jesen	rudens	autumn
jeseni	rudens	autumn
jesenjin	rudens	jesenjin
jest	ir	is
jeste	tas ir	is
jesti	ēst	eat
jesu	viņi ir	are
jetra	aknas	liver
jetre	aknas	liver
jevreja	ebreji	jews
jevreji	ebreji	jews
jevrejska	ebreju	jewish
jevrejskog	ebreju	jewish
jezera	ezeri	lakes
jezero	ezers	lake
jezgra	kodols	core
jezgro	kodols	core
jezici	valodās	languages
jezicima	valodās	languages
jezik	valoda	language
jezika	valoda	language
jezike	valodās	languages
jezikom	valoda	language
jeziku	valoda	language
jezičke	cilnes	linguistic
jezički	valodiski	linguistic
jezične	lingvistiski	linguistic
jezični	lingvistiski	linguistic
ječam	mieži	barley
jna	jna	jna
johann	johann	johann
john	džons	john
johna	johna	john
joj	labi	her
jordan	jordan	jordan
jorgovan	ceriņi	heather
jos	vairāk	even
josef	josefs	joseph
joseph	josefs	joseph
josip	josip	josip
josipa	josipa	josip
jovan	jovan	jovan
još	vairāk	still
ju	ju	it
juan	juaņa	juan
judaizam	jūdaisms	judaism
jug	dienvidi	south
juga	dienvidu virzienā	south
jugoistoku	dienvidaustrumos	south-east
jugoistočne	dienvidaustrumu	southeastern
jugoistočnoj	dienvidaustrumu	southeast
jugoistočnom	dienvidaustrumu	southeast
jugoslaveni	dienvidslāvi	yugoslovenians
jugoslavenske	dienvidslāvija	yugoslav
jugoslavenskih	dienvidslāvija	yugoslav
jugoslavija	dienvidslāvija	yugoslavia
jugoslavije	dienvidslāvija	yugoslavia
jugoslaviji	dienvidslāvija	yugoslavia
jugoslaviju	dienvidslāvija	yugoslavia
jugoslovenske	dienvidslāvija	jugoslavian
jugoton	jugotons	records
jugozapadnom	dienvidrietumos	southwest
jugozapadu	dienvidrietumos	southwest
jugu	dienvidu virzienā	south
jula	jūlijs	july
juli	jūlijs	july
julija	jūlijs	julia
julije	jūlijs	julius
julska	jūlijs	july
julu	jūlijs	july
juna	jūnijs	june
junak	varonis	hero
junaka	varoņi	heroe
juni	jūnijs	june
junu	jūnijs	june
jure	jure	jure
jusić	jusic	jusic
jutro	rīts	jutro
južna	dienvidu	southern
južne	dienvidu	south
južni	dienvidu	southern
južnih	dienvidu	southern
južnim	dienvidu	southern
južnjaci	dienvidnieki	southerners
južno	dienvidu virzienā	southern
južnog	dienvidu	southern
južnoj	dienvidu	southern
južnom	dienvidu	southern
južnu	dienvidu virzienā	southern
k	k	k
ka	ka	to
kabe	kabe	kaaba
kabriolet	kabriolets	convertible
kad	kad	when
kada	kad	when
kadija	kadija	judge
kadiluk	kadiluk	kadiluk
kadmijum	kadmijs	cadmium
kadr	rāmis	qadr
kajsija	aprikožu	apricot
kakanj	kakanj	kakanj
kakav	kāda veida	as
kako	kā	how
kakva	kas	what kind
kakve	kas	what kind
kakvi	kas	like
kakvo	kas	what kind
kakvu	kas	what kind
kalaj	alva	kalaj
kalcijum	kalcijs	calcium
kalcijuma	kalcijs	calcium
kalendar	kalendārs	calendar
kalendara	kalendārs	calendar
kalendaru	kalendārs	calendar
kalesija	kalesija	kalesija
kalesije	kalesije	kalesija (town)
kalinovik	kalinovik	kalinovik
kalorija	kalorijas	calorie
kamen	akmens	stone
kamena	akmens	stone
kamengrad	kamengrad	stone town
kameni	akmeņi	stone
kamenih	akmens	stone
kamenim	akmens	stone
kamenje	akmeņi	stones
kamenog	no akmens	stone
kamenom	akmens	stone
kamenčića	oļi	pebbles
kamenčiće	oļi	stones
kanada	kanāda	canada
kanade	kanāda	canada
kanadi	kanāda	canada
kanadu	kanāda	canada
kanal	kanāls	canal
kanala	kanāls	canal
kanali	kanāli	channels
kanalima	kanāli	channels
kant	kant	kant
kanton	kantons	canton
kantona	kantons	cantons
kantonu	kantons	cantons
kao	kā	as
kapacitet	ietilpība	capacity
kapaciteta	ietilpība	capacity
kapaciteti	ietilpības	capacities
kapetan	kapteinis	captain
kapetana	kapteinis	captain
kapija	vārti	gate
kapital	kapitāls	capital
kapitala	kapitāls	property
kapiten	kapteinis	captain
karadžić	karadžičs	karadzic
karajlić	karajlić	karajlic
karakter	raksturs	character
karaktera	raksturs	characters
karakteristika	raksturīga	characteristic
karakteristikama	raksturojums	characteristics
karakteristike	raksturojums	characteristics
karakterističan	raksturīga	characteristic
karakteristična	raksturīga	characteristic
karakteristične	raksturīga	characteristical
karakteristično	raksturīga	characteristic
karakteriše	raksturo	characterized by
karakterišu	raksturo	characterize
karasi	karasi	crucian carp
karata	karte	tickets
karate	karatē	karate
karbonat	karbonāts	carbon
karcinom	vēzis	carcinoma
kardiogenog	kardiogēns	cardiogenic
karijera	karjera	career
karijere	karjera	career
karijeri	karjera	career
karijeru	karjera	career
karl	karl	carl
karla	karla	carla
karlo	karlo	karlo
karta	karte	map
karte	kartes	maps
kartica	karti	cards
kartice	kartes	cards
kartu	karte	map
kasnih	pēdējā laikā	late
kasnije	vēlāk	later
kasniji	vēlāk	latter
kasnijih	vēlāk	later
kasnijim	vēlāk	later
kasnim	es kavēju	late
kasno	vēlu	late
kasnom	vēlu	late
kaspijskog	kaspijas	caspian
katarina	katarina	katharina
katarinom	katarinom	katarina
katedra	krēsls	department
katedrala	katedrāle	cathedral
kategorija	kategorija	category
kategorijabiografije	biogrāfijas kategorija	category: biographies
kategorijabivše	kategorija	category: former
kategorijabosanski	kategorija bosnijas	category bosnian
kategorijabosanskohercegovačka	kategorija bosnija un hercegovina	category:bosnian-herzegovinian
kategorijabosanskohercegovačke	bosnijas un hercegovinas kategorija	category bosnian
kategorijabosanskohercegovački	kategorija bosnija un hercegovina	category: bosnian-hercegovian
kategorijadržave	valsts kategorija	category state
kategorijafilozofija	kategoriju filozofija	category philosophy
kategorijageografija	kategoriju ģeogrāfija	category: geography
kategorijaginekologija	kategoriju ginekoloģija	category gynecology
kategorijaglavni	kategorijamain	category: main
kategorijagradovi	kategoriju pilsētas	category: cities
kategorijahemijski	kategorijuķīmiskais	category chemical
kategorijainternet	kategorijainternets	category: internet
kategorijaislam	kategorija islāms	category islam
kategorijajezici	kategoriju valodas	category languages
kategorijaknjiževnost	kategoriju literatūra	category:literature
kategorijaliteratura	kategoriju literatūra	category: literature
kategorijama	kategorijas	categories
kategorijamedicina	zāļu kategorija	category:  medicine
kategorijamediteranske	vidusjūras kategorijas	category: mediterranean
kategorijamuškarac	kategoriju darbinieks	category: male
kategorijanovi	klasificēti	category: new
kategorijaopćine	pašvaldības kategorija	categories of municipalities
kategorijaračunarstvo	kategoriju skaitļošana	category: computing
kategorijarijeke	kategorijas vārdi	category: rivers
kategorijasoftver	programmatūras kategorija	category: software
kategorijasrednjobosanski	kategorijacentrālā bosnijas valoda	category:middle bosnian
kategorijaumjetnost	kategorija	category art
kategorijaunskosanski	kategorijaunskosanski	category: unsko-sanski
kategorijavoće	augļu kategorija	category fruit
kategorijačlanovi	kategoriju locekļi	category: members
kategorijaženski	kategorijafemale	category: female
kategorije	kategorijas	categories
kategoriji	kategorija	category
kategoriju	kategorija	category
katherine	katerīns	katherine
katkad	dažreiz	sometimes
katoda	katods	cathode
katolici	katoļi	catholics
katolika	katoļu	catholics
katoličanstvo	katolicisms	catholicism
katolička	katoļu	catholic
katoličke	katoļu	catholic
katolički	katoļu	catholic
kavkaz	kaukāzs	caucasus
kavkaza	kaukāzs	caucasus
kazahstan	kazahstāna	kazakhstan
kazahstana	kazahstāna	kazakhstan
kazasi	kazasi	kazasi
kazna	sods	penalty
kazne	sodi	penalties
kaznu	sods	inprisonment
kaže	saka	said
kažemo	mēs sakām	say
kažu	viņi saka	say
kefir	kefīrs	kefir
kemal	kemal	kemal
keramike	keramika	cheramics
kernel	kodols	kernel
kesovija	kesovija	kesovija
kihot	quixote	quijote
kilometara	kilometri	kilometers
kina	ķīna	china
kine	kine	china
kineska	ķīniešu	chinese
kineski	ķīniešu	chinese
kineskog	ķīniešu	chinese
kini	ķīna	china
kip	statuja	statue
kipar	tēlnieks	cyprus
kipra	kipra	cyprus
kipru	kipra	cuprus
kirijum	kirijs	cerium
kisela	skābs	sour
kiselina	skābe	acid
kiseline	skābes	acids
kiselinu	skābe	acid
kiseljak	skābenes	sorrel
kiseljaka	skābenes	sorrel
kiseonik	skābeklis	oxygen
kiseonika	skābeklis	oxigene
kisik	skābeklis	oxygen
kisika	skābeklis	oxygen
kisikom	skābeklis	oxygen
kičmene	mugurkaula	spinal
kičmenjaci	mugurkaulnieki	vertebrates
kičmenjaka	mugurkaulnieki	vertebrates
kiša	lietus	rain
kiše	lietus	rain
kk	labi labi	basketball club
kladuša	kladuša	kladuša
klanja	kaušana	bows
klanjati	pielūgt	pray
klapa	klapa	gang
klasa	klase	class
klase	klase	classes
klasifikacija	klasifikācija	classification
klasična	klasika	classical
klasične	klasika	classical
klasični	klasika	classical
klasičnih	klasika	clasic
klasičnim	klasika	classical
klasičnog	klasiskā	classical
klasičnoj	klasiskā	classical
klasu	klase	classes
klavijature	klaviatūras	keyboards
kleopatra	kleopatra	cleopatra,first name
klima	klimats	climate
klimatologija	klimatoloģija	climatology
klimatske	klimatiskais	climate
klimatski	klimatiskais	climatic
klimatskim	klimatiskais	climatic
klime	klimats	climate
klimu	klimats	climate
klitoris	klitora	clitoris
kljove	ilkņi	fangs
ključ	atslēga	key
ključne	atslēga	crucial
ključni	atslēga	key
klub	klubs	club
kluba	klubs	club
klubova	klubi	clubs
klubovi	klubi	clubs
klubovima	klubi	clubs
klubu	klubs	club
km	km	km
knez	princis	lord
kneza	princis	prince
knjiga	grāmata	book
knjige	grāmatas	books
knjigu	grāmata	book
knjizi	grāmata	book
književna	literāri	literary
književne	literāri	literary
književni	literāri	literary
književnici	rakstnieki	writers
književnik	rakstnieks	writer
književnika	rakstnieki	writers
književnim	literāri	literary
književno	literāri	literary
književnog	literāri	literary
književnost	literatūra	literature
književnosti	literatūra	literature
ko	pvo	who
koalicija	koalīcija	coalition
kocka	kubs	qube
kod	kods	at
koda	kods	code
kodu	kods	code
kog	kog	whom
koga	kad	whom
koja	kas	who
koje	kas	which
kojeg	kas	which
kojega	kas	which
kojem	kam	which
kojemu	kam	which
koji	kas	who
kojih	kas	which
kojim	kas	which
kojima	kas	whom
kojoj	kas	which
kojom	kas	which
koju	kas	which
koktel	kokteilis	coctail
kola	auto	circuits
kolekcija	kolekcija	collection
koliko	cik daudz	how much
količina	daudzums	quantity
količinama	daudzumi	quantities
količine	summas	quantities
količini	daudzums	quantity
količinom	daudzums	quantity
količinu	daudzums	amount
koljena	ceļi	knees
kolo	aplis	wheel
kolone	kolonnas	columns
kolonija	kolonija	colony
kolonije	kolonijas	colonies
kolumbija	kolumbija	columbia
kom	gab	whom
komandant	komandieris	commander
komandanta	komandieris	commander
komandom	komanda	command
komandu	komanda	command
kombinacija	kombinācija	combination
kome	kam	whom
komedija	komēdija	comedy
komedije	komēdijas	comedy
komensalizam	kommensālisms	comensalism
komete	komēta	comets
komisija	komisija	comission
komisije	komisija	commission
komora	kamera	chamber
komore	palātas	chambers
kompajler	sastādītājs	compiler
kompanija	uzņēmums	company
kompanije	kompānijas	companies
kompilacije	kompilācijas	compilation
kompleks	sarežģīts	complex
kompleksa	sarežģīts	complex
kompleksne	sarežģīts	complex
kompletna	pabeigts	complete
komplikacija	komplikācija	complication
komponenata	sastāvdaļas	components
komponente	sastāvdaļas	components
komponenti	sastāvdaļas	components
kompozicija	sastāvs	composition
kompozicije	kompozīcijas	composition
kompozitor	komponists	composer
kompozitora	komponists	composer
kompozitori	komponisti	composers
komuniciranja	komunikācija	communication
komuniciranje	komunikācija	comunication
komunikacija	komunikācija	communication
komunikacije	sakari	communications
komunikaciju	komunikācija	communication
komunista	komunists	communists
komunistička	komunists	communistic
komunističke	komunists	communist
komunizma	komunisms	communism
konami	konami	konami
konačan	fināls	ultimate
konačna	fināls	final
konačno	beidzot	finally
konačnom	fināls	final
konačnu	fināls	final
koncentracija	koncentrēšanās	concentration
koncentracije	koncentrēšanās	concentration
koncept	koncepcija	concept
koncerata	koncerts	concerts
koncert	koncerts	concert
koncerta	koncerts	concerts
koncerte	koncerti	concert
koncerti	koncerti	concerts
koncertima	koncerti	concerts
koncertu	koncerts	concert
konferenciji	konference	conference
kongres	kongress	congress
kongresa	kongress	congress
kongresu	kongress	congress
konj	zirgs	horse
konja	zirgs	horse
konji	zirgi	horses
konjic	kavalieris	konjic
konjica	kavalieris	konjica
konstanta	nemainīgs	constant
konstante	konstantes	contants
konstantin	konstantīns	konstantin
konstantno	pastāvīgi	constantly
konstrukcije	konstrukcijas	construction
kontakt	kontakts	contact
kontaktu	kontakts	contact
kontekstu	konteksts	in a way
kontinenata	kontinentos	continents
kontinent	kontinents	continent
kontinenta	kontinents	continent
kontinentalna	kontinentāls	continental
kontinentalne	kontinentāls	continental
kontinentu	kontinents	continent
kontinuitet	nepārtrauktība	continuity
kontrast	kontrasts	contrast
kontrola	kontrole	control
kontrole	kontrole	control
kontroliše	kontrole	control
kontrolom	kontrole	control
kontrolu	kontrole	control
konvekcija	konvekcija	convections
konvergencija	konverģence	convergence
konvergira	saplūst	converges
konzul	konsuls	consul
kopito	nagu	hooves
koplja	šķēpi	pikes
kopna	zeme	land
kopnene	zeme	land
kopnu	zeme	land
kora	miza	bark
koraci	soļi	steps
korak	solis	step
koreja	koreja	korea
koridor	koridors	corridor
koridora	koridors	corridor
korijen	sakne	root
korijene	saknes	roots
korisnici	lietotājiem	users
korisnicima	lietotājiem	users
korisnik	lietotājs	user
korisnika	lietotājiem	users
korisniku	lietotājam	user
korist	labums	use
koriste	izmantot	use
koristeći	izmantojot	using
koristi	izmanto	use
koristila	izmanto	used
koristile	izmanto	using
koristili	izmanto	used
koristimo	mēs izmantojam	use
koristio	izmanto	used
koristiti	izmantot	use
korišten	izmanto	used
korištena	izmanto	used
korišteni	izmanto	used
korištenja	izmantot	usage
korištenje	lietojums	using
korištenjem	izmantojot	use
korištenju	izmantot	use
kornjača	bruņurupucis	turtle
kornjače	bruņurupuči	turtle
korona	kronis	corona
korozija	korozija	corrosion
korozije	korozija	corrosion
korpus	korpuss	corpus
korpusa	korpuss	corpus
kosa	mati	hair
kosača	pļāvējs	kosaca
kose	matiņi	hair
kosinus	kosinuss	cosynus
kosova	kosova	kosova
kosovo	kosova	kosovo
kosovu	kosova	kosovo
kost	kauls	bone
kosti	kauli	bones
kostiju	kauli	bones
kostur	skelets	skelet
kotline	baseini	valley
kotromanić	kotromanić	kotromanic
kotromanića	kotromanića	kotromanić
kovač	kalējs	kovach
kovačević	kovačević	kovacevic
koza	kaza	goat
kozara	kozara	kozara
kočić	piesaistes	kocic
koš	grozs	basket
koša	grozs	basket
košarci	basketbols	basketball
košarka	basketbols	basketball
košarkaš	basketbola spēlētājs	basketball
košarkaška	basketbols	basketball
košarkaški	basketbols	basketball
košarke	basketbols	basketball
košarku	basketbols	basketball
koševo	grozs	kosevo
košu	grozs	basket
koža	āda	skin
kože	kazas	skin
koјi	kas	which
kraj	beigas	end
kraja	beigas	end
krajem	beigās	end
krajeva	beidzas	regions
krajeve	beidzas	regions
krajevi	beidzas	regions
krajevima	beidzas	beside
krajina	ainava	krajina
krajine	ainava	krajine
krajini	ainava	frontier
krajnjem	galīgais	ending
krajnji	galīgais	utmost
kraju	beigās	end
kralj	karalis	king
kralja	karalis	king
kraljem	karalis	king
kraljeva	karaļu	kings
kraljevi	karaļi	kings
kraljevina	karaļvalsts	kingdom
kraljevine	karaļvalstis	kingdom
kraljević	princis	kraljevic
kraljevića	princis	kraljevic
kraljevska	karaliskais	royal
kraljevske	karaliskais	royal
kraljevstva	karaļvalsts	kingdom
kraljevstvo	karaliste	kingdom
kraljevstvu	karaļvalsts	kingdom
kraljica	karaliene	queen
kraljice	karaliene	queen
kraljicom	karaliene	queen
kraljicu	karaliene	queen
kralju	ķēniņam	king
kratak	īss	short
kratka	īss	short
kratke	īss	short
kratki	īss	short
kratkim	īss	short
kratko	īss	short
kratkog	īss	short
kratkom	īss	short
krava	govs	cow
kraće	īsāks	shorter
krenula	sākās	started
krenuli	uzsākt	started
krenuo	uzsākt	started
kreont	kreons	creon
kreta	krēta	crete
kretanja	kustības	motion
kretanje	kustība	motion
kretanju	kustība	moving
kreće	pārvietojas	move
kreću	viņi pārvietojas	move
kreševo	kreševo	kreševo
krila	spārni	wings
krilo	spārns	wing
kripton	kriptons	krypton
krist	krist	christ
krista	krista	christ
kristala	kristāli	crystals
kristalni	kristālisks	crystal
kristina	kristina	christine
kritika	kritika	critics
kritike	kritika	critics
kritičara	kritiķi	critics
kritičari	kritiķi	critics
kriza	krīze	crisis
krize	krīze	crisis
križa	krustu	crisis
krleža	ērces	krleza
krležin	krležin	krleza's
krompir	kartupeļi	potato
kroz	cauri	through
krpelj	ķeksītis	barnacle
krstaški	krustnesis	crusade
krug	aplis	circle
kruga	aplis	circle
krugova	apļi	circles
krugovi	apļi	circles
krugovima	apļi	circles
krugu	aplis	circle
kruna	kronis	crown
krune	kronis	crown
krunidbe	kronēšana	coronation
krunu	kronis	crown
krupa	putraimi	krupa
krupe	putraimi	krupa
krupi	putraimi	krupi
krutost	stīvums	frigidity
krv	asinis	blood
krvarenja	asiņošana	bleeding
krvarenje	asiņošana	bleeding
krvi	asinis	blood
krvlju	asinis	blood
krvne	asinis	blood
krvni	asinis	blood
krvnih	asinis	blood
krvotok	asins plūsma	bloodstream
krzno	kažokādas	coat
kršćani	kristieši	christians
kršćanska	kristietis	christian
kršćanske	kristietis	christian
kršćanski	kristietis	christian
kršćanskih	kristietis	christian
kršćanstva	kristietība	christianity
kršćanstvo	kristietība	christian
kud	kur	cas (cultural and artistic societies)
kugle	bumbiņas	balls
kukuruz	kukurūza	corn
kula	tornis	tower
kule	torņi	towers
kulenović	kulenović	kulenovic
kulin	kulin	kulin
kulina	kulina	kulina
kulon	kulons	kulon
kult	kults	cult
kultura	kultūra	culture
kulturama	kultūras	cultures
kulture	kultūra	culture
kulturi	kultūra	cultures
kulturna	kultūras	cultural
kulturne	kultūras	cultural
kulturni	kultūras	cultural
kulturnih	kultūras	cultural
kulturnim	kultūras	cultural
kulturno	kulturāli	cultural
kulturnog	kultūras	cultural
kulturnoj	kultūras	cultural
kulturnu	kultūras	cultural
kulturom	kultūra	culture
kulturu	kultūra	culture
kup	kauss	cup
kupa	kauss	cups
kupe	kupeja	kupa
kupres	kupres	kupres
kupu	ķekars	cup
kuran	korāns	koran
kurana	korāns	quran
kuranu	korāns	koran
kurban	upurēšana	kurban
kurtović	kurtović	kurtovich
kustos	kurators	custodian
kusturica	kusturica	kusturica
kuter	griezējs	coast guard
kuvajt	kuveita	kuwait
kuća	māja	house
kućama	mājas	houses
kućanice	mājsaimnieces	housewifes
kuće	mājas	houses
kući	mājas	home
kućni	mājas	house
kuću	māja	house
kvadrata	kvadrāti	square
kvadratni	kvadrāts	square
kvalifikacijama	kvalifikācija	qualifications
kvalifikovana	kvalificēts	qualified
kvalitet	kvalitāte	quality
kvaliteta	kvalitāte	quality
kvalitetu	kvalitāte	quality
kvantne	kvantu	quantum
kćer	meita	daughter
kćeri	meita	daughter
kćerka	meita	daughter
kćerke	meitas	daughter
kćerku	meita	daughter
l	l	i
la	la	la
lagano	viegli	slowly
laguna	lagūna	lagune
lahko	var	easy
lako	viegli	easily
laktoza	laktoze	lactose
lakše	vieglāk	easier
lan	un	lan
lanac	ķēde	range
lanci	ķēdes	chains
langer	langer	langer,popular singer's last name
larve	kāpuri	cocoon
lat	lat	lat.
latin	latīņu	latinus
latinica	latīņu valoda	latin alphabet
latinska	latīņu valoda	latin
latinske	latīņu valoda	latin
latinski	latīņu valoda	latin
latinsko	latīņu valoda	latin
latinskog	latīņu valoda	latin
latinskom	latīņu valoda	latin
latvija	latvija	latvia
lav	lav	lion
lazar	lazārs	lazar
lcd	lcd	lcd
le	le	le
led	ledus	ice
legenda	leģenda	legend
legende	leģendas	legends
legendi	leģendas	legend
legija	leģions	legion
legije	leģioni	legion
legiji	leģions	legion
legio	leģions	legio
legionara	leģionāri	legionnaires
legionari	leģionāri	legionnaires
legura	sakausējums	alloy
legure	sakausējumi	alloy
leksikologija	leksikoloģija	lexicology
leonardo	leonardo	leonardo
let	ļaujiet	flight
lete	lidot	fly
letjelica	lidmašīnas	aircraft
lezbejka	lesbiete	lesbian
leđa	atpakaļ	back
leže	melo	lie
leži	melo	lies
ležišta	gultņi	founding sites
li	li	i
liberalna	liberāls	liberal
lica	sejas	people
lice	seja	face
licence	licence	license
licu	seja	on the spot
liga	līga	league
lige	līga	league
ligi	līga	league
ligu	līga	league
lijek	medicīna	medicine
lijekova	narkotikas	drugs
lijekovi	zāles	medicine
lijekovima	narkotikas	drugs
lijep	jauki	beautiful
lijepa	skaists	beautiful
lijepo	jauki	nicely
lijeva	pa kreisi	left
lijeve	pa kreisi	left
lijevo	pa kreisi	left
lijevoj	pa kreisi	left
lijevom	pa kreisi	left
lijevu	pa kreisi	left
liječenja	ārstēšana	treatment
liječenje	ārstēšana	treatment
liječenju	ārstēšana	treatment
lik	raksturs	character
lika	raksturs	lika
like	piemēram	lika
liker	liķieris	licker
