$  	usd	dollar
falusi	ciema iedzīvotājs	rural
falvak	ciemi	villages
falán	sienas	wall
fantasy	fantāzija	fantasy
fantasztikus	fantastiski	fantastic
faragott	cirsts	carved
farkas	vilks	farkas
fasiszta	fašists	fascist
fauvizmus	favisms	fauvism
fazekas	podnieks	fazekas
fc	fc	football club
február	februāris	february
februárban	februārī	in february
federer	federers	federer
fedett	pārklāts	covered
fedezte	atklāts	covered
fedezték	atklāts	discovered
fedi	piesegt	cover
fedélzetén	uz klāja	on board of
fegyver	ierocis	weapon
fegyverek	pistoles	weapons
fegyveres	bruņots	armed
fegyverrel	ierocis	with weapons
fegyvert	ierocis	weapons
fehér	balts	white
fehérek	baltumi	whites
fehérjék	olbaltumvielas	proteins
fej	galva	head
feje	galva	head
fejedelem	princis	emperor
fejedelemség	principialitāte	empire
fejedelme	princis	prince of sg
fejedelmek	prinči	princes
fejedelmi	princis	prince
fejezet	nodaļa	chapter
fejezi	ir	expresses
fejezte	izteikts	concluded
fejezték	pabeigts	completed
fejlesztett	uzlabotas	developed
fejlesztette	attīstīta	developed
fejlesztették	attīstīta	developed
fejlesztés	attīstību	development
fejlesztése	attīstību	development
fejlesztések	norises	developments
fejlesztési	attīstības	development
fejlett	uzlabotas	developed
fejlettebb	progresīvāks	more developed
fejlődik	attīstīties	development
fejlődtek	attīstīta	developed
fejlődés	attīstību	development
fejlődése	evolūcija	development
fejlődési	attīstības	developmental
fejlődésnek	evolūcija	development
fejlődést	progresu	development
fejlődésének	evolūcija	development
fejlődésére	evolūcija	advance
fejlődését	evolūcija	development of sy/sg
fejlődött	uzlabota	developed
fejlődő	attīstās	developing
fejtette	paskaidroja	unraveled
fejében	prāti	in the head of sy
fejér	fejér	"name of hungarian region ""fejér megye"""
fejét	galva	her husband
fekete	melns	black
feketetenger	melnā jūra	black sea
feketék	melnādainie	blacks
fekszik	melot	lies
fekvése	atrašanās vieta	their position
fekvő	melojot	pattern
feküdt	melojot	lying
fel	augšā	up
feladat	uzdevums	task
feladata	atbildība	task of
feladatok	uzdevumi	tasks
feladatokat	uzdevumi	tasks
feladatot	uzdevums	task
feladta	viņš padevās	gave up
felajánlotta	piedāvāja	offered
felbomlása	izšķirties	break-up
feldolgozása	apstrāde	processing of
feldolgozó	procesors	manufacturing
fele	puse	half of
felel	atbildi	be responsible for sy/sg
felelt	atbildi	answered
felelős	atbildīgs	responsible
felelősek	atbildīgs par	responsible
felelőssé	atbildīgs par	responsible for
felesleges	nevajadzīgs	unnecessary
feleség	sieva	wife
felesége	viņa sieva	's wife
feleségek	sievas	wives
feleségének	viņa sieva	his wife
feleségét	viņa sieva	his wife
feleségével	viņa sieva	his wife
feleségül	precējies	(take sy) in marriage
felett	virs	over
feletti	pāri	above
felfedezett	atklāts	discovered
felfedezni	izpētīt	to explore
felfedezte	atklāts	discovered
felfedezték	atklāts	discovered
felfedezése	izpētīt	discovery of
felfedezések	atklājumi	discoveries
felfelé	augšā	upwards
felfogás	uztvere	perception
felgyorsult	paātrināts	accelerated
felhasznált	izmanto	used
felhasználva	izmanto	using
felhasználása	izmantošana	use
felhasználásával	izmantojot	use of
felhasználó	lietotājs	user
felhasználói	lietotājs	users of
felhasználók	lietotājiem	users
felirat	apakšvirsraksts	caption
felismerte	atzīts	realized
feljegyzések	ierakstus	records
felkarcsont	apakšstilba	humerus
felkelés	sacelšanās	revolt
felkelők	nemiernieki	insurgents
felkereste	apmeklēja	visited
felkerült	pievienots	added
felkérte	uzaicināts	asked to
felkérést	uzaicināts	request
fellelhető	var būt atrasts	available
fellépett	izpildīts	appeared
felléptek	uzstājoties plkst	acted
fellépés	darbības	action
fellépése	darbības	sy's appearance
fellépő	izpildītājs	emerging
felmelegedés	sildīšana	warming up
felmerült	radies	came up
felnőtt	pieaugušais	grew up
felnőttek	pieaugušajiem	adults
felosztás	apakšnodalījums	partition
felosztása	veidi	putrefaction
felsorolt	uzskaitīti	listed in
felszerelt	aprīkots	equipped
felszín	virsma	surface
felszíne	virsma	surface
felszínen	uz virsmas	on the surface
felszíni	virsma	surface
felszínre	segums	to surface
felszínt	virsma	surface
felszínén	virsma	on the surface of
felszínét	virsma	surface
felszólította	mudināja	requested (sy to)
felső	augšējā	upper
felsőbb	augšējā	upper
felsőfokú	vispārākā pakāpe	superlative
felsőoktatási	augstākā izglītība	higher education
feltehetően	droši vien	supposedly
feltehetőleg	domājams	probably
feltárt	atklāts	uncovered
feltétel	stāvoklis	condition
feltétele	prasība	condition of
feltételek	nosacījumus	terms
feltételeket	nosacījumus	terms
feltételezett	aizdomas	assumed
feltételezhető	pieņemams	assumed
feltételezés	pieņēmums	assumption
feltételezések	pieņēmumi	assumption
feltétlenül	absolūti	unconditionally
feltűnik	parādās	appear
feltűnt	parādījās	appeared
feltűnő	pamanāms	conspicuous
felvenni	pacelt	add
felvett	ierakstīts	admitted
felvette	paņemt	acquired
felvették	atzina	assumed
felvilágosodás	apgaismība	enlightenment
felvonás	tēlot	act
felváltva	pārmaiņus	alternatingly
felvétel	ierakstīšana	record
felvétele	ieraksts	adding
felvételek	ieraksti	recordings
felvételeket	ieraksti	records
felvételi	šaušana	entrance examination
felállított	uzstādīt	up
felállították	uzcelts	set up
felé	uz	direction
felében	puse	in the half
felén	puse	(on its east-) side
felépítése	struktūra	build of
felépítését	struktūra	(its) build
felépítésű	struktūra	set-up
felépült	atguvusies	was established
felét	puse	half of the
felújítás	atjaunošana	renovation
felújítása	rekonstrukcija	restauration of
felügyelet	uzraudzība	supervision
felügyelete	uzraudzība	supervision
felügyelő	uzraugs	inspector
felül	pāri	above
felület	virsma	surface
felületen	virsma	surface
felületet	virsma	surface
felől	no plkst	from
fenn	augšā	there
fennhatóság	superīgs	jurisdiction of
fennhatósága	autoritāte	authority of sy/sg
fennmaradt	konservēti	remaining
fennmaradó	paliek	remaining
fenntartani	saglabāt	to maintain
fennálló	esošie	extant
fenol	fenols	fenol (chemistry)
fent	virs	above
fenti	augšējā	above
fenyegette	draudēja	threatened
ferdinand	ferdinands	ferdinand
ferdinánd	ferdinands	ferdinand
ferenc	francisks	francis
ferenccel	ferencs	with ferenc
ferences	francisks	franciscan
ferencet	francis	frank
ferencz	ferencz	francis
ferenczy	ferenczy	ferenczy
fernando	fernando	fernando
ferrari	ferrari	ferrari
fertőzés	infekcija	infection
fertőzések	infekcijas	infections
fertőzött	inficēts	infection based
fertőző	infekciozs	contageous
festett	krāsots	painted
festette	gleznojis	painted
festival	festivāls	festival
festmény	glezna	painting
festménye	gleznas	painting of
festményei	gleznas	(her/his) paintings
festészet	glezna	painting
festő	gleznotājs	painter
festők	gleznotāji	painters
festőművész	gleznotājs	painter
fesztivál	festivāls	festival
fesztiválon	festivāls	at the festival
feszültség	spriedze	tension
feszültségek	spriedzi	tensions
feszültséget	spriedze	tension
feudális	feodāls	feudal
fia	dēls	son of
fiai	dēli	sy's sons
fiatal	jauns	young
fiatalabb	jaunāki	youngest
fiatalok	jaunieši	youth
fiatalon	jauns	young
fiction	daiļliteratūra	fiction
fidel	fidels	fidel
fidesz	fidesz	fidesz (hungarian civic party)
fifa	fifa	fifa
figura	skaitļi	figure
figyelembe	ņemot	to the attention
figyelemmel	ar uzmanību	(follow) with attention
figyelhető	novērotā	observed
figyelmen	apsvērums	consideration
figyelmet	uzmanību	attention
figyelmét	uzmanību	attention
film	filma	movie
filmben	filma	in the movie
filmek	filmas	films
filmekben	filmas	in films
filmeket	filmas	films
filmes	filmas veidotājs	movie
filmet	filma	movie
filmfesztivál	filmu festivāls	movie festival
filmje	filma	his film
filmjei	filmas	movies
filmjében	filma	movie
filmjét	filma	it's film
filmkritikusok	filmu kritiķi	movie critics
filmművészet	kinematika	cimetaic art
filmnek	filma	movie
filmográfia	filmogrāfija	filmography
filmre	filma	in movies
filozófia	filozofija	philosophy
filozófiai	filozofiski	philosophical
filozófiája	filozofija	sy's philosophy
filozófus	filozofs	philosopher
filozófusok	filozofi	philosophers
finger	pirksts	english word
finn	somu	finnsih
finnország	somija	finland
finnugor	somugru	finno-ugric
finom	labi	fine
fire	uguns	fire
firefox	firefox	firefox
firenze	florence	florence
firenzei	florencietis	florentine
firenzében	florence	in firenze
fityma	priekšādiņa	foreskin
fiume	dūmi	fiume
fizetett	samaksāts	paid
fizetni	maksāt	pay
fizetési	samaksa	payment
fizika	fizika	physics
fizikai	fiziskā	physical
fizikailag	fiziski	phisically
fizikus	fiziķis	physicist
fizikusok	fiziķi	physicists
fiának	dēls	to his son
fiát	dēls	sy's son
fiával	dēls	with his son
fiú	puika	boy
fiúk	zēni	boys
fiút	puika	boy
fk	fk	fk
flamand	flāmu	flemish
flotta	flote	fleet
floyd	floyd	floyd
fm	fm	fm
fodor	volāns	fodor
fog	zobu	tooth
fogadja	pieņemt	receive
fogadott	pieņemts	adopted
fogadta	pieņemts	received
fogadták	pieņemts	welcomed
fogak	zobi	teeth
fogalma	ideja	concept (of)
fogalmak	jēdzieni	concepts
fogalmazta	formulēts	formulated
fogalmát	koncepts	concept
fogalom	koncepcija	concept
fogja	būs	will
fogják	būs	will
foglal	rezervēt	reserves
foglalja	grāmata	include
foglalják	okupēt	score
foglalkozik	galā	deals
foglalkoznak	galā	occupied with
foglalkozni	galā	deal
foglalkozott	tika okupēts ar	engaged
foglalkoztak	nodarbojās	dealt with
foglalkozás	profesija	craft
foglalkozó	ieslēgts	dealing
foglalt	aizņemts	included
foglalta	okupēts	included
foglalták	rezervēts	conquered
fognak	būs	will
fogoly	ieslodzītais	prisoner
fogott	nozvejotas	started
fogságba	gūstā	captivity
fogta	paņēma	held
fogva	no plkst	very
fogyasztják	patērēts	consuming
fogyasztása	patēriņš	consumption
fokozat	grāds	degree
fokozatos	pakāpeniski	gradual
fokozatosan	pamazām	gradually
fokozott	pastiprinājās	increased
fokozta	pastiprinājās	increased
fokozza	palielinās	increases
fokú	grāds	-grade
foltok	plankumi	spots
folyamat	process	process
folyamata	process	process
folyamatban	notiek	process
folyamatok	procesi	processes
folyamatos	nepārtraukts	continuous
folyamatosan	nepārtraukti	continuously
folyamatot	process	process
folyik	plūsma	run
folyt	turpinājums	was
folytak	vadīts	continued
folytatja	viņš turpina	continues to
folytatják	turpināt	continue
folytatni	turpināt	continue
folytatott	ar	continued
folytatta	viņš turpināja	continued
folytattak	vadīts	practice
folytatták	turpināja	continued
folytatása	turpināt	continuation
folytatását	turpināt	continuation of
folytatódik	turpināt	continues
folytatódott	turpināja	continued
folytonos	nemainīgs	perpetual
folytán	līdz	in the course of
folyékony	šķidrums	liquid
folyó	upe	river
folyói	upes	's rivers
folyóirat	žurnāls	journal
folyója	upe	sg's river
folyók	upes	rivers
folyón	upe	river
font	mārciņa	pound
fontos	svarīgs	important
fontosabb	svarīgāks	more important
fontosak	svarīgs	are important
fontosnak	svarīgs	important
fontosságú	prioritāte	importance
fontsizes	fontsizes	fontsize
fonálkígyófélék	leptotyphlopidae	leptotyphlopidae (type of reptiles)
football	futbols	english word
forbes	forbes	forbes
ford	ford	ford
fordul	pagrieziens	recourse
fordulat	pagrieziens	turn
fordulatot	apgrozījums	turn
fordulnak	rodas	turn
fordult	pagriezās	turned
fordultak	pagriezās	turned
forduló	pagrieziens	turn
fordulóban	raunds	round
fordított	atpakaļgaitā	translated
fordította	tulkots	translated
fordítva	apgriezti	the other way around
fordítás	tulkošana	translation
fordítása	tulkošana	translation of
fordítások	tulkojumi	translation
fordító	tulks	translator
forgalmat	satiksme	traffic
forgalmi	satiksme	current
forgalom	satiksme	traffic
forgalomba	tirgus	(to) fiscal circulation
forgalomban	satiksme	in circulation
forgatta	pagriezās	inconsistent examples (könyvet forgat=read a book - filmet forgat=shoot a movie)
forgatták	nofilmēts	filmed
forgatás	šaušana	shooting (of film)
forgatása	filmēšana	filming
forgatókönyv	scenārijs	screenplay
forgatókönyvcs	forgatókönyvcs	colon is required here (forgatókönyv=script)
forgása	rotācija	rotation of
forgási	rotācija	rotation
forgó	rotācijas	rotating
forint	forints	forint
forma	forma	shape
formai	formāls	form
formula	formula	formula
formulaben	tā formula	in formula 1
formulaes	formulas	formula
formában	forma	in form
formái	formas	forms
formája	forma	sorm of sg
formájában	forma	in the form
formáját	forma	form
formájú	forma	shape
formák	formas	forms
formális	formāls	formally
formát	forma	form
forradalmat	revolūcija	revolution
forradalmi	revolucionārs	revolutionary
forradalom	revolūcija	revolution
forradalomban	revolūcija	during the revolution
forrás	avots	source
forrása	avots	source
forrásból	avots	source
források	avoti	sources
forrásokból	avoti	from sources
forró	karsts	hot
forum	forums	forum
fosszilis	fosilijas	fossile
fotók	fotogrāfijas	photos
foundation	pamats	foundation
fox	lapsa	english word
france	francija	france
francesco	frančesko	francesco
francia	franču valoda	french
franciaország	francija	france
franciaországba	francijas valsts	to france
franciaországban	francijā	in france
franciaországi	francija	of france
francis	franks	francis
francisco	francisco	franciso
franciák	franču valoda	french
franciául	franciski	in french
franco	franko	franco
frank	franks	frank
frankfurt	frankfurtē	frankfurt
franklin	franklins	franklin
franz	franzs	franz
françois	fransuā	francois
fred	fred	frédi
freddie	fredijs	freddie
frekvencia	biežums	frequency
freud	freudianisms	freud
friedrich	frīdrihs	friedrich
frigyes	frederiks	friedrich
friss	svaigi	fresh
frissen	svaigi	freshly
from	no plkst	english word
front	priekšā	front
fronton	priekšā	on the front
ft	pēdas	abbreviation of various words
fulham	fulhams	fulham
fulladt	noslīcis	drowned
funkció	funkcija	function
funkciója	funkcija	function
funkciók	funkcijas	functions
furcsa	dīvaini	strange
fut	skriet	run
futam	sacensības	round
futamon	sacensības	on a run
futamot	sacensības	race
futball	futbols	football
futott	uzkarsē	ran
futó	sildīšana	running
fából	koksne	of wood
fácánfélék	fazāns	pheasant
fájdalom	sāpes	pain
fájl	failu	file
fájlbudapest	failu budapestā	(meaningless compound)
fájlcharacter	failu raksturojums	file:character
fájlok	failus	files
fák	koki	trees
fáraó	faraons	pharaoh
fázis	fāze	phase
fél	ballīte	half
félelem	bailes	fear
félidőben	puslaiks	halftime
félig	puse	half
félsziget	pussala	peninsula
féltekén	puslode	hemisphere
félvér	pusšķirne	half breed
fém	metāls	metal
fémek	metāli	metals
fémes	metālisks	metalic
fény	viegls	light
fényes	spilgti	bright
fényképek	fotogrāfijas	photos
fényt	viegls	light
féregatkák	pentastomida	pentastomida
férfi	cilvēks	man
férfiak	vīrieši	men
férfinév	vīrieša vārds	man's name
férfit	cilvēks	man
férj	vīrs	husband
férje	viņas vīrs	her husband
férjhez	precējies	husband
férjét	vīrs	her husband
fórum	forums	forum
föderáció	federācija	federation
föl	augšā	up
föld	zeme	earth
földalatti	pazemē	underground
földet	zeme	the earth
földgáz	dabasgāze	natural gas
földi	zemes	ground
földközitenger	vidusjūra	mediterranean sea
földművelés	zemkopības ministrs	of agriculture
földpátok	feldspars	felspars
földrajz	ģeogrāfija	geography
földrajza	ģeogrāfija	geography of
földrajzi	ģeogrāfiskā	geographical
földre	uz leju	soil
földrengés	zemestrīce	earthquake
földrengések	zemestrīces	earthquakes
földről	zemes	land
földtörténeti	ģeoloģiskā vēsture	(sg of) geological history
földön	uz zemes	inconsistent examples (német föld=german land - földön fekvő=líing on the ground)
fölé	virs	above
fölött	virs	above
fúzió	apvienošanās	fusion
fúziós	saplūšana	fusion
függ	tas ir atkarīgs no	depends
független	neatkarīgs	independent
függetlenség	neatkarība	independence
függetlenséget	neatkarība	independence
függetlenségi	neatkarība	independence
függetlenségét	neatkarība	independence
függetlenül	patstāvīgi	independent
függvény	funkcija	function
függvények	funkcijas	functions
függő	atkarīgs	dependent
függően	atkarībā no	depending
függőleges	vertikāli	vertical
fülbemászók	austiņas	catchy
fülöp	filipīnas	philip
fülöpszigetek	filipīnas	philippines
für	urbt	für
fürdő	vanna	spa
füves	zālains	grassy
fő	galvenais	main
főbb	galvenais	major
főherceg	hercogs	archduke
főhercegnő	virsdiriģents	archduchess
főhős	varonis	protagonist
főiskola	koledža	university
főiskolai	koledža	academic
főként	galvenokārt	mainly
főképp	pārsvarā	mainly
főleg	īpaši	particularly
főnevek	lietvārdi	nouns
főnix	fēnikss	phoenix
főnév	lietvārds	noun
főnévi	pamatvērtība	noun
főnök	priekšnieks	chief
főnöke	priekšnieks	(her/his/its) boss
főparancsnoka	virspavēlnieks	sg's commander-in-chief
főre	cilvēki	people
fős	cilvēki	head
főszerepet	galvenā loma	main role
főszereplésével	starring	starring
főszereplő	varonis	protagonist
főszereplője	starring	sg's leading character
főszereplők	galvenie aktieri	leading characters
főurak	kungi	lords
főváros	kapitāls	capital
fővárosa	kapitāls	its capital
fővárosba	kapitāls	to the capital city
fővárosban	kapitāls	in the capital
fővárosi	lielpilsēta	metropolitan
fővárost	kapitāls	capital
főút	šoseja	highway
fűződik	atklāšana	ties in to/with
fűződő	atnesot	attached
ga	ga	ga
gabriel	gabriel	gabriel
gabriela	gabriela	gabriela
gabriella	gabriella	gabriella
gaga	gaga	gaga
galaxis	galaktika	galaxy
galilei	galilei	galilei
galileo	galileo	galileo
gall	gallija	gallic
galleria	galerijas	galery
galéria	galerija	gallery
gandhi	gandhi	gandhi
garcía	garsija	garcia
gary	gari	gary
gasztronómia	gastronomija	gastronomy
gazda	zemnieks	owner
gazdag	bagāts	rich
gazdaság	ekonomika	economy
gazdasága	ekonomika	economy of
gazdasági	ekonomiskais	economic
gazdaságilag	ekonomiski	economically
gazdaságot	ekonomika	economy
gbr	gbr	gbr
gdp	gdp	gdp
gedeon	ģedeons	gedeon
gellért	gellért	gellért
general	ģenerēt	general
generációs	paaudzes	generation
genetikai	ģenētiska	genetic
genf	ženēva	geneva
genfben	ženēva	in geneva
genfi	ženēva	from geneva
geológiai	ģeoloģiskā	geologic
geometria	ģeometrija	geometry
geometriai	ģeometriski	geometric
geomorfológia	ģeomorfoloģija	geomorphology
georg	georg	georg
george	george	george
georges	george	georges
ger	alksnis	not a hungarian word
gera	gera	gera
gergely	džons	gregory
germán	vācu	german
get	gūt	english word
gillan	gillans	gilan
gilliam	džiljams	gilliam
gilmour	gilmūrs	gilmour
gimnázium	vidusskola	highschool
gimnáziumban	vidusskola	high school
giorgio	giorgio	giorgio
giovanni	džovanni	giovanni
girl	meitene	girl
girls	meitenes	girls
gitár	ģitāra	guitar
gitárok	ģitāras	guitars
gitáros	ģitārists	guitarist
giuseppe	džuzepe	giuseppe
gizella	žizella	gizella 8forename)
gleccserek	ledāji	glaciers
globalizáció	globalizācija	globalization
globe	zemeslode	"not a hungarian word. ""globe"" means ""földgolyó"""
globedíj	globusa balva	globe prize
globális	globāls	global
glover	glovers	glover
gmail	gmail	gmail
gnu	gnu	gnu
goethe	gēte	goethe
gogh	gogh	gogh
gold	zelts	english word
golden	zeltaini	golden
gomb	orb	button
gomba	sēņu	mushroom
gombák	sēnes	mushrooms
gondok	raizes	troubles
gondolat	domāja	thought
gondolata	domas	thought
gondolatok	domas	thoughts
gondolja	domā	think
gondolják	domāja	they think
gondolkodás	domāšana	thinking
gondolkodó	domāšana	inconsistent examples (both noun and verb has the same written form philospher or thinking )
gondolkodók	domātāji	philosophers
gondolta	domāja	thought
gondolták	domāja	thought
gondosan	uzmanīgi	carefully
gondot	nepatikšanas	trouble
gong	gongu	gong
gonosz	ļaunums	bad
google	pa google	google
gordon	kontrabass	gordon
got	gotika	got
gottfried	gotfrīds	gottfried
grafikus	grafisks	graphic
grafit	grafīts	graphite
graham	grehems	graham
gran	gran	gran
grand	grandiozs	grand
grande	grande	grande
grant	dotācija	grant
gravitációs	smagums	gravitational
gray	pelēks	gray
griffin	grifs	griffin
groom	līgavainis	groom
group	grupa	group
gránit	granīts	granite
gróf	grāfs	count
grófja	grāfs	earl
grófság	reti	countship
grúz	gruzīns	georgian
guevara	guevara	guevara
guide	vadīt	guide
gumó	bumbuļu	bump
gusztáv	gustavs	gusztáv
guy	puisis	guy
gyakori	bieža	frequent
gyakoriak	izplatīts	frequent
gyakoribb	biežāk	more frequent
gyakorlat	vingrinājums	practice
gyakorlatban	praksē	practically
gyakorlati	praktisks	practical
gyakorlatilag	praktiski	virtually
gyakorló	praktizē	practicing
gyakorolt	ieslēgts	on
gyakoroltak	vingrināts	impacted
gyakorta	bieži	often
gyakrabban	biežāk	more often
gyakran	bieži	frequently
gyalog	kājām	on foot
gyarmat	kolonija	colony
gyarmati	koloniāls	gyarmati
gyenge	vājš	weak
gyengébb	vājāka	weaker
gyerek	bērns	child
gyerekek	bērni	children
gyerekeket	bērni	kids
gyerekkorában	bērnība	during sy's childhood
gyermek	bērns	child
gyermeke	bērni	child of
gyermekei	bērni	children
gyermekek	bērni	children
gyermekeként	kā bērns	as child
gyermeket	bērni	child
gyermekkora	bērnība	childhood
gyermekkori	bērnība	childhood
gyermekkorában	bērnība	in his/her childhood
gyermekét	bērni	child of
gyermekük	bērni	children
gyilkos	slepkava	killer
gyilkosság	slepkavība	murder
gyilkosságok	slepkavības	murders
gyom	nezāle	weed
gyomor	kuņģis	stomach
gyors	ātri	rapid
gyorsabb	ātrāk	faster
gyorsabban	ātrāk	faster
gyorsan	ātri	fast
gyorsforgalmi	automaģistrāle	expressway
gyula	alba	gyula (forename)
gyulai	gyula	gyulai
gyulladás	iekaisums	inflammation
gyurcsány	gyurcsány	gyurcsány
gyár	rūpnīca	factory
gyártás	produkcija	production
gyártása	ražošana	production of
gyártási	ražošana	production
gyártó	ražotājs	manufacturer
gyémánt	dimants	diamond
gyémántok	dimanti	diamonds
gyógyfürdő	spa	spa
gyógyhatása	ārstnieciskā iedarbība	sg's curative effect
gyógyszer	narkotiku	medicine
gyógyszerek	zāles	pharmaceuticals
gyökerei	saknes	roots of
gyöngyház	perlamutrs	mother of pearl
gyönyörű	skaists	beautiful
györgy	džordžs	györgy
gyümölcs	augļi	fruit
győr	győr	győr (hungarian city)
győri	győr	of győr
győzelem	uzvara	victory
győzelemmel	uzvara	with victory
győzelme	uzvara	victory of
győzelmet	uzvara	victory
győzelmét	uzvara	victory of sy/sg
győzelmével	uzvara	with the victory of
győzni	uzvarēt	win
győztes	uzvarētājs	winning / winner
győzött	uzvarēja	win
győző	žozo	győző
gyűjtemény	kolekcija	collection
gyűjteménye	kolekcija	collection of
gyűjtött	savākti	collected
gyűlés	sapulce	meeting
gyűrű	gredzens	ring
gyűrűk	gredzeni	rings
gyűrűt	gredzens	ring
gábor	gabor	gabor
gárda	aizsargi	guards
gárdonyi	gárdony	gárdonyi
gáspár	džaspers	gáspár
gátolja	bloki	inhibits
gáz	gāze	gas
gázok	gāzes	gases
gébicsfélék	sarosīties	shrikes
gén	gēns	gene
gének	gēni	genes
gép	mašīna	machine
gépek	mašīnas	machines
gépgyártás	mehāniskā inženierija	machinery production
géza	gēza	géza (common fist name)
gírosz	žiroskopi	gyros
gól	mērķis	goal
gólját	mērķis	his goal
góljával	mērķus	with his goal
góllal	nošauts	with goal
gólok	mērķus	goals
gólt	svinu	goal
gótika	gotika	gothic
gótikus	gotika	gothic
gödényfélék	gödényfélék	pelecanidae
gömb	orb	sphere
görbe	līkne	crooked
görgei	gorgei	görgei
görgey	görgey	görgey
görög	grieķu	greek
görögország	grieķija	greece
görögországban	grieķija	greece
görögök	grieķi	greeks
görögül	grieķu	greek for
ha	ja	if
habsburg	habsburga	habsburg
habsburgház	habsburgu māja	house of habsburg
habsburgok	habsburgieši	habsburgs
habár	motokross	although
had	militārā	army
hadaikum	hadean	hadean perion
hadak	armijas	armies
hadarás	gabble	gabble
hadat	karš	declare war (hadat üzen)
haderő	spēki	force
hadi	militārā	military
haditengerészet	flotes	navy
hadjárat	kampaņa	campaign
hadjáratok	kampaņas	campaigns
hadjáratot	kampaņa	crusade
hadművelet	operācijas	maneuver
hadnagy	leitnants	lieutenant
hadosztály	dalīšana	division
hadsereg	armija	army
hadseregben	armija	(in) army
hadseregcsoport	armijas grupa	army group
hadserege	armija	army of
hadsereget	armija	army
hadtest	korpuss	legion
hadvezetés	militārā vadība	army command
hadvezér	vispārējs	war-lord
hadászati	stratēģiskā	strategic
hagyatéka	novēlējums	legacy of
hagyja	aizbraukt	leave
hagyják	aizbraukt	leave
hagyni	aizbraukt	leave
hagynia	aizbraukt	leave
hagyomány	tradīcijas	tradition
hagyománya	tradīcijas	traditional
hagyományai	tradīcijas	traditions of
hagyományok	tradīcijas	traditions
hagyományos	tradicionāls	traditional
hagyományosan	tradicionāli	traditionally
hagyott	pa kreisi	left
hagyta	ļaujiet tam	left
hagyták	viņi atstāja	let
hagyva	aiziešana	let
hajdani	no yore	prestine
hajlandó	vēlas	willing
hajnal	rītausma	hajnal
hajnalban	rītausma	at dawn
hajnali	auroral	early morning
hajtott	virza	drove
hajtotta	ārā	drove
hajtottak	bijis	executed
hajó	kuģis	ship
hajók	kuģi	ships
hajón	uz klāja	on a ship
hajós	jūrnieks	sailors
hajót	kuģis	ship
hal	zivis	die
halad	turpināt	advances
haladt	pārcēlās	went on
haladva	iet	going
haladó	uzlabotas	going
halak	zivis	fish
hallani	dzirdi	to hear
hallgatott	klausies	attended
hallható	dzirdams	available for listening
halott	miris	death
halottak	miris	deads
halotti	mirstīgais	death
halt	nomira	died
haltak	nomira	died
haltetvek	branchiura	fishlices
halál	nāve	death
halála	viņas nāve	(his) death
halálakor	viņa nāve	at sy's death
halálbüntetés	nāvessods	death penalty
halálbüntetést	nāvessods	death penalty
halálistenek	nāves dievi	death gods
halállal	nāve	death
halálos	nāvējošs	lethal
halálra	nāve	death
halált	nāve	death
haláláig	viņa nāve	to his death
halálának	nāve	death
halálát	nāve	death
halálával	nāve	with his death
halászat	makšķerēšana	fishery
hamar	drīz	soon
hamarabb	agrāk	sooner
hamarosan	drīz	shortly
hamburg	hamburga	hamburg
hamilton	hamiltons	hamilton
hamis	viltus	false
hamlet	hamlets	hamlet
hamvait	pelni	ashes
hanem	bet arī	but
hang	balss	sound
hangja	skaņu	's voice
hangján	balss	with the voice
hangját	balss	voice
hangok	skaņas	sounds
hangot	skaņu	sound
hangszer	instrumentu	musical instrument
hangszerek	mūzikas instrumenti	instruments
hangszeres	instrumentāls	instrumental
hangsúly	uzsvars	emphasis
hangsúlyos	uzsvērts	articular
hangsúlyt	fokuss	accent
hangulat	sajūtas	mood
hangversenyt	koncerts	concert
hangvételű	tonis	intonation
hangyászmadárfélék	pretputns	thmnophilideae
hangzik	skaņu	sound
hangzott	skanēja	sounded
hangzású	skan	sound
hangú	slīpi	worded
hanks	hanks	hanks
hannah	hanna	hannah
hans	hans	hans
harc	cīņa	fight
harca	cīņa	battle of
harcba	cīņa	to battle
harcban	cīņa	in battle
harci	cīņa	battle
harcművészeti	cīņas māksla	martial
harcok	cīņas	fights
harcokban	cīņas	in battles
harcolt	cīnījās	fought
harcoltak	cīnījās	fought
harcoló	cīņas	fighting
harcos	kareivis	warrior
harcosok	karotāji	warriors
harcot	cīņa	fight
hargita	hargita	hungarian mountain
harkályfélék	dzenis	picidaes
harmadik	trešais	third
harminc	trīsdesmit	thirty
harmincas	trīsdesmitie gadi	30's
harold	harolds	harold
harrison	harrison	harrison
harry	harijs	harry
harryt	harijs	harry
harvard	harvarda	the university
hasfelmetsző	ripper	ripper
hashajtó	caurejas līdzeklis	laxative
hasmenés	caureja	diarrhea
hasonlít	līdzīgi	reminiscent
hasonlítanak	piemēram	compare
hasonlított	piemēram	was look like
hasonló	līdzīgi	similar
hasonlóan	piemēram	similarlay
hasonlóképpen	tāpat	similarly
hasznos	noderīga	useful
használ	izmantot	use
használat	izmantot	usage
használata	izmantot	use of
használatban	tiek izmantots	benefits
használatos	noderīga	in use
használatára	izmantot	usage of
használatát	lietojums	use
használatával	izmantojot	use
használható	izmantojams	use
használja	izmantot	use
használjuk	izmanto	use
használják	izmanto	use
használnak	izmanto	use
használni	izmantot	to use
használt	izmanto	used
