$  	dollarni tashkil etadi	dollar
embert	odamlar	man
eme	bular	this
emeli	ortadi	lifts
emelkedett	baland	differentiated
emelkedik	ko&#39;tarilish	is rising
emelkedő	yuqoriga	rise
emellett	bundan tashqari	apart from this
emelt	ko&#39;tarildi	raised
emelte	ko&#39;tarildi	lifted
emeltek	qurilgan	built
emiatt	shuni dastidan; shu sababdan	for this reason
emigráció	hijrat qilish	emigration
emigráns	muhojir	immigrant
emil	emil	emil
emily	emily	emily
emlegetett	iqtibos keltirdi	mentioned
emlegetik	iqtibos keltirdi	mentioned
emlék	xotira	remembrance
emléke	xotira	remembrance
emlékei	xotiralar	memories
emlékek	xotiralar	memories
emléket	yodgorlik	memory
emlékezete	xotira	memory of
emlékezetes	unutilmas	memorable
emlékezett	eslaylik	remembered
emlékeztet	eslatish	reminds
emlékeztető	eslatma	reminding of
emlékmű	yodgorlik	monument
emlékműve	yodgorlik	monument of sy/sg
emléktábla	blyashka	memorial tablet
emléktáblája	blyashka	plaque
emlékére	xotirasida	in remembrance of
emlékét	xotira	memory
említett	eslatib o&#39;tilgan	mentioned
említi	eslatib o&#39;tilgan	mentioned
említik	eslatib o&#39;tilgan	mentioned
említésre	eslatib o&#39;tilgan	(worthy) of mention
említést	zikr	mention
emlősei	sutemizuvchilar	mammals
emlősök	sutemizuvchilar	mammals
emma	emma	emma (forename)
emo	emo	emo
emésztést	ovqat hazm qilish	digestion
en	men	this is a french word
enciklopédia	entsiklopediya	cyclopedia
end	oxiri	end
endre	andrew	andrew
energia	energiya	energy
energiája	energiya	energy
energiát	quvvat	energy
enged	ruxsat berish	lets
engedte	imkon bering	released
engedték	ozod qilindi	they did not let him
engedély	litsenziya	permission
engedélyezett	litsenziyalangan	permitted
engedélyezte	ruxsat berilgan	permitted to
engedélyezték	vakolatli	authorised
engedélyt	ruxsat	permission
engem	meni	me
ennek	buning uchun	this
ensz	bmt	un
enyhe	yumshoq	gentle
enyhébb	yumshoqroq	milder
enyhén	muloyimlik bilan	softly
ep	buzilmagan	ep
epizód	epizod	episode
epizódban	epizod	in an episode
epizódok	epizodlar	episodes
epizódot	epizod	episode
erdély	transilvaniya	transilvania
erdélyben	transilvaniya	in transylvania
erdélyi	transilvaniya	from transylvania
erdélyt	transilvaniya	transylvania
erdő	o&#39;rmon	forest
erdőben	o&#39;rmonlar	in the forest
erdők	o&#39;rmonlar	forests
erdős	o&#39;rmonli	forested
ered	paydo	originate
eredete	uning kelib chiqishi	origin
eredeti	original	original
eredetileg	dastlab	originally
eredetét	kelib chiqishi	origin
eredetű	familiya	origin
eredménnyel	natijalar	with result
eredmény	natija	result
eredménye	natijalar	result of sg
eredményei	natijalar	results of sy/sg
eredményeit	natijalar	results of sg/sy
eredmények	natijalar	results
eredményeket	natijalar	results
eredményeként	natijada	result of
eredményeképpen	natija	as a result
eredményez	natija	result
eredményezett	olib keldi	effected
eredményezte	natijada	resulted
eredményt	natijalar	result
eredményét	natija	result of
eredő	natijada	originate
ereje	quvvat	strength of
erejét	quvvat	power of sy/sg
erejével	quvvat	with the strength of
erejű	qaror	of force
eric	erik	eric
erika	erika	erika
erkel	erkel	erkel
erkölcsi	ahloqiy	ethical
ernest	ernest	ernest
ernst	ernst	ernst
ernő	ernő	ernest
erotikus	erotik	erotic
erre	bu	this
erről	bu haqida	about
ervin	ervin	ervin
erzsébet	elizabet	erzsébet
erzsébetet	elizabet	elisabeth
erő	kuch	force
erői	kuchlar	powers of sg
erők	kuchlar	forces
erőket	kuchlar	powers
erős	kuchli	erös
erősebb	kuchliroq	stronger
erősen	kuchli	strongly
erőssége	kuch	strength of
erősségű	kuch	strength of
erőszak	zo&#39;ravonlik	violence
erőszakkal	kuch bilan	force
erőszakos	zo&#39;ravon	violent
erősítette	kuchaytirildi	confirmed
erősítették	tasdiqladi	strengthened
erősíti	kuchaytiradi	enhance
erősödő	kuchaytiruvchi	rising
erőt	kuch	force
erőteljes	kuchli	forceful
erőteljesen	kuchli	strongly
erővel	majburan	with power
es	va	(suffix)
esemény	voqea	event
eseménye	voqealar	event of
eseményei	voqealar	events of sg
események	voqealar	events
eseményeket	voqealar	affairs
eseményt	voqea	event
eset	quti	case
esetben	quti	case
esete	ish	case
esetek	holatlar	cases
esetekben	holatlar	in cases
esetenként	ba&#39;zan	occasionally
esetet	quti	case
esetleg	ehtimol	possibly
esetleges	tasodifiy	possible
esett	yiqildi	underwent
esetében	uchun	in case of
esetén	holda	case
esik	tushish	rains
esküvő	to&#39;y	wedding
esnek	tushish	(they) fall
esp	esp	spanish pezeta
est	oqshom	evening
este	oqshom	evening
estek	oqshomlar	fallen
esterházy	esterházy	esterhazy
esti	oqshom	nightly
eszerint	mos ravishda	accordingly
eszköz	qurilma	instrument
eszköze	degan ma&#39;noni anglatadi	tool
eszközt	degan ma&#39;noni anglatadi	tool
eszközök	degan ma&#39;noni anglatadi	tools
eszközöket	aktivlar	tools
eszközökkel	degan ma&#39;noni anglatadi	tools
eszme	tushuncha	ideas
eszméi	fikrlar	ideas of sy
esztendő	yil	year
eszter	ester	esther
esztergom	esztergom	esztergom (hungarian city)
esztergomi	esztergom	from esztergom
esztétikai	estetik	aesthetic
esélye	imkoniyat	chance of
esélyét	imkoniyat	chance of
eső	yomg&#39;ir	rain
esős	yomg&#39;irli	rainy
et	va boshqalar	objective case-ending
etikai	axloqiy	ethical
etnikai	etnik	etnic
etruszk	etrusk	etruscan
ettől	dan	from this
eu	yi	eu
eur	yevro	eur
europe	evropa	"not a hungarian word. ""europe"" means ""európa"" in hungarian."
european	evropa	european
euró	evroga tushdi	euro
európa	evropa	europe
európai	evropa	european
európaiak	evropaliklar	europeans
európába	evropaga	to europe
európában	evropada	in europe
európán	evropa	europe
európát	evropa	europe
evangélikus	lyuteran	evangelical
evans	evanslar	evans
everest	everest	everest
evolúció	evolyutsiyasi	evolution
evolúciós	evolyutsion	evolutionary
ewing	ewing	ewing
expedíció	ekspeditsiya	expedition
experience	tajriba	english word
explorer	tadqiqotchi	explorer
export	eksport	export
exporttermékek	eksport mahsulotlari	export product
express	ifoda eting	express
ez	bu	this
ezalatt	bu orada	during this time
ezek	bular	these
ezekben	bularda	in these
ezekből	bular	these
ezeken	bular	on these
ezeket	bular	these
ezekkel	bular bilan	these
ezeknek	bular	these
ezekre	bular uchun	of these
ezelőtt	oldin	ago
ezen	bu haqida	this
ezenkívül	bundan tashqari	apart from that he
ezentúl	bundan buyon	henceforth
ezer	ming	thousand
ezerjófű	kentavra	centaurium (plant)
ezredes	polkovnik	colonel
ezt	bu	this
ezután	keyin	after this
ezzel	shu bilan	with this
ezáltal	shu orqali	therefore
ezért	shuning uchun	so
ezúttal	bu gal	this time around
ezüst	kumush	silver
ezüstérmes	kumush medal	silver medalist
eötvös	eötvös	eötvös
fa	o&#39;tin	tree
facebook	facebook	facebook
facto	fakto	facto
faj	turlari	species
faji	irqiy	racial
fajok	turlari	races
fajtái	turlari	kinds of sg
fajtája	mehribon	kind of
fajták	turlari	kinds
fakad	dan keladi	originates
fakadó	olish	originating
fal	devor	wall
falat	tishlamoq	wall
falu	qishloq	village
falusi	qishloq aholisi	rural
falvak	qishloqlar	villages
falán	devor	wall
fantasy	xayol	fantasy
fantasztikus	hayoliy	fantastic
faragott	o&#39;yilgan	carved
farkas	bo&#39;ri	farkas
fasiszta	fashist	fascist
fauvizmus	fauvizm	fauvism
fazekas	kulol	fazekas
fc	fc	football club
február	fevral	february
februárban	fevral oyida	in february
federer	federer	federer
fedett	qoplangan	covered
fedezte	kashf etilgan	covered
fedezték	kashf etilgan	discovered
fedi	qopqoq	cover
fedélzetén	bortda	on board of
fegyver	qurol	weapon
fegyverek	qurol	weapons
fegyveres	qurollangan	armed
fegyverrel	qurol	with weapons
fegyvert	qurol	weapons
fehér	oq	white
fehérek	oqlar	whites
fehérjék	oqsillar	proteins
fej	bosh	head
feje	bosh	head
fejedelem	shahzoda	emperor
fejedelemség	printsipial	empire
fejedelme	shahzoda	prince of sg
fejedelmek	knyazlar	princes
fejedelmi	knyaz	prince
fejezet	bob	chapter
fejezi	bu	expresses
fejezte	ifoda etdi	concluded
fejezték	yakunlandi	completed
fejlesztett	rivojlangan	developed
fejlesztette	rivojlangan	developed
fejlesztették	rivojlangan	developed
fejlesztés	rivojlanish	development
fejlesztése	rivojlanish	development
fejlesztések	o&#39;zgarishlar	developments
fejlesztési	rivojlanish	development
fejlett	rivojlangan	developed
fejlettebb	yanada rivojlangan	more developed
fejlődik	rivojlanmoq	development
fejlődtek	rivojlangan	developed
fejlődés	rivojlanish	development
fejlődése	evolyutsiyasi	development
fejlődési	rivojlanish	developmental
fejlődésnek	evolyutsiyasi	development
fejlődést	taraqqiyot	development
fejlődésének	evolyutsiyasi	development
fejlődésére	evolyutsiyasi	advance
fejlődését	evolyutsiyasi	development of sy/sg
fejlődött	yaxshilandi	developed
fejlődő	rivojlanmoqda	developing
fejtette	tushuntirdi	unraveled
fejében	aqllar	in the head of sy
fejér	fejér	"name of hungarian region ""fejér megye"""
fejét	bosh	her husband
fekete	qora	black
feketetenger	qora dengiz	black sea
feketék	qora tanlilar	blacks
fekszik	yolg&#39;on gapirish	lies
fekvése	manzil	their position
fekvő	yotgan	pattern
feküdt	yotgan	lying
fel	yuqoriga	up
feladat	vazifa	task
feladata	javobgarlik	task of
feladatok	vazifalar	tasks
feladatokat	vazifalar	tasks
feladatot	vazifa	task
feladta	u taslim bo&#39;ldi	gave up
felajánlotta	taklif	offered
felbomlása	sindirish; ayrilish; to&#39;xtatish	break-up
feldolgozása	qayta ishlash	processing of
feldolgozó	protsessor	manufacturing
fele	ning yarmi	half of
felel	javob bering	be responsible for sy/sg
felelt	javob bering	answered
felelős	javobgar	responsible
felelősek	javobgar	responsible
felelőssé	javobgar	responsible for
felesleges	keraksiz	unnecessary
feleség	xotini	wife
felesége	uning xotini	's wife
feleségek	xotinlar	wives
feleségének	uning xotini	his wife
feleségét	uning xotini	his wife
feleségével	uning xotini	his wife
feleségül	uylangan	(take sy) in marriage
felett	yuqorida	over
feletti	ustida	above
felfedezett	kashf etilgan	discovered
felfedezni	o&#39;rganmoq	to explore
felfedezte	kashf etilgan	discovered
felfedezték	kashf etilgan	discovered
felfedezése	izlang	discovery of
felfedezések	kashfiyotlar	discoveries
felfelé	yuqoriga	upwards
felfogás	idrok	perception
felgyorsult	tezlashtirilgan	accelerated
felhasznált	ishlatilgan	used
felhasználva	ishlatilgan	using
felhasználása	foydalanish	use
felhasználásával	foydalanish	use of
felhasználó	foydalanuvchi	user
felhasználói	foydalanuvchi	users of
felhasználók	foydalanuvchilar	users
felirat	subtitr	caption
felismerte	tan olingan	realized
feljegyzések	yozuvlar	records
felkarcsont	xumus	humerus
felkelés	qo&#39;zg&#39;olon	revolt
felkelők	isyonchilar	insurgents
felkereste	tashrif buyurdi	visited
felkerült	qo&#39;shildi	added
felkérte	taklif qilingan	asked to
felkérést	taklif qilingan	request
fellelhető	topish mumkin	available
fellépett	amalga oshirildi	appeared
felléptek	da ijro etish	acted
fellépés	harakatlar	action
fellépése	harakatlar	sy's appearance
fellépő	ijrochi	emerging
felmelegedés	isitish	warming up
felmerült	paydo bo&#39;ldi	came up
felnőtt	kattalar	grew up
felnőttek	kattalar	adults
felosztás	bo&#39;linma	partition
felosztása	turlari	putrefaction
felsorolt	sanab o&#39;tilgan	listed in
felszerelt	jihozlangan	equipped
felszín	yuzasi	surface
felszíne	yuzasi	surface
felszínen	yuzasida	on the surface
felszíni	yuzasi	surface
felszínre	sirt bilan qoplash	to surface
felszínt	yuzasi	surface
felszínén	yuzasi	on the surface of
felszínét	yuzasi	surface
felszólította	chaqirdi	requested (sy to)
felső	yuqori	upper
felsőbb	yuqori	upper
felsőfokú	ustun	superlative
felsőoktatási	oliy ma&#39;lumot	higher education
feltehetően	ehtimol	supposedly
feltehetőleg	ehtimol	probably
feltárt	oshkor bo&#39;ldi	uncovered
feltétel	shart	condition
feltétele	talab	condition of
feltételek	shartlari	terms
feltételeket	shartlari	terms
feltételezett	shubhali	assumed
feltételezhető	taxmin qilingan	assumed
feltételezés	faraz	assumption
feltételezések	taxminlar	assumption
feltétlenül	mutlaqo	unconditionally
feltűnik	paydo bo&#39;ladi	appear
feltűnt	paydo bo&#39;ldi	appeared
feltűnő	sezgir	conspicuous
felvenni	termoq	add
felvett	yozib olingan	admitted
felvette	terish	acquired
felvették	tan oldi	assumed
felvilágosodás	ma&#39;rifat	enlightenment
felvonás	harakat qilmoq	act
felváltva	navbat bilan	alternatingly
felvétel	yozib olish	record
felvétele	yozib olish	adding
felvételek	yozuvlar	recordings
felvételeket	yozuvlar	records
felvételi	tortishish	entrance examination
felállított	sozlash	up
felállították	qurilgan	set up
felé	ga	direction
felében	ning yarmi	in the half
felén	ning yarmi	(on its east-) side
felépítése	tuzilishi	build of
felépítését	tuzilishi	(its) build
felépítésű	tuzilishi	set-up
felépült	tuzalib ketdi	was established
felét	ning yarmi	half of the
felújítás	qayta tiklash	renovation
felújítása	qayta qurish	restauration of
felügyelet	nazorat	supervision
felügyelete	nazorat	supervision
felügyelő	nazoratchi	inspector
felül	ustida	above
felület	yuzasi	surface
felületen	yuzasi	surface
felületet	yuzasi	surface
felől	dan	from
fenn	yuqoriga	there
fennhatóság	suzerainty	jurisdiction of
fennhatósága	vakolat	authority of sy/sg
fennmaradt	saqlanib qolgan	remaining
fennmaradó	qolgan	remaining
fenntartani	saqlab qolish	to maintain
fennálló	mavjud	extant
fenol	fenol	fenol (chemistry)
fent	yuqorida	above
fenti	yuqori	above
fenyegette	tahdid qildi	threatened
ferdinand	ferdinand	ferdinand
ferdinánd	ferdinand	ferdinand
ferenc	fransisk	francis
ferenccel	ferenc	with ferenc
ferences	fransisk	franciscan
ferencet	frensis	frank
ferencz	ferents	francis
ferenczy	ferenczy	ferenczy
fernando	fernando	fernando
ferrari	ferrari	ferrari
fertőzés	infektsiya	infection
fertőzések	infektsiyalar	infections
fertőzött	kasallangan	infection based
fertőző	yuqumli	contageous
festett	bo&#39;yalgan	painted
festette	tomonidan bo&#39;yalgan	painted
festival	festival	festival
festmény	rasm	painting
festménye	rasmlar	painting of
festményei	rasmlar	(her/his) paintings
festészet	rasm	painting
festő	rassom	painter
festők	rassomlar	painters
festőművész	rassom	painter
fesztivál	festival	festival
fesztiválon	festival	at the festival
feszültség	keskinlik	tension
feszültségek	keskinliklar	tensions
feszültséget	keskinlik	tension
feudális	feodal	feudal
fia	o&#39;g&#39;li	son of
fiai	o&#39;g&#39;illari	sy's sons
fiatal	yosh	young
fiatalabb	yoshroq	youngest
fiatalok	yoshlar	youth
fiatalon	yosh	young
fiction	fantastika	fiction
fidel	sadoqatli	fidel
fidesz	fidesz	fidesz (hungarian civic party)
fifa	ellikta	fifa
figura	raqamlar	figure
figyelembe	olish	to the attention
figyelemmel	diqqat bilan	(follow) with attention
figyelhető	kuzatilgan	observed
figyelmen	ko&#39;rib chiqish	consideration
figyelmet	diqqat	attention
figyelmét	diqqat	attention
film	film	movie
filmben	film	in the movie
filmek	filmlar	films
filmekben	filmlar	in films
filmeket	filmlar	films
filmes	rejissyor	movie
filmet	film	movie
filmfesztivál	kinofestival	movie festival
filmje	film	his film
filmjei	filmlar	movies
filmjében	film	movie
filmjét	film	it's film
filmkritikusok	kino tanqidchilari	movie critics
filmművészet	kinematika	cimetaic art
filmnek	film	movie
filmográfia	filmografiya	filmography
filmre	film	in movies
filozófia	falsafa	philosophy
filozófiai	falsafiy	philosophical
filozófiája	falsafa	sy's philosophy
filozófus	faylasuf	philosopher
filozófusok	faylasuflar	philosophers
finger	barmoq	english word
finn	fincha	finnsih
finnország	finlyandiya	finland
finnugor	finno-ugrcha	finno-ugric
finom	yaxshi	fine
fire	olov	fire
firefox	firefox	firefox
firenze	florensiya	florence
firenzei	florentsiya	florentine
firenzében	gullash	in firenze
fityma	foreskin	foreskin
fiume	fiume	fiume
fizetett	to&#39;langan	paid
fizetni	to&#39;lash	pay
fizetési	to&#39;lov	payment
fizika	fizika	physics
fizikai	jismoniy	physical
fizikailag	jismoniy	phisically
fizikus	fizik	physicist
fizikusok	fiziklar	physicists
fiának	o&#39;g&#39;li	to his son
fiát	o&#39;g&#39;li	sy's son
fiával	o&#39;g&#39;li	with his son
fiú	bola	boy
fiúk	o&#39;g&#39;il bolalar	boys
fiút	bola	boy
fk	fk	fk
flamand	flamandlarga oid	flemish
flotta	flot	fleet
floyd	floyd	floyd
fm	fm	fm
fodor	muzlatgich	fodor
fog	tish	tooth
fogadja	qabul qiling	receive
fogadott	qabul qilingan	adopted
fogadta	qabul qilindi	received
fogadták	qabul qilindi	welcomed
fogak	tishlar	teeth
fogalma	fikr	concept (of)
fogalmak	tushunchalar	concepts
fogalmazta	shakllantirish	formulated
fogalmát	tushunchasi	concept
fogalom	tushunchasi	concept
fogja	irodasi	will
fogják	irodasi	will
foglal	zaxira	reserves
foglalja	kitob	include
foglalják	egallamoq	score
foglalkozik	bitim	deals
foglalkoznak	bitim	occupied with
foglalkozni	bitim	deal
foglalkozott	bilan band bo&#39;lgan	engaged
foglalkoztak	muomalada	dealt with
foglalkozás	kasb	craft
foglalkozó	yoqilgan	dealing
foglalt	band	included
foglalta	ishg&#39;ol qilingan	included
foglalták	bron qilingan	conquered
fognak	irodasi	will
fogoly	mahbus	prisoner
fogott	ushlandi	started
fogságba	asirga olish	captivity
fogta	oldi	held
fogva	dan	very
fogyasztják	iste&#39;mol qilinadi	consuming
fogyasztása	iste&#39;mol	consumption
fokozat	daraja	degree
fokozatos	bosqichma-bosqich	gradual
fokozatosan	asta-sekin	gradually
fokozott	kuchaygan	increased
fokozta	kuchaygan	increased
fokozza	ortadi	increases
fokú	daraja	-grade
foltok	dog&#39;lar	spots
folyamat	jarayon	process
folyamata	jarayon	process
folyamatban	jarayonda	process
folyamatok	jarayonlari	processes
folyamatos	davomiy	continuous
folyamatosan	doimiy ravishda	continuously
folyamatot	jarayon	process
folyik	oqimi	run
folyt	davomiyligi	was
folytak	o&#39;tkazildi	continued
folytatja	u davom etadi	continues to
folytatják	davom eting	continue
folytatni	davom eting	continue
folytatott	bilan	continued
folytatta	deb davom etdi	continued
folytattak	o&#39;tkazildi	practice
folytatták	davom etdi	continued
folytatása	davom eting	continuation
folytatását	davom eting	continuation of
folytatódik	davom eting	continues
folytatódott	davom etdi	continued
folytonos	doimiy	perpetual
folytán	sababli	in the course of
folyékony	suyuq	liquid
folyó	daryo	river
folyói	daryolari	's rivers
folyóirat	jurnal	journal
folyója	daryo	sg's river
folyók	daryolari	rivers
folyón	daryo	river
font	funt	pound
fontos	muhim	important
fontosabb	muhimroq	more important
fontosak	muhim	are important
fontosnak	muhim	important
fontosságú	ustuvorlik	importance
fontsizes	fontsizatsiya qiladi	fontsize
fonálkígyófélék	leptotiflopidae	leptotyphlopidae (type of reptiles)
football	futbol	english word
forbes	taqiqlaydi	forbes
ford	ford	ford
fordul	burish	recourse
fordulat	burish	turn
fordulatot	ortga burilmoq	turn
fordulnak	sodir bo&#39;ladi	turn
fordult	burildi	turned
fordultak	burildi	turned
forduló	burish	turn
fordulóban	dumaloq	round
fordított	teskari	translated
fordította	tarjima qilingan	translated
fordítva	teskari	the other way around
fordítás	tarjima	translation
fordítása	tarjima	translation of
fordítások	tarjimalari	translation
fordító	tarjimon	translator
forgalmat	transport	traffic
forgalmi	transport	current
forgalom	transport	traffic
forgalomba	bozor	(to) fiscal circulation
forgalomban	transport	in circulation
forgatta	burildi	inconsistent examples (könyvet forgat=read a book - filmet forgat=shoot a movie)
forgatták	filmga olingan	filmed
forgatás	tortishish	shooting (of film)
forgatása	suratga olish	filming
forgatókönyv	stsenariy	screenplay
forgatókönyvcs	unutatokoknyvlar	colon is required here (forgatókönyv=script)
forgása	aylanish	rotation of
forgási	aylanish	rotation
forgó	aylanadigan	rotating
forint	forint	forint
forma	shakl	shape
formai	rasmiy	form
formula	formula	formula
formulaben	uning formulasi	in formula 1
formulaes	formulalar	formula
formában	shakli	in form
formái	shakllari	forms
formája	shakli	sorm of sg
formájában	shakl	in the form
formáját	shakli	form
formájú	shakli	shape
formák	shakllari	forms
formális	rasmiy	formally
formát	shakli	form
forradalmat	inqilob	revolution
forradalmi	inqilobiy	revolutionary
forradalom	inqilob	revolution
forradalomban	inqilob	during the revolution
forrás	manba	source
forrása	manba	source
forrásból	manba	source
források	manbalar	sources
forrásokból	manbalar	from sources
forró	issiq	hot
forum	forum	forum
fosszilis	qazilma	fossile
fotók	fotosuratlar	photos
foundation	poydevor	foundation
fox	tulki	english word
france	fransuz	france
francesco	fransuz	francesco
francia	fransuz	french
franciaország	frantsiya	france
franciaországba	frantsiya mamlakati	to france
franciaországban	fransiyada	in france
franciaországi	frantsiya	of france
francis	frank	francis
francisco	fransisko	franciso
franciák	fransuz	french
franciául	frantsuz tilida	in french
franco	frank	franco
frank	frank	frank
frankfurt	frankfurt	frankfurt
franklin	franklin	franklin
franz	frantsuz	franz
françois	fransuzcha	francois
fred	fred	frédi
freddie	freddi	freddie
frekvencia	chastotasi	frequency
freud	freydizm	freud
friedrich	fridrix	friedrich
frigyes	frederik	friedrich
friss	yangi	fresh
frissen	yangi	freshly
from	dan	english word
front	old tomon	front
fronton	old tomon	on the front
ft	ft	abbreviation of various words
fulham	tulxam	fulham
fulladt	cho&#39;kib ketdi	drowned
funkció	funktsiyasi	function
funkciója	funktsiyasi	function
funkciók	vazifalari	functions
furcsa	g&#39;alati	strange
fut	yugurish	run
futam	irqi	round
futamon	irqi	on a run
futamot	irqi	race
futball	futbol	football
futott	qizdirilgan	ran
futó	isitish	running
fából	o&#39;tin	of wood
fácánfélék	tustovuq	pheasant
fájdalom	og&#39;riq	pain
fájl	fayl	file
fájlbudapest	fayl budapest	(meaningless compound)
fájlcharacter	fajlcharacter	file:character
fájlok	fayllar	files
fák	daraxtlar	trees
fáraó	fir&#39;avn	pharaoh
fázis	faza	phase
fél	partiya	half
félelem	qo&#39;rquv	fear
félidőben	yarim vaqt	halftime
félig	yarmi	half
félsziget	yarim orol	peninsula
féltekén	yarim sharda	hemisphere
félvér	yarim zotli	half breed
fém	metall	metal
fémek	metallar	metals
fémes	metallga oid	metalic
fény	yorug&#39;lik	light
fényes	yorqin	bright
fényképek	fotosuratlar	photos
fényt	yorug&#39;lik	light
féregatkák	pentastomida	pentastomida
férfi	kishi	man
férfiak	erkaklar	men
férfinév	erkak ismi	man's name
férfit	kishi	man
férj	er	husband
férje	uning eri	her husband
férjhez	uylangan	husband
férjét	er	her husband
fórum	forum	forum
föderáció	federatsiyasi	federation
föl	yuqoriga	up
föld	yer	earth
földalatti	er osti	underground
földet	yer	the earth
földgáz	tabiiy gaz	natural gas
földi	zamin	ground
földközitenger	o&#39;rtayer dengizi	mediterranean sea
földművelés	qishloq xo&#39;jaligi vaziri	of agriculture
földpátok	dala shpatlari	felspars
földrajz	geografiya	geography
földrajza	geografiya	geography of
földrajzi	geografik	geographical
földre	pastga	soil
földrengés	zilzila	earthquake
földrengések	zilzilalar	earthquakes
földről	zamin	land
földtörténeti	geologik tarixi	(sg of) geological history
földön	yerda	inconsistent examples (német föld=german land - földön fekvő=líing on the ground)
fölé	yuqorida	above
fölött	yuqorida	above
fúzió	birlashish	fusion
fúziós	termoyadroviy	fusion
függ	ga bog&#39;liq	depends
független	mustaqil	independent
függetlenség	mustaqillik	independence
függetlenséget	mustaqillik	independence
függetlenségi	mustaqillik	independence
függetlenségét	mustaqillik	independence
függetlenül	mustaqil ravishda	independent
függvény	funktsiyasi	function
függvények	vazifalari	functions
függő	qaram	dependent
függően	bog&#39;liq holda	depending
függőleges	vertikal	vertical
fülbemászók	quloqchalar	catchy
fülöp	filippin	philip
fülöpszigetek	filippin	philippines
für	matkap	für
fürdő	vanna	spa
füves	o&#39;tli	grassy
fő	asosiy	main
főbb	asosiy	major
főherceg	archduke	archduke
főhercegnő	arxotexnika	archduchess
főhős	bosh qahramon	protagonist
főiskola	kollej	university
főiskolai	kollej	academic
főként	asosan	mainly
főképp	asosan	mainly
főleg	ayniqsa	particularly
főnevek	otlar	nouns
főnix	feniks	phoenix
főnév	ot	noun
főnévi	asosli	noun
főnök	boshliq	chief
főnöke	boshliq	(her/his/its) boss
főparancsnoka	bosh qo&#39;mondon	sg's commander-in-chief
főre	odamlar	people
fős	odamlar	head
főszerepet	asosiy rol	main role
főszereplésével	yulduzcha	starring
főszereplő	bosh qahramon	protagonist
főszereplője	yulduzcha	sg's leading character
főszereplők	asosiy aktyorlar	leading characters
főurak	lordlar	lords
főváros	poytaxt	capital
fővárosa	poytaxt	its capital
fővárosba	poytaxt	to the capital city
fővárosban	poytaxt	in the capital
fővárosi	poytaxt	metropolitan
fővárost	poytaxt	capital
főút	avtomagistral	highway
fűződik	oshkor qilish	ties in to/with
fűződő	olib keladi	attached
ga	ga	ga
gabriel	gabriel	gabriel
gabriela	gabriela	gabriela
gabriella	gabriella	gabriella
gaga	gaga	gaga
galaxis	galaktika	galaxy
galilei	galilei	galilei
galileo	galileo	galileo
gall	gaul	gallic
galleria	galleriya	galery
galéria	galereya	gallery
gandhi	gandi	gandhi
garcía	garsiya	garcia
gary	gari	gary
gasztronómia	gastronomiya	gastronomy
gazda	dehqon	owner
gazdag	boy	rich
gazdaság	iqtisodiyot	economy
gazdasága	iqtisodiyot	economy of
gazdasági	iqtisodiy	economic
gazdaságilag	iqtisodiy	economically
gazdaságot	iqtisodiyot	economy
gbr	gbr	gbr
gdp	gdp	gdp
gedeon	gedeon	gedeon
gellért	gellért	gellért
general	hosil qilmoq	general
generációs	avlod	generation
genetikai	genetik	genetic
genf	jeneva	geneva
genfben	jeneva	in geneva
genfi	jenevan	from geneva
geológiai	geologik	geologic
geometria	geometriya	geometry
geometriai	geometrik	geometric
geomorfológia	geomorfologiya	geomorphology
georg	georg	georg
george	jorj	george
georges	georges	georges
ger	alder	not a hungarian word
gera	gera	gera
gergely	john	gregory
germán	nemis	german
get	olish	english word
gillan	gillan	gilan
gilliam	gilliam	gilliam
gilmour	gilmur	gilmour
gimnázium	maktab	highschool
gimnáziumban	maktab	high school
giorgio	giorgio	giorgio
giovanni	govanni	giovanni
girl	qiz	girl
girls	qizlar	girls
gitár	gitara	guitar
gitárok	gitaralar	guitars
gitáros	gitarist	guitarist
giuseppe	guzal	giuseppe
gizella	gizella	gizella 8forename)
gleccserek	muzliklar	glaciers
globalizáció	globallashuv	globalization
globe	globus	"not a hungarian word. ""globe"" means ""földgolyó"""
globedíj	globus mukofoti	globe prize
globális	global	global
glover	qo&#39;lqop	glover
gmail	gmail	gmail
gnu	gnu	gnu
goethe	goet	goethe
gogh	gog	gogh
gold	oltin	english word
golden	oltin	golden
gomb	orb	button
gomba	qo&#39;ziqorin	mushroom
gombák	qo&#39;ziqorinlar	mushrooms
gondok	tashvishlar	troubles
gondolat	o&#39;yladi	thought
gondolata	fikrlar	thought
gondolatok	fikrlar	thoughts
gondolja	o&#39;ylab ko&#39;ring	think
gondolják	o&#39;yladi	they think
gondolkodás	o&#39;ylash	thinking
gondolkodó	o&#39;ylash	inconsistent examples (both noun and verb has the same written form philospher or thinking )
gondolkodók	mutafakkirlar	philosophers
gondolta	o&#39;yladi	thought
gondolták	o&#39;yladi	thought
gondosan	ehtiyotkorlik bilan	carefully
gondot	muammo	trouble
gong	gong	gong
gonosz	yovuzlik	bad
google	google tomonidan	google
gordon	juft bass	gordon
got	gotika	got
gottfried	gotfrid	gottfried
grafikus	grafik	graphic
grafit	grafit	graphite
graham	graham	graham
gran	don	gran
grand	katta	grand
grande	grande	grande
grant	grant	grant
gravitációs	tortishish kuchi	gravitational
gray	kulrang	gray
griffin	griffin	griffin
groom	kuyov	groom
group	guruh	group
