$	dollarni tashkil etadi	dollar
идентитета	kimligi	identity
идеологија	mafkura	ideology
идеологије	mafkura	ideology
идеолошки	mafkuraviy	ideological
идеја	fikr	idea
идеје	fikrlar	ideas
идеји	fikrlar	ideas
идеју	fikr	idea
иду	ketmoqdalar	go
из	dan	from
иза	va uchun	behind
изабран	saylangan	chosen
изабрана	tanlandi	chosen
изабрани	tanlangan	chosen
изабрао	tanladi	chose
изазвала	qo&#39;zg&#39;atdi	caused
изазвали	qo&#39;zg&#39;atdi	caused
изазвало	sabab bo&#39;ldi	caused
изазване	provokatsiya	caused
изазвао	qo&#39;zg&#39;atdi	caused
изазвати	qiyinlashtirmoq	provoke
изазива	qo&#39;zg&#39;atadi	causing
изазивају	qo&#39;zg&#39;atmoq	provoke
изазове	qiyinchiliklar	challenges
изашао	tashqariga chiqdi	came out
изашла	chiqib ketdi	turned out
изађе	chiqadi	is out
избацио	taqillatdi	threw out
избегли	qochib ketdi	avoid
избеглица	qochoq	refugee
избеглице	qochqinlar	refugees
избио	chiqdi	broke out
избија	otilib chiqqan	emerges
избијања	avjlar	outbreak
избијање	avj olish	outbreak
избор	tanlov	choice
избора	tanlov	elections
изборе	saylovlar	elections
избори	saylovlar	elections
избори=	saylovlar =	elections=
изборима	saylovlar	elections
избору	tanlash	election
изван	tashqarida	out of
изведе	ijro eting	perform
изведен	amalga oshirildi	made
изведена	amalga oshirildi	performed
изведени	olingan	derived
изведено	amalga oshirildi	derived
извео	amalga oshirildi	performed
извесно	albatta	certain
известан	aniq	certain
извештај	hisobot	report
извештају	hisobot	report
извире	buloqlar	springs
изводе	tomonidan ijro etilgan	performed
изводи	sanab chiqing	extract's
извоз	eksport	export
извоза	eksport	export
извозу	eksport	export
извор	manba	source
извора	manbalar	sources
изворе	manbalar	sources
извори	manbalar	sources
изворима	manbalar	sources
изворни	original	source
изворно	dastlab	originally
изворног	asl nusxasi	source
извођач	pudratchi	performer
извођача	ijrochilar	performer
извођачи	ijrochilar	artists
извођења	ishlash	performance
извођење	ishlash	performance
извршен	qatl qilindi	executed
извршена	o&#39;tkazildi	is performed
изврши	bajarmoq	perform
извршила	qatl qilindi	conducted
извршили	qatl qilindi	executed
извршио	qilingan	did
извршна	ijrochi	executive
извршне	ijrochi	executive
извршни	ijrochi	executive
извршног	ijrochi	executive
извршну	ijrochi	executive
изглед	tashqi ko&#39;rinishi	apperance
изгледа	kabi ko&#39;rinadi	seems
изгледу	tashqi ko&#39;rinishi	appearance
изговара	talaffuz qiladi	pronounce
изговор	uzr	excuse
изградио	qurilgan	built
изградња	qurilish	building
изградње	qurilish	building
изградњи	qurilish	building
изградњом	qurilish	building
изградњу	qurilish	building
изграђен	qurilgan	built
изграђена	qurilgan	built
изграђене	qurilgan	build
изграђени	qurilgan	built
изграђено	qurilgan	bulit
изгубила	yo&#39;qolgan	lost
изгубили	yo&#39;qolgan	lost
изгубио	yo&#39;qotilgan	lost
изгубљена	yo&#39;qolgan	lost
издавање	berish	publishing
издао	berilgan sana	betrayed
издат	berilgan sana	issued
издаје	berilgan sana	released
издају	xiyonat	issue
издања	nashrlar	publications
издање	nashr	edition
издању	nashr	edition
издваја	yakka	distinguishes
издвајају	ajralib turadi	stand out stand out stand out
издвојити	ajratmoq	put aside
излаз	chiqish	output
излазе	tashqariga chiq	came out
излази	chiqadi	come out
изласка	chiqish	outing
изложена	fosh qilingan	exposed
изложени	fosh qilingan	exposed
измена	o&#39;zgartirish	modifications
измене	o&#39;zgaradi	changes
између	orasida	between
изнад	yuqorida	above
изненада	to&#39;satdan	suddenly
изненађење	ajablanib	surprise
изнео	olib keldi	presented
износе	miqdor	amounts
износи	miqdor	amounts
износио	olib keldi	amount
израде	yasash	development
изради	yasash	creation
израдио	qilingan	made
израду	yasash	building
израел	isroil	israel
израела	isroil	israel
израелске	isroil	israeli
израелу	isroil	israel
изражава	ifodalaydi	expresses
изражавања	iboralar	expresions
изражен	ifoda etdi	over indicated
изражена	ifoda etdi	expressed
израз	ifoda	expression
израза	ifoda	sayings
изрази	iboralar	expresions
изразито	aniq	very
изузев	tashqari	except
изузетак	istisno	exception
изузетком	bundan mustasno	exception
изузетне	favqulodda	extraordinary
изузетно	favqulodda	exceptionally
изучава	tadqiqotlar	learned
изучавања	tadqiqotlar	studying
изучавање	o&#39;rganish	studying
изјава	bayonot	statement
изјаве	bayonotlar	statemets
изјавио	aytilgan	stated
иили	va	and/or
икад	va qachon	ever
икада	har doim	sometimes
икона	belgisi	icon
иконе	piktogramma	ikons
икс-окс	tic tos barmog&#39;i	tic-tac-toe
или	yoki	or
илира	ilira	illyrians
илири	illitrlar	illyria
илија	ilija	ilija
илијаде	iliad	iliad
илије	yoki bo&#39;ladi	eli
илић	ilić	ilic
илиџа	ilidža	ilidza
илузија	xayol	ilusion
им	va m	them
има	ega	is
имала	edi	had
имале	edi	had
имали	bormi	had
имало	edi	had
имамо	bizda ... bor	we have
имао	edi	had
имати	bor	having
имају	bor	have
имања	mulklar	plots
имање	mulk	property
име	ism	name
имена	ismlar	names
именима	ismlar	names
именица	ot	noun
именице	otlar	noun
именовање	tayinlash	named
именом	nomi bilan	name
имену	nomi	by name
именује	tayinlaydi	assign
имовине	mulk	property
имовину	mulk	property
император	imperator	imperator
империја	imperiya	empire
империје	imperiya	empire
имунизација	emlash	immunisation
иначе	aks holda	otherwise
инвазија	bosqinchilik	invasion
инвазије	bosqinchilik	invasion
инвазију	bosqinchilik	invasion
инвестиције	investitsiyalar	investment
инволуција	bosqinchilik	involution
индикатор	ko&#39;rsatkich	indicator
индија	hindiston	india
индијан	hind	indian
индије	hindiston	india
индији	hindiston	india
индијски	hind	indian
индијског	hind	indian
индоевропски	hind-evropa	indo-european
индонезија	indoneziya	indonesia
индонезије	indoneziya	indonesia
индустрија	sanoat	industry
индустрије	sanoat	industry
индустрији	sanoat	industry
индустријска	sanoat	industrial
индустријске	sanoat	industrial
индустријски	sanoat	industrial
индустријских	sanoat	industrial
индустрију	sanoat	industry
инжењер	muhandis	engineer
иницијативу	tashabbus	initiative
инка	inca	inca
инкубација	inkubatsiya	incubation (could be: desease, bactery, or development of a newborn child)
инокулација	emlash	inoculation
иностраних	xorijiy	foreign
иностранству	chet elda	overseas
инсекти	hasharotlar	insects
инсистирао	turib oldi	inisted
инспирација	ilhom	inspiration
институт	instituti	institute
института	instituti	institute
институција	muassasa	institution
институције	muassasalari	institutions
инструкција	ko&#39;rsatma	instruction
инструмената	asboblar	instruments
инструмент	asbob	instrument
инсулин	insulin	insuline
инсулина	insulin	insulin
интеграције	integratsiya	integration
интелектуализација	ziyolilik	intellectualizing
интензивно	intensiv ravishda	intensively
интервенције	aralashuvlar	intervention
интервју	intervyu	interview
интервјуу	intervyu	interview
интерес	qiziqish	interest
интереса	qiziqish	interests
интересе	qiziqish	interests
интересовања	qiziqishlar	interests
интересовање	qiziqish	interesting
интернационални	xalqaro	international
интернет	internet	internet
интернета	internet	the internet
интернету	internet	internet
инфекција	infektsiya	infection
инфекције	infektsiyalar	infections
инфлација	inflyatsiya	inflation
инфлације	inflyatsiya	inflation
информација	ma `lumot	information
информације	ma `lumot	information
инфраструктура	infratuzilma	infrastructure
инфраструктуре	infratuzilma	infrastructure
инцидент	voqea	incident
ип	ip	ip
ипак	hali	however
ирак	iroq	iraq
иран	eron	iran
ирана	eron	iran
иранска	eronlik	iran
иранске	eronlik	iran
ирански	eronlik	iranian
ирану	eron	iran
ирска	irlandiya	ireland
ирске	irlandiya	irish
иса	va bilan	isa
исидора	isidora	isidora (personal name)
искористи	foyda olish	use
искористили	ishlatilgan	used
искористио	ishlatilgan	used
искуства	kechinmalar	experiances
искуство	tajriba	experience
искључиво	faqat	only
ислам	islom	islam
ислама	islom	islam
исламска	islomiy	islamic
исламске	islomiy	islamic
исламски	islomiy	islamic
исламу	islom	islam
исланд	orol	island
исланда	islandiya	island
испитивања	sinov	examinations
испитивање	imtihon	interrogation
испод	ostida	below
испрва	boshida	at first
испред	ni oldida	in front
иста	va nima	same
истакао	ishora	said
истакнути	ishora qilmoq	eminent
истакнутог	atoqli	prominent
истанбул	istanbul	istanbul
исте	xuddi shu	the same
исти	xuddi shu	same
истим	xuddi shu	the same
истина	haqiqat	truth
истине	haqiqat	truth
истину	haqiqat	truth
истих	xuddi shu	the same
истиче	diqqatga sazovor joylar	highlight
истичу	ajralib turadi	point out
исто	xuddi shu	also
истовремено	xuddi shu paytni o&#39;zida	at the same time
истог	xuddi shu	the same
истоимене	xuddi shu nomdagi	the same named
истоименог	xuddi shu nomdagi	the same named
истоименом	xuddi shu nomdagi	of the same name
исток	sharq	east
истока	sharqda	east
истоку	sharqda	east
истом	xuddi shu	same
историчар	tarixchi	historian
историчара	tarixchi	historian
историчари	tarixchilar	historians
историја	tarixi	history
историјат	tarixi	hostiry
историје	tarixi	history
историји	tarixi	histori
историјом	tarixi	history
историјска	tarixiy	historic
историјске	tarixiy	historic
историјски	tarixan	historical
историјским	tarixiy	historic
историјских	tarixiy	the historical
историјско	tarixan	historical
историјског	tarixiy	historical
историјском	tarixiy	historical
историјску	tarixiy	historical
историју	tarixi	history
источна	sharqiy	east
источне	sharqiy	east
источни	sharqiy	eastern
источним	sharqiy	east
источних	sharqiy	eastern
источно	sharqda	east
источног	sharqiy	eastern
источном	sharqiy	east
источној	sharqiy	east
источну	sharqiy	east
истој	xuddi shu	the same
истрага	tergov	investigation
истраживачи	tadqiqotchilar	explorers
истраживања	tadqiqot	researches
истраживање	tadqiqot	research
истраживањима	tadqiqot	researches
исту	xuddi shu	same
исус	iso	jesus
исуса	iso	jesus
исусово	iso	jesus
исусовог	isoning	christ
исусу	iso	jesus
исход	natija	outcome
исхране	oziqlanish	food
исхрани	parhez	food
италија	italiya	italy
италијана	italyancha	italians
италијани	italiyaliklar	italians
италијанима	italiyaliklar	italians
италијанска	italyancha	italian
италијанске	italyancha	italian
италијански	italyancha	italian
италијанских	italyancha	italian
италијанског	italyancha	italian
италијанском	italyancha	italian
италије	italiya	italy
италији	italiya	italy
италијом	italiya	italy
италију	italiya	italy
итд	va boshqalar	etc
их	ularni	them
ихтиологија	ixtiologiya	ichthyology
ишао	ketdi	went
ић	boring	-ic
ка	ka	toward
кабине	idishlar	cabine
каваја	qahva	kavaja
кавказа	kavkaz	caucasus
кавказу	kavkaz	caucasus
кад	qachon	when
када	qachon	when
кадмијум	kadmiy	cadmium
каже	deydi	say
кажу	ular aytishdi	say
казахстан	qozog’iston	kazahstan
казахстана	qozog’iston	kazakhstan
казна	jazo	punishment
казне	jarimalar	penalties
казну	jazo	punishment
какав	qanday	what
какао	kakao	cocoa
каква	nima	such
какве	nima	such as
како	qanday	how
календар	taqvim	calendar
календара	taqvim	calendar
календару	taqvim	calendar
калибра	kalibrli	caliber
калифорнија	kaliforniya	california
калорија	kaloriya tarkibi	calorie
камба	kamba	kamba(personal name for bantu ethnic group in kenia)
камбријум	kembriy	cambrium
камен	tosh	stone
камена	tosh	stone
камене	tosh	stone
каменица	ustritsa	kamenica
каменовање	toshbo&#39;ron qilish	stoning
каменог	toshdan	stone
каменом	tosh	stone
камену	tosh	stone
камера	kamera	camera
кампања	kampaniyasi	campagne
кампање	kampaniyalari	campaign
кан	mumkin	kahn
канада	kanada	canada
канаде	kanada	canada
канади	kanada	canada
канадски	kanada	canadian
канал	kanal	channel
канала	kanal	channels
канали	kanallar	channels
кандела	qandil	candela
кандидат	nomzod	candidate
кандидата	nomzod	candidates
канон	kanon	canon
кант	kant	kant
кантон	kanton	canton
кантона	kanton	cantons
кантони	kantonlar	cantons
канцеларија	idora	office
као	kabi	as
капацитет	imkoniyatlar	capacity
капацитета	imkoniyatlar	capacity
капела	ibodatxona	chapel
капетан	kapitan	captain
капетана	kapitan	captain
капитал	poytaxt	c
капитала	poytaxt	capital
капитализма	kapitalizm	capitalism
капија	darvoza	gate
капије	darvozalar	gate
каракалпаци	karakalpaci	karakalpak's
карактер	tabiat	character
карактера	belgi	character
карактеристика	xarakterli	characteristics
карактеристикама	xususiyatlari	characteristics
карактеристике	xususiyatlari	characteristics
карактеристичан	xarakterli	characteristical
карактеристична	xarakterli	characteristic
карактеристичне	xarakterli	characteristic
карактеристично	xarakterli	characteristic
карактерише	xarakterlaydi	characterize
карактеришу	tavsiflamoq	characterized by
каранфил	chinnigullar	clove
карата	xaritasi	maps
карађорђе	karadjordje	karadjordje
карађорђевић	karadjordevich	karadjordjevic
карађорђевића	karadjordevich	karadjorjevic
караџић	karajich	karadzic
караџића	karajich	karadzic
карбонат	karbonatli	carbonate
кардинала	kardinal	cardinal
каријера	mansab	career
каријере	mansab	career
каријери	mansab	career
каријеру	mansab	career
карл	karl	karl
карла	karla	carl,first name
карло	karlo	charles
карловци	karlovchi	karlovac
карловцима	karlovchi	karlovic
карлос	karlos	carlos
карта	xaritasi	map
карте	xaritalar	maps
картица	karta	card
касити	kasiti	kassites
касних	kech	late
касније	keyinroq	later
каснијег	keyinroq	later
каснији	keyinroq	later
каснијим	keyinroq	later
касно	kech	late
каспијског	kaspiy	caspian
кастро	kastro	catro
катарина	ketrin	catarina
категорија	kategoriya	category
категоријаакадемици	kategoriya markasi	categoryacademics
категоријабеограђани	belgraders toifasi	category: belgrade people
категоријаград	toifadagi shahar	category city
категоријаградови	kategoriyalar	"категорија градови (these are two words meaning ""category""  ""cities"")"
категоријагрчки	kategoriyagreek	greek category
категоријадобитници	kategoriya g&#39;oliblari	category: winners
категоријадржаве	davlat kategoriyasi	category:country
категоријаетничке	etnik	category: ethnic
категоријаинтернет	kategoriya	category: internet
категоријаисторија	kategoriya tarixi	category:history
категоријанасељена	aholi yashaydi	populated categories
категоријанато	toifalangan	categorical
категоријаопштина	toifadagi munitsipalitet	categorymunicipalities
категоријарођени	toifadagi	category
категоријасветска	kategoriya olami	category: worlds
категоријасрби	serblar toifasi	category serbian's
категоријасрпска	kategoriyaserbiy	serbian category
категоријасрпске	serb toifalari	category serbian
категоријасрпски	kategoriyaserbiy	category: serbian
категоријаумрли	kategoriya bo&#39;yicha	category:dead
категоријаучесници	kategoriya ishtirokchilari	categories of participants
категоријачланови	kategoriya a&#39;zolari	category member
категоријајезици	kategoriyalar	language categories
категоријајугословенски	kategoriya yugoslav	category: yugoslav
категорије	toifalar	category
катедрала	ibodathona	cathedral
католика	katolik	catholics
католици	katoliklar	catholics
католичка	katolik	catholic
католичке	katolik	catholic
католички	katolik	catholic
католичких	katolik	catholic
кањон	kanyon	canyon
кв	kv	kilovolts
квадар	kvadrat	cuboid
квалитет	sifati	quality
квалитета	sifati	quality
квалификовала	malakali	qualified
квантна	kvant	quantum
квантне	kvant	quantum
келти	keltlar	celtics
керамике	kulolchilik	ceramics
кеса	sumka	bag
килобајт	kilobayt	kilobyte
километара	km	kilometres
ким	kim	kim (abbreviation,stands for kosovo i metohija)
кина	chinni	china
кине	kine	china
кинематографија	kinematografiya	cinematography
кинеска	xitoy	chinese
кинески	xitoy	chinese
кинетохор	kinetohor	kinetochore
кини	xitoy	china
кином	kinoteatr	china
кину	kinoteatr	china
кипар	kipr	cyprus
кипра	kipr	cyprus
кипру	kipr	cyprus
киријум	kirium	cirium
киселина	kislota	acid
киселине	kislotalar	acid
кисеоник	kislorod	oxygen
кисеоника	kislorod	oxygen
кихот	quixot	quixote
кичмењака	umurtqali hayvonlar	vertebrates
киша	yomg&#39;ir	rain
кише	yomg&#39;ir	rain
кијев	kiev	kiev
кк	kk	kk
клавје	klavje	clavet
класа	sinf	class
класе	sinf	classes
класификација	tasniflash	clasification
класична	klassik	classical
класичне	klassik	classical
класични	klassik	classical
класичног	klassik	clasic
клаудије	klaudiya	claudius
клеопатра	kleopatra	cleopatra
клима	iqlimi	climate
климатологија	iqlimshunoslik	climatology
климатске	iqlimiy	climate
климатски	iqlimiy	climatic
климатских	iqlimiy	climatic
климе	iqlimi	climate
климу	iqlimi	climate
клисура	darada	gorge
клисуре	darada	canyon
клитемнестра	klitemnestra	klitemenestra
клица	mikroblar	embryo
клуб	klub	club
клуба	klub	club
клубова	klublar	clubs
клубови	klublar	clubs
клубу	klub	club
кнежевина	printsipial	baronies
кнежевине	printsipial	principality
кнежевић	shahzoda	knezevic
кнез	shahzoda	duke
кнеза	shahzoda	duke
кнезова	knyazlar	knyaz
кнезу	shahzodaga	knight
книн	knin	knin (town name)
книна	knina	knin
ко	co	who
коалиција	koalitsiyasi	coalition
коалиције	koalitsiyalari	coalition
ковач	temirchi	miso
ковачевић	kovačević	kovacevic
ког	kog	who
кога	qachon	whom
код	kodi	near
код=	kod =	code
кода	kodi	code
коже	teri	skin
кола	mashina	dance
колекција	yig&#39;ish	collection
колико	necha pul	how much
количина	miqdori	amount
количинама	miqdorlar	amounts
количине	miqdor	quantity
количини	miqdori	quantities
количину	miqdori	amount
коло	g&#39;ildirak	cicuit
колоне	ustunlar	colonies
колонисти	mustamlakachilar	colonists
колонија	mustamlaka	colony
колоније	mustamlakalar	colonies
колу	g&#39;ildirak	round
колумбија	kolumbiya	columbia
ком	dona	which
комад	parcha	play
комада	dona	command
команда	buyruq	comand
командант	qo&#39;mondon	commander
команданта	qo&#39;mondon	comandir
команданти	qo&#39;mondonlari	commanding officers
команде	buyruqlar	command
команди	buyruqlar	commands
командовао	buyurdi	commanded
командом	buyruq	command
команду	buyruq	command
комбинација	birikmasi	combination
комбинацији	kombinatsiyalangan	combination
коме	kimga	whom
комедија	komediya	comedy
комедије	komediyalar	comedies
коментар	sharh	comment
коми	koma	coma
комисија	komissiya	commission
комисије	komissiya	commission
комитет	qo&#39;mitasi	commitee
комитета	qo&#39;mitasi	committee
компанија	kompaniya	company
компаније	kompaniyalari	company
комплекс	murakkab	complex
комплекса	murakkab	complex
комплетан	yakunlandi	complete
компликација	asorat	complication
композитор	bastakor	composer
композитора	bastakor	compositor
композитори	bastakorlar	composers
композиција	tarkibi	composition
композиције	kompozitsiyalar	composition
компоненте	tarkibiy qismlar	components
компоновао	iborat	composed
компромис	murosaga kelish	compromise
комунизам	kommunizm	communism
комунизма	kommunizm	communism
комуникација	aloqa	communication
комуникације	kommunikatsiyalar	communication
комуникацију	aloqa	comunication
комуниста	kommunist	communist
комунисти	kommunistlar	communists
комунистичка	kommunist	communist
комунистичке	kommunist	communist
комунистички	kommunist	communist
комунистичким	kommunist	communist
комунистичких	kommunist	communist
комунистичког	kommunist	communistic
комунистичком	kommunist	communist
конак	konak	quarter
коначан	yakuniy	final
коначни	yakuniy	the final
коначно	nihoyat	finally
коначног	yakuniy	final
конго	kongo	congo
конгрес	kongress	congress
конгреса	kongress	congress
конгресу	kongress	congress
конкретно	maxsus	precise
конкуренцији	musobaqa	competition
константин	konstantin	konstantin
константина	konstantin	constantin (personal name)
константинопољ	konstantinopol	constantinople
константину	konstantin	constantine
константно	doimiy ravishda	constant
констанције	konstantalar	constantius
конструкција	qurilish	construction
конструкције	inshootlar	construction
контакт	aloqa	contact
контакту	aloqa	contact
контексту	kontekstda	context
континената	qit&#39;alar	continents
континент	qit&#39;a	continent
континента	qit&#39;a	continent
континентална	qit&#39;a	continental
континенталне	qit&#39;a	continental
континенту	qit&#39;a	continent
континуитет	doimiylik	continuity
контроверзе	qarama-qarshilik	controversies
контрола	boshqaruv	control
контроле	boshqaruv	control
контролише	boshqaruvlari	control
контролом	boshqaruv	control
контролу	boshqaruv	control
конфедерација	konfederatsiya	confederation
конфедерације	konfederatsiya	confederation
конференција	konferensiya	conference
конференције	konferentsiyalar	conference
конференцији	konferensiya	conference
концентрација	diqqat	concentration
концентрације	diqqat	concentrations
концепт	tushunchasi	concept
концерата	konsert	concerts
концерт	konsert	concert
концерта	konsert	concert
концерти	konsertlar	concerts
концерту	konsert	concert
копаоник	qazuvchi	kopaonik
копирање	nusxalash	copy
копна	quruqlik	soil
копнена	quruqlik	land
копнене	quruqlik	land
копнених	yerdagi	land
копно	materik	land
копну	quruqlik	land
корак	qadam	step
коре	po&#39;stloq	crust
корен	ildiz	root
корене	ildizlari	roots
корени	ildizlari	root's
кореја	koreya	korea
кореје	koreya	korea
коридор	yo&#39;lak	corridor
корисник	foydalanuvchi	user
корисника	foydalanuvchilar	user
корисници	foydalanuvchilar	users
корист	foyda	benefit
користе	foydalanish	use
користећи	foydalanish	using
користи	foydalanadi	use
користила	ishlatilgan	used
користиле	ishlatilgan	use
користили	ishlatilgan	used
користио	ishlatilgan	used
користити	foydalanish uchun	use
коришћен	ishlatilgan	used
коришћена	ishlatilgan	used
коришћене	ishlatilgan	used
коришћени	ishlatilgan	used
коришћења	foydalanish	using
коришћење	foydalanish	using
коришћењем	yordamida	using
коров	sigirlar	weed
корпус	korpus	armycorps
корпуса	korpus	corpus
коса	soch	hair
косе	soch	hair
космонаут	kosmonavt	cosmonaut
косова	kosovo	kosovo
косово	kosovo	kosovo (personal noun)
косовска	kosovo	kosovo
косовске	kosovo	kosovo
косовски	kosovo	kosovan
косову	kosovo	kosovo
кост	suyak	bone
коста	bu xarajat	kosta
косте	siz kimsiz	kosta
кости	suyaklar	bones
костић	suyak	kostić
котлина	havzasi	basin
котлине	havzalar	basin
котлини	havzalar	valley
котор	kotor	kotor
которска	kotor	kotor
кошарка	basketbol	basketball
кошаркаши	basketbolchilar	the basketball players
кошаркашки	basketbol	basketball
кошарке	basketbol	basketball
кошарци	basketbol	basketball
коштуница	ilik	kostunica
која	qaysi	who
које	kim	which
којег	qaysi	which
којем	kimga	who
који	qaysi biri	which
којим	qaysi tomonidan	which
којима	qaysi	who
којих	qaysi	which
којом	qaysi	which
којој	kimga	which
коју	qaysi	which
коња	ot	horse
кпј	kpj	cpy
крагујевац	kragujevac	kragujevac
крагујевца	kragujevac	kragujevac
крагујевцу	kragujevac	kragujevac
кратак	qisqa	short
кратка	qisqa	short
кратке	qisqa	short
кратко	qisqa	for a while
кратког	qisqa	short
крај	tamom	end
краја	tamom	end
крајева	tugaydi	regions
крајеве	tugaydi	regions
крајеви	tugaydi	regions
крајевима	tugaydi	ends
крајем	oxirida	at the end
крајина	landshaft	krajina
крајине	landshaft	border
крајини	landshaft	country
крају	oxirida	end
крајње	nihoyatda	extremely
крајњем	yakuniy	end
крајњи	yakuniy	last
краљ	qirol	king
краља	qirol	king
краљева	shohlardan	kings
краљеви	shohlar	kings
краљевина	qirollik	kingdom
краљевине	qirollar	kingdom
краљевини	qirollik	kingdom
краљевину	qirollik	kingdom
краљевић	shahzoda	king
краљевића	shahzoda	prince
краљево	kraljevo	kraljevo
краљевска	qirollik	royal
краљевске	qirollik	royal
краљевски	qirollik	royal
краљевског	qirollik	royal
краљевства	qirollik	kingdom
краљевство	qirollik	kingdom
краљевству	qirollik	kingdom
краљеву	podshoga	kraljevo (town in serbia)
краљем	qirol	king
краљица	qirolicha	queen
краљице	malika	queen
краљу	podshoga	king
краће	qisqaroq	shorter
краћи	qisqaroq	shorter
крв	qon	blood
крви	qon	blood
крвне	qon	blood
крвних	qon	blood
крвљу	qon	blood
крене	boring	move
кренула	u jo&#39;nadi	started
кренули	boshlandi	started
кренуо	tomon yo&#39;l oldi	started
кретања	harakatlar	motions
кретање	atrofida yurish	motion
кречњак	ohaktosh	limestone
креће	harakatlanuvchi	move
крећу	ular harakatlanmoqdalar	motion
крива	egri chiziq	curved
криза	inqiroz	crisis
кризе	inqiroz	crisis
кризу	inqiroz	crisis
крила	qanotlar	wing
крило	tizza	wing
кристијан	xristian	christian
критика	tanqid	critique
критике	tanqid	critics
критиковао	tanqid qildi	criticized
критичар	tanqidchi	criticist
критичари	tanqidchilar	critics
критички	tanqidiy	critical
кричака	qichqiradi	kricak
кричкама	qichqiradi	kricke
кричке	qichqiradi	kricke
крије	yashiradi	hide
кроз	orqali	among
крпељ	shomil	barnacle
крст	kesib o&#39;tish	cross
крста	kesib o&#39;tish	cross
крсташа	salib yuruvchisi	crusade
крсташки	salib yuruvchisi	crousin
крсташког	salib yuruvchisi	crusade
крстић	kesib o&#39;tish	krstic
кртола	ildiz mevalarni ekmoqchi	mole
круг	dumaloq	circle
круга	aylana	circles
кругова	doiralar	circles
круговима	doiralar	circles
кругу	aylana	circle
круна	toj	crown
крунисао	toj	crowned
крушевац	krushevac	krushevac
крф	korfu	corfu
крштење	suvga cho&#39;mish	baptism
куба	kuba	cuba
кубе	kuba	cuba
куби	kublar	cuba
куге	vabo	plague
кукуруз	makkajo&#39;xori	corn
кула	minora	tower
куле	minoralar	towers
култ	ibodat	cult
култура	madaniyat	culture
културама	madaniyatlar	cultures
културе	madaniyat	culture
култури	madaniyat	culture
културна	madaniy	cultural
културне	madaniy	cultural
културни	madaniy	cultural
културним	madaniy	cultural
културних	madaniy	cultural
културно	madaniy	curtural
културног	madaniy	cultural
културном	madaniy	cultural
културу	madaniyat	culture
куп	kubok	pile
купа	konus	cup
купио	sotib oldi	purchased
купу	bir dasta	buy
куран	quron	koran
кустурица	kusturika	kusturica
кутер	to&#39;sar	cuter
кутијица	qutisi	litle box
кухиња	oshxona	cuisine
кухиње	oshxona	cooking
кућа	bir uy	house
кућама	uylar	houses
куће	uylar	home
кући	uy	home
кућу	uy	house
кључ	kalit	key
кључне	kalit	key
кључни	kalit	key reason
кључних	kalit	main
књига	kitob	book
књигама	kitoblar	books
књиге	kitoblar	books
књигу	kitob	book
књижевна	adabiy	literary
књижевни	adabiy	literary
књижевник	yozuvchi	writer
књижевника	yozuvchilar	writers
књижевним	adabiy	literary
књижевних	adabiy	literary
књижевници	yozuvchilar	writers
књижевног	adabiy	literary
књижевност	adabiyot	literature
књижевности	adabiyot	literature
књизи	kitob	book
кћерка	qizi	daughter
кћерке	qizlari	daughter
кћерку	qizi	dauther
кћи	qizi	daughter
л	l	l
ла	la	la
лав	arslon	lion
лава	lavalar	lion
лавови	sherlar	lions
лаерт	laert	laertes ( personal name from greek mythology)
лаза	laza	laza
лазар	lazar	lazarus
лазара	lazara	lazar (serbian tsar in 15th century)
лазаревић	lazarevik	lazarevic
лазаревића	lazarevik	lazarevic
лака	oson	easy
лаки	oson	light
лако	oson	easily
лаког	oson	light
лакше	sekinroq	easier
ланац	zanjir	chain
лангдок-русијон	uzunqo&#39;llik-russiya	languedoc-roussillion
ланца	zanjir	range
ланци	zanjirlar	chains
лат	lat	latin
латиничним	lotin	latin
латинске	lotin	latin
латински	lotin	latin
латинског	lotin	latin
латинском	lotin	latin
лева	chapga	left
леве	chapga	left
лево	chapga	left
левом	chapga	the left
левој	chapga	left
легенда	afsona	legend
легенде	afsonalar	legende
легенди	afsonalar	legends
легирајући	qotishma	alloying
легија	legion	legion
легије	legionlar	legion
лед	muz	ice
леденог	muzli	ice
леже	yotadi	lie
лежи	yotadi	lies
лекар	shifokor	doctor
лекари	shifokorlar	doctors
лекова	dorilar	drugs
лекови	dorilar	meds
леон	leon	león (province of spain)
леонардо	leonardo	leonardo
леп	yaxshi	beautiful
лепа	juda chiroyli	beautiful
лепенски	lepenski	lepenski
лепенског	lepenskog	lepenski
лепо	chiroyli	beautiful
лепота	go&#39;zallik	beauty
лепоте	go&#39;zallik	beauty
лепоту	go&#39;zallik	beauty
лесковац	leskovac	leskovac
лесковца	leskovac	leskovac (city in serbia)
лесковцу	leskovtsu	leskovac
лет	parvoz	flight
лета	yillar	summer
летелица	samolyotlar	aircraft
лети	yozda	fly
летима	yozda	summers
лето	yoz	summer
лету	parvoz	summer
летње	yoz	summer
летњим	yoz	summer
летњих	yoz	summer
лечења	davolash	treatments
лечење	davolash	cure
лечењу	davolash	curing
леђа	orqaga	back
либан	livan	lebanon
либана	livan	lebanon
либија	liviya	libya
либије	liviya	libya
либији	liviya	lebanon
лига	liga	league
лиге	liga	league
лиги	liga	league
лигу	liga	league
лидер	rahbar	statesman
лидера	rahbar	leader
лик	belgi	image
лика	belgi	character
