$	dollarni tashkil etadi	dollar
historijskih	tarixiy	historical
historijskim	tarixiy	historian
historijsko	tarixan	historic
historijskog	tarixiy	historical
historijskom	tarixiy	historical
historiju	tarixi	history
historičar	tarixchi	historic
historičara	tarixchi	historians
historičari	tarixchilar	historians
historičarima	tarixchilar	historics
history	tarixi	history
hit	urdi	hit
hitler	urishqoq	hitler
hitlera	gitler	hitler
hitova	xitlar	hits
hitove	xitlar	hits
hitovi	xitlar	hits
hladna	sovuq	cold
hladne	sovuq	cold
hladnim	sovuq	cold
hladnog	sovuq	cold
hljeba	non	bread
hlorid	xlorid	chloride
hlorida	xlorid	chloride
hloroplasti	xloroplastlar	chloroplast
ho	ho	ho
hodžić	hodžić	hodzic
hokej	xokkey	hockey
hol	zal	hol.
holandija	nederlandiya	netherlands
holandski	golland	netherlands
holden	ushlab turing	holden
homoseksualnost	gomoseksualizm	homosexuality
hor	xor	choir
hordati	hordati	hordati
horde	o&#39;rda	hordes
horizonta	ufq	horizon
hormona	gormonlar	hormone
hormone	gormonlar	hormone
hormoni	gormonlar	hormones
hosa	hosa	hos
hotel	mehmonxona	hotel
hotela	mehmonxona	hotel
hoteli	mehmonxonalar	hotels
hotelu	mehmonxona	hotel
house	uy	house
hoće	u qiladi	will
hrabrost	jasorat	courage
hram	ma&#39;bad	temple
hrama	ma&#39;bad	temple
hrana	ovqat	food
hrane	ovqat	food
hrani	ovqat	food
hranom	ovqat	food
hranu	ovqat	food
hromatografija	xromatografiya	chromatography
hronološki	xronologik ravishda	chronological
hrvata	xo&#39;rvalar	croats
hrvate	xo&#39;rvalar	croats
hrvati	xo&#39;rvalar	croats
hrvatima	xo&#39;rvalar	croats
hrvatska	xorvatiya	croatia
hrvatske	xorvat	croatia
hrvatski	xorvat	croatian
hrvatskih	xorvat	croatian
hrvatskim	xorvat	croatian
hrvatskog	xorvat	croatian
hrvatskoj	xorvatiya	croatia
hrvatskom	xorvat	croatia
hrvatskosrpski	xorvat-serbiya	serbo-croatian
hrvatsku	xorvatiya	croatia
htio	qidirildi	wanted
htjeli	qidirildi	wanted
html	html	html
huang	huang	huang
huma	huma	hum
human	inson	humane
humanizam	gumanizm	humanism
husein	hussein	hussein
huseina	husayn	husein
huseinkapetan	huseinkapetan	hussein-captain
husrevbeg	husrevbeg	husrev-beg
husrevbegova	husrevbegova	husrev-beg
hvo	hvo	hvo
hz	hz	hz
hôtel	mehmonxona	hotel
i	i	and
iako	garchi	although
ibn	ibn	ibn
ibrahim	ibraxim	ibrahim
ibrahima	ibrahima	ibrahim
ibrica	ibrica	ibrica
ibuprofen	ibuprofen	ibuprophen
ibuprofena	ibuprofen	ibuprofen
ide	ketadi	go
idealno	ideal	ideal
ideja	fikr	idea
ideje	fikrlar	ideas
ideji	fikrlar	idea
ideju	fikr	idea
identitet	kimligi	identity
identiteta	kimligi	identity
ideologija	mafkura	ideology
ideologije	mafkura	ideology
idiom	idioma	idiom
idu	men boraman	go
if	agar	if
igara	o&#39;yinlar	games
igor	igor	igor
igra	o&#39;yin	game
igraju	ular o&#39;ynashadi	play
igrala	o&#39;ynadi	played
igrali	o&#39;ynadi	played
igrama	o&#39;yinlar	games
igrao	o&#39;ynadi	played
igrati	o&#39;ynash	play
igrač	pleyer	player
igrača	futbolchilar	player
igrače	o&#39;yinchoqlar	players
igrači	futbolchilar	players
igračima	futbolchilar	players
igračke	o&#39;yinchoqlar	toys
igre	o&#39;yinlar	games
igri	o&#39;yinlar	game
igru	o&#39;yin	game
ih	ularni	them
ii	ii	i
iii	iii	iii
iili	yoki	and/or
ijekavskog	ijekaviyaga oid	ijekavian
ikad	har doim	ever
ikada	har doim	ever
ikakve	har qanday	none
ikakvih	har qanday	any
ikru	ikra	spawn
ili	yoki	or
ilidža	ilidža	ilidza
ilija	yoki men	ilija
ilijada	iliad	iliad
ilijaš	ilijaš	ilijas
ilira	ilira	illyrian
iliri	illitrlar	illyrians
ilirska	illyrian	illyrian
ilirske	illyrian	illyrian
ilirski	illyrian	illyrian
ilirskih	illyrian	illyrian
ilirskim	illyrian	illirian
ilirsko	illyrian	illyrian
ilirskog	illyrian	illyrian
im	im	them
ima	u yerda	has
imaju	ularda mavjud	have
imajući	ega	having
imala	edi	had
imale	edi	had
imali	edi	had
imalo	edi	had
imam	menda bor	imam
imama	menda bor	imam
imamo	bizda ... bor	we have
imamović	imomovik	imamović   (last name)
imao	edi	had
imati	bor	have
ime	nomi	name
imena	ismlar	names
imenice	otlar	nouns
imenima	ismlar	names
imenom	nomi bilan	name
imenovan	tayinlangan	named
imenu	nomi	name
imenuje	tayinlaydi	nominate
imovine	mulk	property
imperija	imperiya	empire
imperije	imperiya	empire
inače	aks holda	usually
indexa	indeks	index
indexi	indekslar	indexi
indija	hindiston	india
indije	hindiston	india
indiji	hindiston	india
indijski	hind	indian
indirektno	bilvosita	indirect
indoevropski	hind-evropa	indoeuopean
indonezija	indoneziya	indonesia
indonezije	indoneziya	indonesia
indukcija	induksiya	induction
industrija	sanoat	industry
industrije	sanoat	industry
industriji	sanoat	industry
industrijom	sanoat	industry
industrijska	sanoat	industrial
industrijske	sanoat	industrial
industrijski	sanoat	industrial
industrijskih	sanoat	industrial
industrijskim	sanoat	industrial
industrijsko	sanoat	industrial
industriju	sanoat	industry
inercija	inertiya	inertion
infekcije	infektsiyalar	infections
informacija	ma `lumot	information
informacije	ma `lumot	informations
informatika	informatika	informatics
informativni	ma&#39;lumot beruvchi	informative
infrastruktura	infratuzilma	infrastructure
inhibira	inhibe qiladi	inhibited
inka	inca	inca
inostranstvu	chet elda	abroad
inovacija	yangilik	inovation
insekata	hasharotlar	insects
instalacije	qurilmalar	installation
institucija	muassasa	institution
institucije	muassasalari	institution
institut	instituti	institute
instrukcija	ko&#39;rsatma	instruction
instrukcije	ko&#39;rsatmalar	instruction
instrument	asbob	instrument
insuficijencija	etishmovchilik	failure
inteligencija	aql	intelligence
inteligencije	aql	intelligence
intenzivno	intensiv ravishda	intensive
interakcije	o&#39;zaro ta&#39;sirlar	interaction
interes	qiziqish	interests
interesa	qiziqish	interest
interesantno	qiziq	interesting
interese	qiziqish	interests
interesu	qiziqish	interest
interfejs	interfeysi	interface
interfejsa	interfeysi	interface
internacionalna	xalqaro	international
internacionalni	xalqaro	international
internet	internet	internet
interneta	internet	internet
internetu	internet	(to) internet
interpolacija	interpolatsiya	interpolation
interpretaciji	talqin	interpretation
intervencija	aralashuv	intervention
intervenciju	aralashuv	intervention
intervju	intervyu	interview
intoksikacija	mastlik	intoxication
invazije	bosqinchilik	invasion
investicija	sarmoya	investitions
inženjering	muhandislik	engineering
inženjerstvo	muhandislik	engineering
iona	ioni	ion
ip	ip	internet protocol
ipak	garchi	still
iq	iq	iq
iraku	iroq	iraq
iran	eron	iran
irana	eron	iran
irc	irc	irc
iridijum	iridiy	iridium
irska	irlandiya	irish
irske	irlandiya	irish
irskoj	irlandiya	irish
isa	isa	isa
isabeg	isabeg	isa-beg,first name,turkish origin
isabega	isabega	isa-bega
isaković	isaković	isakovic
isbn	isbn	isbn
ishaković	ishakovik	ishakovic
ishakovića	ishakovik	ishaković
ishod	natija	outcome
ishrani	parhez	nutrition
isključivo	faqat	exclusively
iskoristio	ishlatilgan	used
iskoristiti	foyda olish	use
iskorištava	ekspluatatsiya	exploiting
iskustva	kechinmalar	experiences
iskustvo	tajriba	experiance
iskustvu	tajriba	experience
islam	islom	islam
islama	islom	islam
islamović	islomović	islamovic
islamska	islomiy	islamic
islamske	islomiy	islamic
islamski	islomiy	islamic
islamskih	islomiy	islamic
islamskim	islomiy	islamic
islamskog	islomiy	islamic
islamskoj	islomiy	islamic
islamu	islom	islam
island	orol	island
ismet	ismet	ismet
iso	iso	iso
ispitivanja	sinov	tests
ispitivanje	imtihon	interrogation
ispod	quyida	below
ispravan	to‘g‘ri	right
ispravno	to&#39;g&#39;ri	correct
ispred	oldida	in front
isprobavanje	sinov	trial
isprva	boshida	first
ispuni	to&#39;ldiring	perform
ispunjava	bilan uchrashadi	fulfills
ispunjen	bajarildi	fulfilled
israel	isroillik	israel
ista	xuddi shu	same
istaknuti	ishora qilmoq	distinguish
istanbul	istanbul	istanbul
istanbulu	istanbulu	istanbul
iste	xuddi shu	the same
istezanje	cho&#39;zish	strain
isti	xuddi shu	same
istih	xuddi shu	same
istim	xuddi shu	same
istina	haqiqat	truth
istine	haqiqat	truth
ističe	muddati tugaydi	stands out
ističu	ajralib turadi	stand out
isto	xuddi shu	same
istog	xuddi shu	same
istoimene	xuddi shu nomdagi	he concluded
istoj	xuddi shu	same
istok	sharqda	east
istoka	sharqda	east
istom	xuddi shu	the same
istorija	tarixi	history
istovremeno	xuddi shu paytni o&#39;zida	at the same time
istočna	sharqiy	east
istočne	sharqiy	east
istočni	sharqiy	east
istočnih	sharqiy	eastern
istočnim	sharqiy	eastern
istočno	sharqda	east
istočnog	sharqiy	east
istočnoj	sharqiy	east
istočnom	sharqiy	east
istočnu	sharqiy	east
istraživanja	tadqiqot	researches
istraživanje	tadqiqot	researching
istraživanjima	tadqiqot	research
istraživač	izohlovchi	researcher
istraživači	tadqiqotchilar	explorers
istu	xuddi shu	same
isus	iso	isus
isusa	iso	jesus
it	u	it
italija	italiya	italy
italijani	italiyaliklar	italians
italijanski	italyancha	italian
italije	italiya	italy
italiji	italiya	italy
italijom	italiya	italy
italiju	italiya	italy
itd	va boshqalar.	etc
iv	iv	fourth century
iva	iva	iva
ivan	ivan	ivan
ivana	ivana	ivana
ive	menda bor	ivo
ivica	chekka	ivica
ivo	ivo	ivo
ix	ix	ix
iz	dan	from
iza	orqasida	behind
izabran	saylangan	chosen
izabrana	tanlandi	chosen
izabrane	tanlandi	chosen
izabrani	tanlangan	chosen
izaziva	qo&#39;zg&#39;atadi	implies
izazove	qiyinchiliklar	challenges
izazvala	qo&#39;zg&#39;atdi	caused
izazvalo	sabab bo&#39;ldi	caused
izazvao	qo&#39;zg&#39;atdi	caused
izazvati	g&#39;azablantirmoq	provoke
izašao	chiqdi	went out
izašla	chiqdi	left
izbačen	uloqtirilgan	offcast
izbijanja	avjlar	breakthrough
izbio	chiqdi	broke out
izbjeglica	qochqinlar	refugee
izbjeglice	qochqinlar	refugees
izbor	tanlash	choice
izbora	tanlov	elections
izbore	saylovlar	elections
izbori	saylovlar	elections
izborima	saylovlar	elections
izdaje	xiyonat	publishes
izdaju	xiyonat	betrayal
izdanja	nashrlar	editions
izdanje	nashr	edition
izdanju	nashr	release
izdao	berilgan sana	released
izdat	berilgan sana	issued
izdata	berilgan sana	published
izdavanja	berish	publishing
izdavač	nashriyot	publisher
izdvaja	yakka	separates
izdvajaju	ajralib turadi	stand out
izdvojiti	ajratmoq	set aside
izet	izet	izet
izetbegović	izetbegović	izetbegovic
izgled	tashqi ko&#39;rinishi	appearance
izgleda	dek tuyulyapti	look
izgovara	talaffuz qiladi	pronounced
izgovor	uzr	excuse
izgovora	uzr	pronunciation
izgradio	qurilgan	built
izgradnja	qurilish	building
izgradnje	qurilish	building
izgradnji	qurilish	construction
izgradnjom	qurilish	building
izgradnju	qurilish	building
izgrađen	qurilgan	built
izgrađena	qurilgan	built
izgrađene	qurilgan	built
izgrađeni	qurilgan	were built
izgrađenih	qurilgan	built
izgrađuje	quradi	building
izgubila	yo&#39;qolgan	lost
izgubili	yo&#39;qolgan	lost
izgubio	yo&#39;qolgan	lost
izgubiti	yoqotish	to lose
izjavio	aytilgan	said
izjašnjavaju	e&#39;lon qilmoq	declare
izlaska	chiqish	coming-out
izlasku	tashqariga chiqish	leaving
izlaz	chiqish	exit
izlaza	chiqish	output
izlazak	tashqariga chiqish	exit
izlaze	tashqariga chiq	published
izlazi	chiqadi	emerge
izletišta	piknik joylari	picnic areas
izletište	piknik maydoni	outing
izložbe	ko&#39;rgazmalar	exibitions
izloženi	fosh qilingan	exposed
izlučivanje	chiqarish	excreation
izlučuje	ajralib chiqadi	excreted
izmedju	orasida	between
izmedu	orasida	between
izmet	najas	feces
između	orasida	between
izmjena	o&#39;zgartirish	change
izmjene	o&#39;zgaradi	modifications
izmjerena	o&#39;lchanadi	measured
iznad	yuqorida	above
iznimno	istisnosiz	extremely
iznos	miqdori	amount
iznose	miqdor	amounts
iznosi	miqdor	amounts
iznosio	olib keldi	amounted
iznosu	miqdori	amount
izomeraza	izomeraza	isomerases
izrade	yasash	development
izradu	yasash	development
izrael	isroil	israel
izraela	isroil	israel
izravno	to&#39;g&#39;ridan-to&#39;g&#39;ri	directly
izraz	ifoda	expression
izraza	ifoda	expressions
izrazi	iboralar	termns
izraziti	ifoda etmoq	express
izrazito	aniq	very
izračunavanje	hisoblash	calculation
izražaja	ifoda	expression
izražava	ifodalaydi	expresses
izražen	ifoda etdi	expose
izražena	ifoda etdi	researched
izražene	ifoda etdi	expressed
izričito	aniq	expressly
izuzetak	istisno	exceptions
izuzetne	favqulodda	extraordinary
izuzetno	favqulodda	exceptionally
izuzev	tashqari	except
izučava	tadqiqotlar	study
izučavaju	ular o&#39;qishadi	study
izučavanje	o&#39;rganish	studying
izvan	tashqarida	out of
izvanredne	favqulodda	extraordinary
izvedbe	ishlash	performance
izveden	olib chiqilgan	derived
izvedena	amalga oshirildi	performed
izvedeni	olingan	executed
izveli	amalga oshirildi	performed
izvesti	olib ketish	perform
izvire	buloqlar	springs
izvještaj	hisobot	report
izvještaju	hisobot	report
izvlačenje	chizish	extraction
izvode	ijro eting	performe
izvodi	sanab chiqing	derivates
izvodili	amalga oshirildi	performed
izvor	manba	source
izvora	manbalar	sources
izvore	manbalar	sources
izvori	manbalar	sources
izvorima	manbalar	sources
izvorni	original	origin
izvorno	dastlab	originally
izvoz	eksport	export
izvoze	eksport	export
izvoznik	eksport qiluvchi	exporter
izvozu	eksport	export
izvođač	pudratchi	performer
izvođača	ijrochilar	contractors
izvođači	ijrochilar	performers
izvođenja	ishlash	perform
izvođenje	ishlash	performance
izvršava	bajaradi	executes
izvršavanja	ijro	expresion
izvršavanje	ijro	implementation
izvršavati	bajarmoq	execute
izvršen	qatl qilindi	executed
izvršenje	ijro	execution
izvrši	bajarmoq	execute
izvršila	qatl qilindi	executed
izvršio	qilingan	do
izvršiti	bajarmoq	commit
izvršna	ijrochi	executive
izvršnu	ijrochi	executive
ići	bormoq	go
išao	ketdi	go
išla	ketdi	went
ja	ha	i
jablanica	olma daraxti	jablanica
jabuka	olma	apple
jabuke	olmalar	apples
jackson	jekson	jackson
jacques	jakkalar	jacques,first name,french origin
jaden	bechora	jaden
jadrana	adriatik	adriatic
jadransko	adriatik	adriatic
jadranskog	adriatik	adriatic
jagoda	qulupnay	strawberry
jagode	qulupnay	strawberries
jahić	chavandoz	jahic
jaja	tuxum	eggs
jajca	tuxum	jajce (town in bosnia, jajce = egg)
jajce	tuxum	jajce (place, otherwise jajce=egg)
jajcu	tuxum	jajce
jajna	tuxum	ovary
jajne	tuxum	egg
jajnici	tuxumdonlar	ovaries
jajnika	tuxumdonlar	ovary
jajovod	fallop naychasi	oviduct
jajovoda	fallop naychalari	oviduct
jak	sifatida	strong
jaka	kuchli	strong
jake	kuchli	strong
jakih	kuchli	strong
jakim	kuchli	strong
jako	sifatida	very
jakog	kuchli	strong
jakov	jakov	james
jakova	jakov	jacob
james	jeyms	james
jane	jeyn	jane
janja	qo&#39;zichoq	janja
janković	јankoviћ	jankovic
januar	yanvar	january
januara	yanvar	january
januaru	yanvar	january
japan	yapon	japan
japana	yaponiya	japan
japanski	yaponcha	japanese
japanu	yaponu	japan
jasna	ravshan	jasna
jasno	ravshan	clearly
java	java	java
javi	qo&#39;ng&#39;iroq	java
javiti	hisobot	occur
javlja	hisobotlar	occurs
javljaju	hisobot berishadi	occur
javna	ommaviy	public
javne	ommaviy	public
javni	ommaviy	public
javnih	ommaviy	public
javno	ommaviy	public
javnog	ommaviy	public
javnom	ommaviy	public
javnost	jamoatchilik	public
javnosti	jamoatchilik	public
jazz	jazz	jazz
jača	kuchliroq	stronger
jače	kuchliroq	stronger
jači	kuchliroq	stronger
jačina	kuch	strength
jd	jd	jd - jerome david sallinger
je	hisoblanadi	is
jean	jeyn	jean
jedan	bitta	one of
jedina	faqat	only
jedine	yagona bo&#39;lganlar	only
jedini	yagona	only
jedinica	birligi	units
jedinicama	birliklar	units
jedinice	birliklar	unit
jedinici	birligi	units
jedinjenja	aralashmalar	compounds
jedinki	shaxslar	units
jedino	faqat	only
jedinstva	birlik	unity
jedinstven	noyob	unique
jedinstvena	noyob	unique
jedinstveni	noyob	unique
jedinstveno	noyob	unique
jedinstvenog	noyob	unique
jedinstvenu	noyob	only
jedinstvo	birlik	unity
jedinu	yagona	only
jedna	bitta	one of
jednak	teng	identical
jednaka	teng	equal
jednake	teng	equal
jednaki	teng	equal
jednako	teng ravishda	equally
jednakost	tenglik	eqaulity
jednakosti	tenglik	equality
jednačina	tenglama	equation
jedne	bitta	one
jedni	bitta	one
jednim	bitta	one of
jedno	bitta	only
jednog	bitta	one
jednoj	bitta	one
jednom	bir marta	once
jednostavan	oddiy	simple
jednostavna	oddiy	simple
jednostavne	oddiy	simple
jednostavni	oddiy	simple
jednostavnije	sodda	simply
jednostavno	oddiygina	simple
jednu	bitta	one
jedu	ular ovqatlanishadi	eat
jedva	zo&#39;rg&#39;a	barely
jela	idishlar	fir
jelena	kiyik	jelena
jer	chunki	because
jesen	kuz	autumn
jeseni	kuz	autumn
jesenjin	kuz	jesenjin
jest	hisoblanadi	is
jeste	bu	is
jesti	yemoq	eat
jesu	ular	are
jetra	jigar	liver
jetre	jigar	liver
jevreja	yahudiylar	jews
jevreji	yahudiylar	jews
jevrejska	yahudiy	jewish
jevrejskog	yahudiy	jewish
jezera	ko&#39;llar	lakes
jezero	ko&#39;l	lake
jezgra	yadrosi	core
jezgro	yadrosi	core
jezici	tillari	languages
jezicima	tillari	languages
jezik	tili	language
jezika	tili	language
jezike	tillari	languages
jezikom	tili	language
jeziku	tili	language
jezičke	yorliqlar	linguistic
jezički	lingvistik jihatdan	linguistic
jezične	lingvistik	linguistic
jezični	lingvistik	linguistic
ječam	arpa	barley
jna	jna	jna
johann	johann	johann
john	john	john
johna	johna	john
joj	juda ko&#39;p	her
jordan	iordaniya	jordan
jorgovan	nilufar	heather
jos	ko&#39;proq	even
josef	iosif	joseph
joseph	josef	joseph
josip	josip	josip
josipa	josipa	josip
jovan	jovan	jovan
još	ko&#39;proq	still
ju	ju	it
juan	yuan	juan
judaizam	yahudiylik	judaism
jug	janub	south
juga	janubda	south
jugoistoku	janubi-sharqda	south-east
jugoistočne	janubi-sharqda	southeastern
jugoistočnoj	janubi-sharqda	southeast
jugoistočnom	janubi-sharqda	southeast
jugoslaveni	yugoslavlar	yugoslovenians
jugoslavenske	yugoslav	yugoslav
jugoslavenskih	yugoslav	yugoslav
jugoslavija	yugoslaviya	yugoslavia
jugoslavije	yugoslaviya	yugoslavia
jugoslaviji	yugoslaviya	yugoslavia
jugoslaviju	yugoslaviya	yugoslavia
jugoslovenske	yugoslav	jugoslavian
jugoton	jugoton	records
jugozapadnom	janubi-g&#39;arbiy	southwest
jugozapadu	janubi-g&#39;arbiy	southwest
jugu	janubda	south
jula	iyul	july
juli	iyul	july
julija	iyul	julia
julije	iyul	julius
julska	iyul	july
julu	iyul	july
juna	iyun	june
junak	qahramon	hero
junaka	qahramonlar	heroe
juni	iyun	june
junu	iyun	june
jure	jure	jure
jusić	shov-shuvli	jusic
jutro	ertalab	jutro
južna	janubiy	southern
južne	janubiy	south
južni	janubiy	southern
južnih	janubiy	southern
južnim	janubiy	southern
južnjaci	janubda yashovchilar	southerners
južno	janubda	southern
južnog	janubiy	southern
južnoj	janubiy	southern
južnom	janubiy	southern
južnu	janubda	southern
k	k	k
ka	ka	to
kabe	kabe	kaaba
kabriolet	ayirboshlanadigan	convertible
kad	qachon	when
kada	qachon	when
kadija	kadja	judge
kadiluk	kadiluk	kadiluk
kadmijum	kadmiy	cadmium
kadr	ramka	qadr
kajsija	o&#39;rik	apricot
kakanj	kakanj	kakanj
kakav	qanday	as
kako	qanday	how
kakva	nima	what kind
kakve	nima	what kind
kakvi	nima	like
kakvo	nima	what kind
kakvu	nima	what kind
kalaj	qalay	kalaj
kalcijum	kaltsiy	calcium
kalcijuma	kaltsiy	calcium
kalendar	taqvim	calendar
kalendara	taqvim	calendar
kalendaru	taqvim	calendar
kalesija	kalesiya	kalesija
kalesije	kalesije	kalesija (town)
kalinovik	kalinovik	kalinovik
kalorija	kaloriya tarkibi	calorie
kamen	tosh	stone
kamena	tosh	stone
kamengrad	kamengrad	stone town
kameni	toshlar	stone
kamenih	tosh	stone
kamenim	tosh	stone
kamenje	toshlar	stones
kamenog	toshdan	stone
kamenom	tosh	stone
kamenčića	toshlar	pebbles
kamenčiće	toshlar	stones
kanada	kanada	canada
kanade	kanada	canada
kanadi	kanada	canada
kanadu	kanada	canada
kanal	kanal	canal
kanala	kanal	canal
kanali	kanallar	channels
kanalima	kanallar	channels
kant	kant	kant
kanton	kanton	canton
kantona	kanton	cantons
kantonu	kanton	cantons
kao	sifatida	as
kapacitet	imkoniyatlar	capacity
kapaciteta	imkoniyatlar	capacity
kapaciteti	imkoniyatlar	capacities
kapetan	kapitan	captain
kapetana	kapitan	captain
kapija	darvoza	gate
kapital	poytaxt	capital
kapitala	poytaxt	property
kapiten	kapitan	captain
karadžić	karajich	karadzic
karajlić	karajlić	karajlic
karakter	belgi	character
karaktera	belgi	characters
karakteristika	xarakterli	characteristic
karakteristikama	xususiyatlari	characteristics
karakteristike	xususiyatlari	characteristics
karakterističan	xarakterli	characteristic
karakteristična	xarakterli	characteristic
karakteristične	xarakterli	characteristical
karakteristično	xarakterli	characteristic
karakteriše	xarakterlaydi	characterized by
karakterišu	tavsiflamoq	characterize
karasi	karasi	crucian carp
karata	xaritasi	tickets
karate	karate	karate
karbonat	karbonatli	carbon
karcinom	saraton	carcinoma
kardiogenog	kardiogen	cardiogenic
karijera	mansab	career
karijere	mansab	career
karijeri	mansab	career
karijeru	mansab	career
karl	karl	carl
karla	karla	carla
karlo	karlo	karlo
karta	xaritasi	map
karte	xaritalar	maps
kartica	karta	cards
kartice	kartalar	cards
kartu	xaritasi	map
kasnih	kech	late
kasnije	keyinroq	later
kasniji	keyinroq	latter
kasnijih	keyinroq	later
kasnijim	keyinroq	later
kasnim	men kechikdim	late
kasno	kech	late
kasnom	kech	late
kaspijskog	kaspiy	caspian
katarina	katarina	katharina
katarinom	katarinom	katarina
katedra	stul	department
katedrala	ibodathona	cathedral
kategorija	kategoriya	category
kategorijabiografije	tarjimai hol kategoriyasi	category: biographies
kategorijabivše	kategoriya	category: former
kategorijabosanski	kategoriya bosniya	category bosnian
kategorijabosanskohercegovačka	kategoriya bosniya va gertsegovina	category:bosnian-herzegovinian
kategorijabosanskohercegovačke	bosniya va gertsegovinaning toifasi	category bosnian
kategorijabosanskohercegovački	kategoriya bosniya-gertsegoviniya	category: bosnian-hercegovian
kategorijadržave	davlat kategoriyasi	category state
kategorijafilozofija	kategoriya falsafasi	category philosophy
kategorijageografija	kategoriya geografiyasi	category: geography
kategorijaginekologija	kategoriyegekologiya	category gynecology
kategorijaglavni	kategoriya rahbari	category: main
kategorijagradovi	kategoriyalar	category: cities
kategorijahemijski	kategoriyali	category chemical
kategorijainternet	kategoriya	category: internet
kategorijaislam	kategoriya islom	category islam
kategorijajezici	kategoriyalar	category languages
kategorijaknjiževnost	kategoriya darajasi	category:literature
kategorijaliteratura	kategoriya adabiyoti	category: literature
kategorijama	toifalar	categories
kategorijamedicina	tibbiyot toifasi	category:  medicine
kategorijamediteranske	o&#39;rta er dengizi toifalari	category: mediterranean
kategorijamuškarac	kategoriya egasi	category: male
kategorijanovi	toifalangan	category: new
kategorijaopćine	munitsipalitet toifasi	categories of municipalities
kategorijaračunarstvo	kategoriya bo&#39;yicha	category: computing
kategorijarijeke	toifadagi so&#39;zlar	category: rivers
kategorijasoftver	kategoriya dasturi	category: software
kategorijasrednjobosanski	kategoriya markaziy bosniya	category:middle bosnian
kategorijaumjetnost	kategoriya	category art
kategorijaunskosanski	kategoriyunskosanski	category: unsko-sanski
kategorijavoće	meva kategoriyasi	category fruit
kategorijačlanovi	kategoriya a&#39;zolari	category: members
kategorijaženski	kategoriya bo&#39;yicha	category: female
kategorije	toifalar	categories
kategoriji	kategoriya	category
kategoriju	kategoriya	category
katherine	ketrin	katherine
katkad	ba&#39;zan	sometimes
katoda	katod	cathode
katolici	katoliklar	catholics
katolika	katolik	catholics
katoličanstvo	katoliklik	catholicism
katolička	katolik	catholic
katoličke	katolik	catholic
katolički	katolik	catholic
kavkaz	kavkaz	caucasus
kavkaza	kavkaz	caucasus
kazahstan	qozog’iston	kazakhstan
kazahstana	qozog’iston	kazakhstan
kazasi	kazasi	kazasi
kazna	jazo	penalty
kazne	jazolar	penalties
kaznu	jazo	inprisonment
kaže	deydi	said
kažemo	deymiz	say
kažu	ular aytishdi	say
kefir	kefir	kefir
kemal	kemal	kemal
keramike	kulolchilik	cheramics
kernel	yadro	kernel
kesovija	kesovija	kesovija
kihot	quixot	quijote
kilometara	km	kilometers
kina	chinni	china
kine	kine	china
kineska	xitoy	chinese
kineski	xitoy	chinese
kineskog	xitoy	chinese
kini	xitoy	china
kip	haykal	statue
kipar	haykaltarosh	cyprus
kipra	kipr	cyprus
kipru	kipr	cuprus
kirijum	kirium	cerium
kisela	nordon	sour
kiselina	kislota	acid
kiseline	kislotalar	acids
kiselinu	kislota	acid
kiseljak	shovul	sorrel
kiseljaka	shovul	sorrel
kiseonik	kislorod	oxygen
kiseonika	kislorod	oxigene
kisik	kislorod	oxygen
kisika	kislorod	oxygen
kisikom	kislorod	oxygen
kičmene	orqa miya	spinal
kičmenjaci	umurtqali hayvonlar	vertebrates
kičmenjaka	umurtqali hayvonlar	vertebrates
kiša	yomg&#39;ir	rain
kiše	yomg&#39;ir	rain
kk	kk	basketball club
kladuša	kladuša	kladuša
klanja	so&#39;yish	bows
klanjati	ibodat qilish	pray
klapa	klapa	gang
klasa	sinf	class
klase	sinf	classes
klasifikacija	tasniflash	classification
klasična	klassik	classical
klasične	klassik	classical
klasični	klassik	classical
klasičnih	klassik	clasic
klasičnim	klassik	classical
klasičnog	klassik	classical
klasičnoj	klassik	classical
klasu	sinf	classes
klavijature	klaviatura	keyboards
kleopatra	kleopatra	cleopatra,first name
klima	iqlimi	climate
klimatologija	iqlimshunoslik	climatology
klimatske	iqlimiy	climate
klimatski	iqlimiy	climatic
klimatskim	iqlimiy	climatic
klime	iqlimi	climate
klimu	iqlimi	climate
klitoris	klitoris	clitoris
kljove	tuslar	fangs
ključ	kalit	key
ključne	kalit	crucial
ključni	kalit	key
klub	klub	club
kluba	klub	club
klubova	klublar	clubs
klubovi	klublar	clubs
klubovima	klublar	clubs
klubu	klub	club
km	km	km
knez	shahzoda	lord
kneza	shahzoda	prince
knjiga	kitob	book
knjige	kitoblar	books
knjigu	kitob	book
knjizi	kitob	book
književna	adabiy	literary
književne	adabiy	literary
književni	adabiy	literary
književnici	yozuvchilar	writers
književnik	yozuvchi	writer
književnika	yozuvchilar	writers
književnim	adabiy	literary
književno	adabiy	literary
književnog	adabiy	literary
književnost	adabiyot	literature
književnosti	adabiyot	literature
ko	jssv	who
koalicija	koalitsiyasi	coalition
kocka	kub	qube
kod	kodi	at
koda	kodi	code
kodu	kodi	code
kog	kog	whom
koga	qachon	whom
koja	qaysi	who
koje	qaysi	which
kojeg	qaysi	which
kojega	qaysi	which
kojem	kimga	which
kojemu	kimga	which
koji	qaysi	who
kojih	qaysi	which
kojim	qaysi	which
kojima	qaysi	whom
kojoj	qaysi	which
kojom	qaysi	which
koju	qaysi	which
koktel	mexnat	coctail
kola	mashina	circuits
