$	usd	dollar
చింతపల్లి	čintapalli	chinthapalli
చింతలపూడి	chintalapudi	chinthalapudi
చింతామణి	čintamani	chintamani
చికాగో	čikāga	chicago
చికాగోలో	čikāga	in chicago
చికిత్స	ārstēšana	treatment
చికిత్సా	terapeitiskā	treatment
చిక్కు	labirints	puzzle
చిట్టా	žurnāls	list
చిట్టెలుక	kāmja	rat
చిత్త	garastāvoklis	chitta
చిత్తూరు	chittoor	chittur
చిత్ర	čitra	film
చిత్రం	attēls	image
చిత్రంగా	filma	as a film
చిత్రంతో	attēls	with this film
చిత్రంలో	bilde	in picture
చిత్రకళ	mākslas darbs	art of painting
చిత్రకారుడు	gleznotājs	painter
చిత్రకారులు	gleznotāji	chitrakaarulu
చిత్రణ	attēli	chitrana
చిత్రపటం	karte	picture
చిత్రమాలిక	foto galerija	pictures
చిత్రము	foto	film
చిత్రమూలము	citramulamu	picture
చిత్రమైన	filma	strange
చిత్రా	čitra	chitra
చిత్రానికి	attēls	movie
చిత్రాన్ని	bilde	the film
చిత్రాల	attēli	of cinemas
చిత్రాలకు	filmas	movies
చిత్రాలని	attēls	images
చిత్రాలను	attēli	movies
చిత్రాలలో	attēli	in filims
చిత్రాలు	attēli	films
చిత్రాల్లో	filmas	in films
చిత్రించిన	krāsots	picturised
చిత్రీకరణ	šaušana	picturize
చిన్న	maza	small
చిన్నచిన్న	maza	small
చిన్నది	maza	small
చిన్నదిగా	saīsināt	small
చిన్నవి	maza	small
చిన్నవిగా	maza	smaller
చిరంజీవి	chiranjeevi	chiranjeevi
చిరు	mazs	small
చిరునామా	adrese	address
చిరునామాలు	adreses	address
చిలుక	papagailis	parrot
చివర	beigas	last
చివరకు	visbeidzot	at last
చివరగా	visbeidzot	in the end
చివరలో	beigās	at last
చివరి	pēdējais	last
చివరికి	galu galā	in the end
చివరిగా	visbeidzot	finally
చివరిలో	beigās	in the end
చిహ్నం	ikona	mark
చిహ్నంగా	simbols	symbol
చిహ్నాలు	ikonas	symbols
చిహ్నాలుగా	simboli	signs
చీకటి	tumšs	dark
చీపురు	slota	sweeper
చీమ	skudra	ant
చీమలు	skudras	ants
చీర	sari	saree
చీరాల	čirala	cheeralla
చీలిక	sagraušana	divided
చీల్చి	sadalīt	tear
చుక్క	zvaigznīte	dot
చుక్కలు	punkti	drops
చుట్టి	pele	close
చుట్టు	nošauts	neighboring
చుట్టుపక్కల	apkārt	surroundings
చుట్టుప్రక్కల	apkārt	in and around
చుట్టూ	apkārt	sorounding
చురుకుగా	aktīvs	actively
చురుకైన	dzīvs	active
చూచి	sūzija	to see
చూడండి	skats	see
చూడగానే	redzi	soon after seeing
చూడటం	skatos	seeing
చూడటానికి	skaties	to view
చూడడం	skatos	seeing
చూడడానికి	skat	looks like
చూడదగిన	draudzīgi	to be seen
చూడలేదు	skat	did not see
చూడవచ్చు	var būt atrasts	can be seen
చూడవచ్చును	sastapties	can see
చూడవలసిన	skaties	must visit
చూడు	atsauksmes	see
చూడుము	skat	see
చూపడం	izrāde	to show
చూపారు	norādīja	shown
చూపి	izrāde	show
చూపించి	izrāde	showing
చూపించే	izrāde	show
చూపింది	parādīts	shown
చూపిన	parādīts	shown
చూపిస్తుంది	displeji	it shows
చూపు	izrāde	sight
చూపుతారు	ir	show
చూపే	rāda	see
చూసి	skaties	watched
చూసింది	ieraudzīja	have seen
చూసిన	apskatīts	viewed
చూసినా	apsveicama	seen
చూసే	skat	seeing
చూస్తారు	skat	seen
చూస్తుంది	redz	watching
చూస్తున్న	skatos	looking
చూస్తే	pie	to see
చెందడం	uz	belong
చెందాడు	bija	become
చెందాయి	ir	become
చెంది	kļūstot	included
చెందింది	ir	belongs to
చెందిన		belong
చెందినవారు	no plkst	belongs to
చెందినవి	no plkst	belong
చెందినా	no	related
చెందుతాయి	ir	belong
చెందుతుంది	ir	belongs
చెందుతున్న	aug	developing
చెందే	tas	belongs
చెక్	čehu	check
చెక్క	koks	wood
చెక్కిన	cirsts	chipped
చెట్టు	koks	tree
చెట్ల	koki	trees
చెట్లను	koki	trees
చెట్లు	koki	trees
చెడు	slikti	bad
చెడ్డ	slikti	bad
చెత్త	sliktākais	waste material
చెన్నారెడ్డి	čenna redija	chenna reddy
చెన్నై	čennai	chennai
చెపుతారు	mēdz teikt	they say
చెప్తారు	saki	tell
చెప్పగా	teica	saying
చెప్పటం	stāsta	says
చెప్పడం	pastāsti	saying
చెప్పడానికి	pastāsti	without saying
చెప్పబడింది	tas ir pateikts	been told
చెప్పబడిన	paziņoja	says
చెప్పబడినది	proti	has been told
చెప్పబడుతుంది	vaino	will be explained
చెప్పబడే	zināms	used as
చెప్పబడ్డాయి	teica	said
చెప్పలేదు	nemaz nerunājot par	did not tell
చెప్పవచ్చు	ir	can tell
చెప్పవచ్చును	eiklīds	can tell
చెప్పాడు	teica	said
చెప్పారు	saka	said
చెప్పాలంటే	iekšā	to say
చెప్పాలి	saki	says
చెప్పి	teica	convince
చెప్పింది	saka	said
చెప్పిన	saka	told
చెప్పినట్లు	saki	as said
చెప్పినది	told	cheppindhi
చెప్పుకుంటారు	bagātīgi	talk together
చెప్పుకోదగిన	ievērojams	worthy to be spoken about
చెప్పుకోదగ్గ	sievišķīga	worthy of saying
చెప్పుకోవచ్చు	ir	can be said
చెప్పే	saki	saying
చెప్పేవాడు	gonna	he use to tell
చెబుతారు	teica	they say
చెబుతుంది	saka	will tell
చెబుతున్నాయి	uzmanību	say
చెమట	sviedri	sweat
చెయ్యటం	uz	doing
చెయ్యటానికి	uz	to be done
చెయ్యడం	uz	doing
చెయ్యవచ్చు	var	you can make
చెయ్యవలసి	būt	to do
చెయ్యాలని	uz	to do
చెరకు	cukurniedre	dugercane
చెరుకు	ievietot	sugarcane
చెరువు	dīķis	river
చెరువులు	dīķi	ponds
చెఱువు	lough	pond
చెలరేగిన	kā	raised
చెల్లెలు	māsa	younger sister
చెవి	auss	ear
చెవుల	ausis	key bunch
చెవులు	ausis	ears
చే	autors	by
చేత	autors	by hand
చేతి	roka	hand
చేతితో	roka	with hand
చేతిలో	roka	in the hands of
చేతులను	rokas	hands
చేతులు	rokas	hands
చేనేత	aušana	handloom
చేప	zivis	fish
చేపట్టాడు	paņēma	took part
చేపట్టి	ņem	building
చేపట్టింది	paņēma	started
చేపట్టిన	piedāvā	takenup
చేపల	zivis	fishes
చేపలు	zivis	fishes
చేపాక్	čepauks	chepauk
చేయకుండా	no plkst	dont say
చేయగల	tas	capable of doing
చేయటం	uz	doing
చేయటంతో	sekojošs	by doing
చేయటానికి	uz	to make
చేయడం	uz	doing
చేయడంతో	kad	did, so
చేయడంలో	uz	do
చేయడానికి	uz	do
చేయని	bez preču zīmes	not done
చేయబడతాయి	ir	maintained
చేయబడి	ir	completed
చేయబడింది	ir	cheyabadindhi
చేయబడిన		done
చేయబడినది	ir	are done
చేయబడినాయి	ir	were made
చేయబడుతుంది	būs	is being made.
చేయబడ్డాయి	ir	are done
చేయమని	uz	asking to do
చేయరాదు	nevajadzētu būt	can't be done
చేయలేదు	nē	cfant do
చేయవచ్చు	var	could be done
చేయవచ్చును	var	can be
చేయాలని	lai to izdarītu	do
చేయాలనే	uz	doit
చేయాలి	vajadzētu	to be done
చేయి	video	do
చేయించి	izgatavots	done
చేయిస్తారు	pārvalda	get done
చేయు	uz	do
చేయుట	uz	did
చేయుటకు	uz	to do
చేర	pievienojieties	chera
చేరడానికి	lai pievienotos	to reach
చేరవచ్చు	var sasniegt	may reach
చేరాడు	pievienojās	joined
చేరారు	pievienojās	reached
చేరి	iesaistīts	join
చేరింది	sasniegts	reached
చేరిన	pievienojas	reached
చేరుకుంది	sasniegts	reached
చేరుకున్నాడు	sasniegts	reached
చేరుకొని	nāk	after reaching
చేరుతుంది	sasniedz	reached
చేరే	sasniedzam	chere
చేర్చడం	ieskaitot	attaching
చేర్చారు	iekļauts	joined
చేర్చి	ieskaitot	add
చేర్పులు	papildinājumi	adjustments
చేశాడు	izdarīja	done
చేశాయి	ir	have done
చేశారు	ir	made
చేసాడు	izdarīja	has done
చేసాయి	ir	made
చేసారు	ir	did
చేసి	un	did
చేసింది	ir	did
చేసిన	pvo	done
చేసినది	novērtēts	done
చేసినపుడు	kad	after doing
చేసినప్పుడు	kad	done
చేసినా	lai gan	made
చేసినాడు	izdarīja	integrate
చేసినారు	tev ir	they did
చేసుకుంటాయి	ir	doing
చేసుకుంటారు	ir	will do
చేసుకుంది	kad	has done
చేసుకుని	un	by making
చేసుకునే	uz	doing
చేసుకున్న		did
చేసుకున్నాడు	precējies	has done
చేసుకున్నాయి	ir	have done
చేసుకున్నారు	bija	are made
చేసుకొంటారు	tie;	they do it
చేసుకొని	un	understand
చేసుకొనే	bezmaksas	made
చేసుకొన్నాడు	izgatavots	done it
చేసుకొన్నాయి	paņēma	took place.
చేసుకొన్నారు	paņēma	done it
చేసుకోవచ్చు	var	can do
చేసుకోవటం	uz	chesukovatam
చేసుకోవటానికి	uz	to do
చేసుకోవడం	uz	doing
చేసుకోవడానికి	uz	can be
చేసెను	viņš uztaisīja	done
చేసే	tas	doing
చేసేందుకు	uz	to
చేసేటప్పుడు	kad	while doing
చేసేది	apkalpošana	do
చేసేవాడు	būtu	he do
చేసేవారు	pvo	used to do
చేసేవి	veidotāji	deeds
చేస్తాడు	būs	he will do
చేస్తాయి	veidot	will do
చేస్తారు	ir	will do
చేస్తుంటారు	ir	doing
చేస్తుందని	būs	will do
చేస్తుంది	padara	do
చేస్తున్న	daru	doing
చేస్తున్నది	ir	doing
చేస్తున్నప్పుడు	kamēr	while doing
చేస్తున్నాయి	tā	completing
చేస్తున్నారు	ir	doing
చేస్తూ	un	doing
చేస్తూనే	kamēr	do-
చేస్తే	ja	if done
చేస్తోంది	iestatīšana	doing
చైతన్య	čaitanja	consciousness
చైతన్యం	mobilitāte	activeness
చైత్ర	čaitra	chitra
చైనా	ķīna	china
చైనాతో	ķīna	with china
చైనీయుల	ķīniešu	chinese
చైనీయులు	ķīniešu	chinese
చైనీస్	ķīniešu	chinese
చైల్డ్	bērns	child
చొక్కా	krekls	choka
చొప్పున	katrs	count
చోట	vieta	place
చోటు	vieta	place
చోట్ల	citur	places
చోదకం	šoferis	search
చోళ	čola	chola
చోళుల	čola	cholas (kings dynasty)
చోళులు	cholas	cholas
చౌక్	aizrīties	chowk
చౌదరి	choudhury	choudhary
ఛందస్సు	prosodija	anushtup chanda (telugu grammar)
ఛత్రపతి	čhatrapati	chathrapathi
ఛానల్	kanāls	channel
ఛాయ	krāso	shadow
ఛాయా	ēna	image
ఛాయాచిత్రం	foto	cinematography
జ	a	ja
జంక్షన్	krustojums	junction
జంట	pāris	couple
జండా	karogs	flag
జంతు	dzīvnieks	animal
జంతువు	dzīvnieks	anima
జంతువుల	dzīvnieks	animals
జంతువులకు	dzīvnieki	animals
జంతువులను	dzīvnieki	animals
జంతువులలో	dzīvnieki	animals
జంతువులు	dzīvnieki	animals
జంబూ	jumbo	jamboo
జకాత్	zakats	jacath
జక్కన	jakkana	jakkana(poet)
జగ్గయ్య	jaggayya	jaggayya
జగ్గయ్యపేట	jaggayyapeta	jaggayyapeta
జటాయువు	jatajuvu	jatayu
జట్టుకు	komanda	team
జట్టులో	atgādināja	in group
జడ	pasīva	braid
జత	pāris	pair
జన	cilvēki	population
జనం	cilvēki	public
జనగణన	skaitīšana	census
జనతా	cilvēki	people's
జనన	dzimšana	during birth
జననం	dzimšana	birth
జననాలు	dzimšanas	people or population
జననేంద్రియ	dzimumorgāni	uterus
జనరల్	vispārīgi	general
జనరల్‌	vispārīgi	general
జనవరి	janvārī	january
జనసంఖ్య	populācijas	population
జనసాంద్రత	blīvums	density of population
జనహార్	janahars	jawahar
జనాదరణ	popularitāte	peolpes respect
జనాభా	populācija	population
జనాభాకు	populācija	population
జనాభాను	populācija	population
జనాభాలో	populācija	in the population
జనుల	cilvēki	people
జనులు	cilvēki	people
జన్మ	dzimšana	birth
జన్మనిచ్చినది	dzemdēt	gave birth
జన్మలో	dzīve	this life
జన్మస్థానం	šūpulis	birth place
జన్మించాడు	piedzima	born
జన్మించారు	piedzima	born
జన్మించి	dzimis	birth
జన్యు	ģenētiskā	genetic
జన్యువు	gēns	genes
జన్యువులు	gēni	genes
జపం	japa	chanting
జపనీస్	japāņu	japanese
జపాను	japāna	japan
జబ్బు	slimība	disease
జమ్మి	džammi	prosopis cineraria
జమ్మూ	džammu	jammu
జయ	uzvara	jaya
జయంతి	jajanti	birthday
జయప్రద	tulkojumi	jayaprada
జయలలిత	jayalalithaa	jaya lalitha
జయసుధ	jayasudha	jaya sudha
జయించాడు	iekaroja	to won
జయించి	iekarot	win
జరగడం	lieta	happening
జరగలేదు	tas nebija	not happened
జరగాలని	norādīts	to happen
జరిగాయి	ir bijuši	took place
జరిగి	notika	done
జరిగిందంటే	notika	if happened
జరిగిందని	notika	insedentq
జరిగింది	bija	happened
జరిగితే	ja	if happens
జరిగిన		concluded
జరిగినట్లు	bija	happend
జరిగినది	bija	happened
జరిగే		happen
జరిగేవి	izcēlās	used to happen
జరిపారు	vada	done
జరిపి	uzvedība	did
జరిపిన	a	did
జరిపే	diriģēšana	make
జరుగుతాయి	notiks	venkateswara pilgrimage place,sun moon,poojas,weddings
జరుగుతుంటాయి	notika	conducted
జరుగుతుంది	gatavs	to happen
జరుగుతున్న	notiek	happening
జరుగుతున్నది	notiek	happing
జరుగుతూ	progress	happening
జరుగుతూనే	tur	to happen
జరుగును	gatavs	happens
జరుపుకుంటారు	svinēja	are done
జరుపుకునే	svinēja	celebrating
జరుపుకొనే	svinēt svētkus	celebrated
జరుపుతారు	piedāvā	will do
జర్నలిజం	žurnālistika	journalism
జర్నల్	vēstnesis	journal
జర్మనీ	vācija	germany
జర్మనీకి	vācija	to germany
జర్మనీలో	vācija	in germany
జర్మనీలోని	vācija	germany
జర్మన్	vācu	germany
జల	ūdens	water
జలాంతర్గామి	zemūdene	submarine
జలాశయం	rezervuārs	water fal
జలుబు	auksts	cold
జవహర్	jawahars	jawahar
జవహర్‌లాల్	jawaharlal	jawaharlal
జవాబు	atbilde	answer
జస్టిస్	taisnīgums	jestice
జహాంగీర్	džangirs	jahangeer
జాంబవంతుడు	džambavantudu	jambavanth
జాక్	džeks	jack
జాక్సన్	džeksons	jackson
జాగ్రత్త	sargieties	carefull
జాగ్రత్తగా	uzmanīgi	care
జాతక	horoskops	jataka
జాతర	gadatirgus	festival
జాతి	sacensības	race
జాతికి	šķirne	gender
జాతిపిత	tautas tēvs	father of nation
జాతీయ	nacionālais	national
జాతీయగీతం	himna	national anthem
జాతీయపతాకాన్ని	jatiyapatakanni	national flag
జాతీయాలు	sakāmvārdi	nationality
జాతుల	sugas	races
జాతులు	sugas	races
జానకి	janaki	janaki
జానపద	tautas	tribal
జానుఫలకము	ceļgala	patella (its a round shape bone)
జాన్	džons	jan
జాన్సన్	džonsons	sejanus
జాబితా	saraksts	count
జాబితాను	saraksts	list
జాబితాలు	saraksti	forms
జాబితాలో	saraksts	list
జామ్	ievārījums	jam
జారీ	izdots	release
జార్ఖండ్	džarkanda	jharkand
జార్జి	džordžs	george
జార్జియా	gruzijā	georgia
జార్జ్	džordžs	jorge
జావా	java	java
జాషువా	džošua	jashuva
జి	g	g
జింక	briedis	antelope
జింజిబరేసి	jinjibaresi	zingiberaceae
జింబాబ్వే	zimbabve	zimbabwe
జిడ్డు	smērviela	jiddu
జిల్లా	apgabals	state
జిల్లాకు	apgabals	for district
జిల్లాను	apgabals	district
జిల్లాల	rajoni	districts
జిల్లాలకు	rajoni	districts
జిల్లాలను	rajoni	districts
జిల్లాలలో	rajoni	districts
జిల్లాలు	rajoni	districts
జిల్లాలో	apgabals	districts
జిల్లాలోని	apgabals	in the town
జిల్లాలోనే	apgabals	in the district only
జీడిమామిడి	indijas	cashewfruit
జీన్	žans	jean nouvel
జీన్స్	džinsi	genes
జీర్ణకోశం	kuņģis	stomach
జీవ	bio	biological
జీవం	dzīve	living
జీవనం	ilgtspējība	livelihood
జీవనంలో	dzīve	living
జీవనము	dzīve	living
జీవశాస్త్రం	bioloģija	natural science
జీవాత్మ	dživatma	living spirit
జీవావరణ	ekoloģija	biological
జీవి	radījums	body
జీవించడానికి	dzīvot	to live
జీవించి	lai izdzīvotu	jeevinchi
జీవిత	dzīve	life
జీవితం	dzīve	life
జీవితంలో	dzīve	in the life
జీవితము	dzīve	life
జీవితాంతం	dzīve	whole life
జీవితానికి	dzīve	to life
జీవితాన్ని	dzīve	life
జీవుని	radības	human
జీవుల	sugas	lives
జీవులకు	sugas	beings
జీవులను	radības	living things
జీవులు	radības	life
జుట్టు	mati	hair
జులై	jūlijs	july
జూనియర్	jaunākais	junior
జూలియన్	džulians	julian
జూలియస్	džūlijs	julius
జూలై	jūlijs	july
జె	dž	je
జెండా	karogs	flag
జెట్	jet	jet
జెనివా	ženēva	jeniva
జెనీవా	ženēva	geneva
జెనీవాలో	ženēva	in geneva
జెన్	zen	zen
జెర్మనీ	vācija	germany
జేమ్స్	džeimss	james
జై	džai	jai
జైగోమైకోటా	jaigomaikota	jaigomaikota
జైన	džeins	jain
జైనుల	džeins	jains
జైలు	cietums	jail
జైలుకు	cietumā	to prison
జైలులో	cietums	jail
జోక్యం	iejaukšanās	involve
జోర్డాన్	jordānija	jordan
జోసెఫ్	jāzeps	joseph
జోస్యం	prognoze	astrology
జ్ఞాన	zināšanas	knowledge
జ్ఞానం	gudrība	brave
జ్ఞానపీఠ	džnanpīts	gnanapeeth
జ్ఞానబోధ	džnanabodha	teaching wisdom
జ్ఞానభోద	jnanabhoda	teaching of knowledge
జ్ఞానము	uztvere	knowledge
జ్ఞానాన్ని	zināšanas	knowledge
జ్యురిక్	cīrihe	juric
జ్యూరిక్	cīrihe	juric
జ్యోతి	džoti	jyothi
జ్యోతిష	astroloģija	jadagam
జ్యోతిషం	jyotish	fortune telling
జ్యోతిష్య	astrāls	astrology
జ్వరం	drudzis	fever
జ్వలన	aizdedze	volcano
జ్వాలా	jwala	jwaala
టంగుటూరి	tanguturi	tanguturi
టర్కిష్	turku	turkish
టర్కీ	turcija	turkey
టవర్	tornis	tower
టాగోర్	tagore	tagore
టాప్	tops	top
టాలీవుడ్	tolivārs	tollywood
టి	t	tei
టిప్పు	tipu	tipu
టిబెటన్	tibetietis	tibetan
టిబెట్	tibeta	tibbet
టివి	tv	tv
టిసినో	tičīno	ticino
టీ	tēja	t(technology)
టీం	komanda	team
టీఎన్ఎల్	tienels	tnl
టీకా	vakcīna	drops
టీవీ	tv	tv
టు	uz	to
టూర్	ceļojums	tour
టెండుల్కర్	tendulkar	tendulkar
టెంపుల్	templis	temple
టెక్టోనిక్	tektoniskais	tectonic
టెక్నాలజీ	tehnoloģijas	technology
టెక్స్ట్	teksts	text
టెన్	desmit	x
టెన్నిస్	teniss	tennis
టెన్నీస్	teniss	tennis
టెలివిజన్	televīzija	television
టెలీస్కోపు	teleskops	telescope
టెస్ట్	pārbaude	test
టైం	laiks	time
టైగర్	tīģeris	tiger
టైగర్స్	tīģeri	tigers
టైటానిక్	titāniks	titanic
టైటిల్	nosaukums	title
టైప్	veids	type
టైమ్	laiks	time
టైమ్స్	laiki	times
టౌన్	pilsēta	town
ట్రకోమా	trakoma	rough eye
ట్రాక్	trase	track
ట్రాన్స్	trans	transpot
ట్రాఫిక్	satiksme	traffic
ట్రేడ్	tirdzniecība	trade
ట్రోఫీ	trofeja	trophy
ట్వంటీ	twente	twenty
డచ్	holandiešu	dutch
డబ్బు	nauda	money
డబ్బులు	nauda	money
డయాబెటిస్	cukura diabēts	diabetics
డా	dr.	daa
డాక్టర్	dr.	doctor
డాక్టర్‌	dr.	doctor
డాన్	dons	don
డామన్	damons	daman
డార్విన్	dārziņš	darwin
డాలర్ల	dolāri	dollars
డి	t	d
డిఎన్ఎ	dns	d.s.a
డిక్షనరీ	vārdnīca	dictionary
డిగ్రీ	grāds	degree
డిజిటల్	digitāls	digital
డిప్యూటీ	vietnieks	deputy
డిమాండ్	pieprasījums	demand
డివిజన్	nodaļa	division
డివిజన్లు	sadalījumi	divisions
డిసెంబరు	decembris	december
డిసెంబర్	decembris	december
డిస్క్	disks	disc
డీ	t	de
డెట్రాయిట్	detroitā	detroit
డెన్మార్క్	dānija	denmark
డెల్టా	delta	delta
డెవలప్‌మెంట్	attīstība	development
డెస్క్‌టాప్	darbvirsma	desktop
డే	diena	day
డేటా	dati	data
డేటాను	dati	data
డేటాబేస్	datu bāze	database
డేవిడ్	dāvids	david
డై	nomirst	dioxide
డైరెక్టరీ	katalogs	directory
డైవర్టిక్యులైటిస్	daivartikyulaitis	dyvartikulitis
డౌన్	uz leju	down
డౌన్‌టౌన్	centrs	downtown
డ్యాము	aizsprosts	dam
డ్రైవరు	šoferis	driver
డ్రైవర్	šoferis	driver
డ్రైవ్	brauciet	drive
డ్రోసిరా	drosira	drodira
ఢాకా	daka	dhaka
ఢిల్లీ	ņūdeli	delhi
ఢిల్లీకి	ņūdeli	delhi
ఢిల్లీలో	ņūdeli	delhi
త		its a letter and word
తంజావూరు	thanjavur	tanjore
తండ్రి	tēvs	father
తండ్రికి	tēvs	for the father
తంతి	stieples	thanthi
తక్కిన	cits	rest of
తక్కువ	zems	less
తక్కువగా	zems	less than
తగరము	alva	metel
తగిన	der	then
తగినంత	pietiekami	required
తగినట్లుగా	saskaņā ar	sufficiently
తగు	bez izvēles	necessary
తగ్గడం	zaudējums	decreases
తగ్గి	atteicās	drained
తగ్గించడం	samazinot	reduce
తగ్గించడానికి	samaziniet	to decrease
తగ్గించి	lēns	reduce
తగ్గించే	nolaišana	reduce
తగ్గింది	samazinājās	came down
తగ్గిపోయింది	izkrita	declined
తగ్గిస్తాయి	samazināt	minimize
తగ్గిస్తుంది	samazina	lessens
తగ్గుతుంది	samazinās	decreased
తగ్గుముఖం	uz leju	downward
తటస్థ	neitrāls	occured
తట్టు	plāksne	measles
తట్టుకోలేక	riebums	tattuykoleka
తడి	slapjš	swet
తణుకు	tanuku	tanuku
తత్ఫలితంగా	rezultātā,	as a result
తత్వ	princips	philosophical
తత్వం	filozofija	type
తత్వము	ens	his irony
తత్వవేత్త	filozofs	philosopher
తత్వవేత్తలు	filozofi	poet
తత్వానికి	filozofija	philosophical
తత్వాన్ని	filozofija	principle
తదనంతర	un tad	after that
తదనంతరం	sekojoši	after that
తదితర	utt	extra(more)
తదుపరి	nākamais	next
తద్వారా	un	by that
తన	viņa	his
తనంతట	pats	independently
తనకు	viņa	his
తనచుట్టూ	apkārt	surroundings
తనతో	ar	with him
తనను	pats	himself
తనయ	meita	son
తనలో	pats	in it
తనిఖీ	pārbaudiet	enquiry
తను	viņa	he
తనే	pats	he only
తపస్సు	joga	meditation
తపాలా	ziņas	postal
తప్ప	izņemot	apart from
తప్పక	jā	must be
తప్పకుండా	protams	definitely
తప్పదు	jā	neccessary
తప్పని	viltus	must and should
తప్పనిసరి	obligāts	mandatory
తప్పనిసరిగా	jā	definitely
తప్పలేదు	būt	could not avoid
తప్పించి	izņemot	except
తప్పు	viltus	thappu
తప్పులు	kļūdas	mistakes
తమ	viņu	theirs
తమకు		yours
తమతమ	viņu	your
తమను	paši	them
తమలో	paši	inthem
తమిళ	tamilu	in tamil
తమిళం	tamilu	tamil
తమిళంలో	tamilu	in tamil
తమిళనాట	tamilu	in tamilnadu
తమిళనాడు	tamilu nadu	tamilnadu
తమిళనాడుకు	tamilu nadu	tamilnadu
తమిళనాడులో	tamilu nadu	tamilnadu
తమిళుల	tamils	of tamilians
తమిళులు	tamils	tamilians
తమ్ముడు	brālis	younger brother
తయారయిన	pmp	ready
తయారయ్యే	izgatavots	preparing for
తయారవుతుంది	veidot	preparing
తయారీ	ražošana	manufacture
తయారీకి	izgatavošana	preparation
తయారు	meikaps	ready
తయారుచేసి	paldies	by preparing
తయారుచేసిన	sagatavots	made
తయారుచేసే	veidot	preparation / manufacture
తయారుచేస్తారు	sagatavots	they make
తయారైన	gatavs	prepared
తరం	paaudze	generation
తరంగ	vilnis	wave
తరంగాలు	viļņi	waves
తరగతి	klase	class
తరగతుల	klases	classes
తరచు	bieži vien	frequent
తరచుగా	bieži vien	rare
తరచూ	bieži vien	frequently
తరతరాలుగా	paaudzes	for ages
తరపున	vārdā -	on behalf of
తరఫున	vārdā -	side of
తరబడి	caur	duration
తరలి	kustēties	move
తరలించారు	steidzās	shifted
తరవాత	vēlāk	after
తరవాతి	nākamais	next
తరహా	stils	type of
తరానికి	paaudze	generation of
తరాల	paaudzes	generations
తరుచుగా	bieži vien	frequently
తరువాత	sekojošs	after
తరువాతి	nākamais	next
తర్జుమా	tulkošana	transfer
తర్వాత	tad	after
తర్వాతి	nākamais	next
తల	galva	hed
తలకు	galva	head
తలచి	varētu	thought
తలపై	galva	on head
తలమీద	galva	on top of the head
తలసరి	uz vienu iedzīvotāju	first
తల్లి	māte	mother
తల్లికి	māte	to mother
తల్లితండ్రులు	vecāki	tallitandrulu
తల్లిదండ్రుల	vecāki	parents
తల్లిదండ్రులు	vecāki	parents
తల్లిని	māte	mother
తల్లియైన	māte	becoming mother
తళ్ళికోట	tallikota	thallikota war
తస్మై	tasmai	unto him
తా	māte	thaa
తాండూరు	tandūrs	tandur
తాంత్రిక	tehnisks	occult
తాగితే	dzer	drink
తాజా	jaunākais	fresh
తాజ్	tadž	taj
తాజ్‌మహల్	tadžmahals	taj mahal
తాడిపత్రి	tadipatri	tadipatri
తాడేపల్లి	tadepalli	taadepalli
తాత	vectēvs	grand father
తాత్కాలిక	pagaidu	temperory
తాత్కాలికంగా	uz laiku	for some time
తాత్విక	filozofiski	tatwika
తాను	pats	taanu
తానుగా	pats	herself
తానే	pats	himself
తాపీ	mūra	thapi
తామర	ekzēma	lotus
తాము	viņi	we
తామే	pats	themselves
తార	zvaigzne	actress
తారక	vairākums	taraka
తారలు	zvaigznes	stars
తాలూకా	atkarīgs	district
తాళం	bloķēt	lock
తాళ్ళపాక	tallapaka	tallapaka
తింటారు	ēd	will eat
తిండి	ēdiens	food
తిక్కన	tikkana	thikkana
తితిదే	titāns	thithide
తిత్తి	cista	cyst
తినడం	ēšana	eating
తిని	ēd	ate
తినే	barošana	eat
తిన్నా	ēd	eaten
తిరస్కరించాడు	noraidīts	rejected
తిరిగి	atgriezties	rounding
తిరుగుతూ	klīst	roaming
తిరుగుబాటు	sacelšanās	revolution
తిరుగుబాటుకు	sacelšanās	uprising
తిరుగుబాటును	sacelšanās	non-co-operation
తిరుపతి	tirupati	thirupati
తిరుపతికి	tirupati	to tirupati
తిరుమల	tirumala	thirumala
తిరుమలకు	tirumala	tirupathi
తిరుమలలో	tirumala	tirupathi
తిలక్	tilaks	tilak
తీగల	kabelis	of wires
తీపి	salds	sweet
తీయడం	ņemot	removing
తీర	krastā	coastal
తీరం	piekraste	shore
తీరంలోని	piekraste	banks of river
తీరని	neārstējama	suffering
తీరము	strand	shore
తీరమున	gar sānu	on coast
తీరాంధ్ర	tirandhra	andhra shores
తీరాంధ్రంలో	tirandhranlo	borders of andhra
తీరాన	tirāna	on the shore
తీరానికి	piekraste	to the coastal areal
తీరాన్ని	piekraste	bank of a river
తీరు	riepa	behaviour
తీర్చి	izgatavošana	judgement
తీర్థం	tīrs	sacred place
తీర్థము	svētceļojumi	holy water
తీర్పు	spriedums	judgement
తీర్మానం	secinājums	motion
తీవ్ర	smaga	severe
తీవ్రంగా	nopietni	extremely
తీవ్రత	smagums	heavy
తీవ్రతను	intensitāte	extremity
తీవ్రమైన	smaga	intense
తీసి	pavelciet	remove
తీసింది	ir	lead to
తీసికొని	ņem	taken
తీసిన	paņemts	taken
తీసుకు	nes	carried
తీసుకుంటాయి	ņem	will take
తీసుకుంటారు	ņem	will take
